Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,112.3,0.0,2.4,10.1,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.0,26.5,0.0,0.0,0.0,2.5,6.0,5.0,11.5,0.5,0.0,1.0,80.3,82.3,6
2,,Baglan,Satana,97.6,2.0,9.0,31.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,32.0,29.0,4.0,4.0,1.0,141,63,8
3,,Kalwan,Kalwan,223.9,8.0,14.0,50.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,67.0,28.0,9.0,4.0,3.0,225,201.8,12
4,,Nandgaon,Nandgaon,111.5,0.0,4.3,8.2,4.6,1.0,0.0,0.0,2.0,0.0,2.4,0.0,0.0,2.0,0.0,1.4,0.0,0.0,2.0,3.0,7.0,16.0,0.0,0.0,0.0,0.0,6.4,22.0,27.0,3.2,5.0,0.0,117.5,16.5,11
5,,Surgana,Surgana,711.8,63.0,76.0,173.0,35.0,25.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,31.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,37.0,27.0,5.0,0.0,10.0,19.0,111.0,158.0,34.0,19.0,27.0,867,387.9,18
6,,Nasik,Nasik,223.5,14.0,27.2,28.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, - ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,4.5,3.0,4.0,5.1,5.1,28.0,47.1,17.2,6.3,8.0,237.7,92.7,16
7,,Dindori,Dindori,256.5,10.5,18.1,19.0,17.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.0,1.5,35.1,37.0,10.0,13.5,3.0,171.5,12.8,10
8,,Egatpuri,Igatpuri,1339.8,77.0,127.0,92.0,35.0,38.0,5.0,5.0,1.0,0.0,1.0,9.0,10.0,11.0,10.0,7.0,1.0,2.0,6.0,8.0,2.0,65.0,157.0,31.0,17.0,59.0,35.0,69.0,274.0,106.0,30.0,43.0,1333,142.4,25
9,,Peth,Peth,936.4,42.0,162.0,120.0,40.0,16.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,35.0,0.0,0.0,5.0,14.0,8.0,3.0,18.0,16.2,22.0,55.0,49.3,71.5,27.0,39.0,757,641,21
10,,Niphad,Niphad,118.1,5.0,15.0,24.7,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, - ,0.0,0.0,0.0,0.0,6.0,2.0,34.0,22.0,6.3,5.0,6.0,156,102.2,11
11,,Sinnar,Sinnar,152.6,64.0,10.8,12.2,11.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,8.2,0.0,0.0,11.2,4.2,7.2,23.0,13.2,4.0,1.0,174,162,12
12,,Yevla,Yeola,107.4,0.0,6.0,1.0,12.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,0.0,0.0,0.0,2.0,3.0,27.0,24.0,1.0,3.0,7.0,133,91.7,10
13,,Chandwad,Chandwad,145.1,9.0,16.0,18.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.4,0.0,0.0,0.0, - ,5.0,32.0,27.0,15.0,7.0,2.0,161.4,17.2,11
14,,Trimbakeshwar,Tryambakeshwar,936.4,138.0,125.0,132.0,80.0,34.0,11.0,4.0,2.0,0.0,0.0,0.0,1.0,11.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,43.0,40.0,9.0,22.0,57.0,25.0,68.0,159.0,75.0,40.0,36.0,1128,569.4,20
15,,Devali,Devala,198.1,2.0,14.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,15.0,3.0,0.0,2.0,102,51.5,5
