Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,334.4,6.2,13.6,10.1,5.5,0.4,1.8,1.9,14.6,7.6,7.2,11.7,4.1,0.7,6.4,1.9,39.2,36.1,35.0,23.0,39.3,83.7,60.8,21.5,30.7,3.1,5.0,0.3,1.6,0.7,0.7,474.4,157.2,21
2,,Kalyan,301.7,1.4,8.9,10.8,8.3,0.0,0.0,0.8,8.4,12.1,2.1,1.4,0.2,0.0,0.0,0.8,59.0,17.6,25.3,13.0,21.0,66.0,20.2,31.0,35.0,6.1,22.7,0.0,0.6,0.0,0.0,372.7,107.4,16
3,,Murbad,347.1,2.5,10.5,8.0,0.8,0.8,0.0,3.2,6.8,5.4,5.2,9.4,0.0,0.0,0.0,9.4,109.6,75.2,85.6,21.2,26.6,57.2,51.5,45.8,61.6,10.4,9.0,5.2,10.8,0.0,0.0,631.7,187.1,21
4,,Bhivandi,337.6,2.7,6.9,11.7,2.5,0.4,0.2,1.5,8.9,4.4,1.7,1.7,1.7,0.5,0.5,1.2,28.5,28.1,17.0,18.2,13.2,39.7,33.9,8.6,36.9,1.8,2.0,0.3,0.5,0.0,0.0,275.2,81.4,14
5,,Shahapur,338.1,3.0,22.5,19.1,5.2,0.0,1.2,7.2,16.1,10.8,3.6,2.2,2.5,0.0,6.9,9.1,64.8,34.2,20.0,19.6,13.6,35.6,16.8,25.9,40.9,2.4,9.4,0.7,0.2,0.0,0.0,393.5,130.3,20
6,,Ulhasnagar,301.9,0.0,22.0,16.0,9.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,17.0,27.0,17.0,13.0,75.0,14.0,23.0,65.0,2.0,23.0,0.0,0.0,0.0,0.0,400,132.5,15
7,,Ambarnath,301.9,2.3,13.0,9.5,9.1,0.0,0.0,0.0,6.7,11.1,5.8,1.6,0.6,0.3,0.0,3.4,42.2,24.9,20.9,19.1,12.5,108.4,46.5,23.1,41.8,3.2,9.0,0.0,0.0,0.0,0.0,415,132.5,18
8,Raigadh,Alibag,313.1,2.9,3.9,8.1,6.3,0.7,0.6,0.1,1.3,0.0,0.0,0.1,1.6,0.3,0.4,8.7,15.6,55.9,55.4,41.9,8.0,37.7,63.4,91.1,147.3,8.6,8.0,1.9,0.0,0.0,0.0,569.8,141.7,16
9,,Panwel,402.0,1.7,8.1,5.7,4.1,0.2,1.4,1.6,4.3,2.4,1.0,1.5,1.7,1.8,0.9,1.9,48.9,58.3,28.1,27.8,23.4,67.3,36.3,22.2,83.3,11.1,4.3,2.1,4.7,0.5,0.8,457.4,104.9,16
10,,Karjat,436.0,3.0,10.6,10.4,10.3,1.2,0.8,0.2,21.4,8.0,2.2,3.4,1.5,3.6,1.0,1.7,32.0,37.2,51.6,35.8,21.2,48.7,16.5,55.8,77.5,6.4,1.2,12.6,13.7,0.0,0.2,489.7,106.8,20
11,,Khalapur,458.5,0.7,6.7,15.0,19.0,0.0,0.0,0.0,1.0,6.7,0.0,3.3,0.7,5.0,5.7,10.7,20.7,41.3,133.0,46.7,26.7,55.7,42.0,63.0,103.3,6.7,3.3,3.3,32.3,0.3,0.0,652.8,213.1,21
12,,Uran,306.3,7.2,10.2,3.3,10.9,0.7,0.3,2.7,0.7,1.3,5.7,0.7,0.0,1.3,1.3,2.0,20.0,111.3,45.3,32.0,8.3,67.7,139.3,47.3,153.3,11.2,6.8,0.0,0.7,0.7,0.0,692.2,153.1,17
13,,Sudhagad,452.1,24.7,9.0,12.7,6.7,0.0,0.0,0.0,3.3,0.7,2.7,5.0,1.7,1.3,2.3,18.3,7.0,114.7,150.0,34.3,31.0,52.7,129.7,43.3,162.0,3.0,0.0,0.0,3.7,0.0,0.0,819.8,201.3,19
14,,Pen,407.3,6.4,10.0,19.0,9.2,0.0,0.4,0.2,2.0,1.4,0.6,0.8,0.6,0.0,0.6,15.4,17.8,40.8,191.2,52.6,35.2,79.4,285.0,154.6,182.8,7.8,1.8,2.8,44.8,0.0,0.0,1163.2,280.9,17
15,,Mahad,414.1,15.0,19.5,13.0,12.8,4.0,0.0,1.9,0.7,1.0,4.3,0.7,2.7,0.2,10.8,10.2,7.9,82.3,100.1,63.8,33.0,20.3,107.8,47.9,82.0,3.7,0.3,1.1,1.1,0.3,0.0,648.4,167.5,19
16,,Mangaon,387.1,7.4,16.2,12.8,6.4,0.0,0.0,2.6,3.6,1.4,13.0,3.8,4.8,9.0,8.8,9.8,20.4,51.8,130.2,31.4,30.2,22.0,81.8,75.0,106.8,4.6,0.6,2.0,9.0,0.4,0.0,665.8,181.8,23
17,,Roha,366.3,11.5,13.0,19.0,2.8,0.0,0.0,0.8,3.3,0.0,2.5,1.0,3.8,5.0,1.5,15.3,18.5,133.0,72.3,27.0,28.0,37.5,116.0,118.8,193.0,9.0,3.3,0.0,4.0,0.0,0.0,839.9,203.7,20
18,,Poladpur,412.4,10.7,9.3,7.7,13.3,1.7,0.0,0.0,0.0,12.0,0.0,2.0,12.3,3.0,8.0,5.3,10.7,164.7,89.3,88.0,39.3,34.7,134.0,58.7,82.0,16.3,5.3,0.0,0.0,8.3,0.0,816.6,234.1,21
19,,Murud,348.8,4.7,6.0,12.3,8.0,0.0,0.0,5.7,5.3,1.3,0.0,0.0,0.0,0.0,0.0,24.7,25.0,126.0,82.3,27.3,14.3,47.3,70.3,97.7,179.7,13.0,2.0,21.7,0.0,0.0,0.0,774.6,229.8,18
20,,Shriwardhan,337.1,6.0,7.0,20.7,0.7,2.7,0.7,0.0,0.0,2.3,3.0,0.0,11.3,0.7,0.7,45.0,14.3,56.0,21.7,36.7,20.7,51.3,77.3,69.3,66.7,26.0,1.7,9.3,0.0,0.0,0.0,551.8,139.9,18
21,,Mahasala,394.3,3.2,5.5,20.5,2.5,2.5,0.5,0.5,1.7,4.8,1.0,3.7,0.5,19.5,10.0,8.5,8.7,130.8,76.7,54.5,37.8,33.7,83.6,191.1,96.7,26.0,3.0,0.0,10.0,0.0,0.0,837.5,216.4,20
