Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,112.3,0.0,0.0,0.0,2.0,9.0,6.0,0.0,0.0,3.0,2.0,62.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,14.0,2.0,17.0,2.0,3.0,1.0,0.0,6.0,143,127.3,10
2,,,Dabhadi,112.3,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,62.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,96.5,85.9,5
3,,,Wadner,112.3,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,40.0,6.9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,22.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,95.4,85,6
4,,,Karanjgavhan,112.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,18,16,2
5,,,Zodga,112.3,0.0,0.0,0.0,18.0,13.4,18.4,0.0,0.0,0.0,2.2,30.2,8.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,2.0,16.2,8.2,0.0,4.0,137.2,122.2,10
6,,,Kalwadi,112.3,0.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,15.0,0.0,0.0,0.0,74,65.9,7
7,,,Kaulane,112.3,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,9.0,11.0,2.0,0.0,0.0,0.0,8.0,163,145.1,7
8,,,Saudane,112.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,79,70.3,2
9,,,Sayane,112.3,0.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,61.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,20.0,8.0,20.0,4.0,3.0,0.0,0.0,2.0,140,124.7,8
10,,,Nimgaon,112.3,2.0,0.0,0.0,8.2,7.2,0.0,0.0,0.0,0.0,0.0,13.4,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,7.4,3.0,0.0,0.0,48.4,49.6,6
11,,Baglan,Satana,97.6,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,4.0,5.0,174.0,11.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,231,236.7,9
12,,,Brahmangaon,97.6,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,118.0,4.0,3.5,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,5.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,176.5,180.8,8
13,,,Nampur,97.6,0.0,0.0,0.0,7.2,3.0,0.0,1.0,0.0,1.0,0.0,81.0,6.6,8.2,1.8,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,3.6,0.0,4.8,0.0,14.0,0.0,0.0,0.0,139.2,142.6,9
14,,,Jaikheda,97.6,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,3.0,2.0,94.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,128,131.1,6
15,,,Virgaon,97.6,0.0,0.0,0.0,11.0,6.7,0.0,0.0,0.0,8.5,0.0,45.2,12.4,0.0,5.4,0.0,0.0,0.0,0.0,0.0,24.4,0.0,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,0.0,0.0,125.8,128.9,8
16,,,Dangsaudane,97.6,0.0,0.0,1.5,13.0,5.0,3.0,1.0,0.0,36.0,21.0,128.0,37.0,10.0,2.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,268.5,275.1,9
17,,,Mulher,97.6,0.0,0.0,0.0,11.0,16.0,4.0,2.0,4.0,17.0,19.0,125.0,21.0,20.0,3.0,0.0,0.0,5.0,0.0,4.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,271,277.7,15
18,,,Taharabad,97.6,0.0,0.0,0.0,8.5,4.0,0.0,0.0,0.0,8.0,4.0,97.0,16.0,13.5,1.5,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,162.5,72.6,8
19,,Kalwan,Kalwan,223.9,0.0,0.0,5.5,12.2,3.0,1.0,0.0,2.3,20.5,25.0,146.0,11.0,10.6,4.2,1.5,0.0,0.0,0.0,2.4,4.6,1.6,0.0,0.0,2.1,0.0,1.2,0.0,0.0,0.0,0.0,0.0,254.7,113.8,10
20,,,Navibej,223.9,0.0,0.0,3.0,5.0,2.0,2.0,0.0,0.0,4.0,13.0,133.0,7.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,189,84.4,9
21,,,Mokbhangi,223.9,0.0,0.0,4.0,8.0,4.0,3.3,2.0,0.0,7.0,12.0,125.0,11.0,4.0,2.5,1.2,1.0,0.0,1.0,3.0,2.0,3.5,0.0,0.0,1.7,0.0,4.0,0.0,0.0,1.0,0.0,2.0,203.2,90.8,12
22,,,Kanashi,223.9,0.0,0.0,10.0,38.9,17.0,3.2,2.2,2.0,28.2,59.4,145.5,12.4,8.2,2.6,2.1,3.2,1.5,1.0,2.1,4.6,3.0,1.0,0.0,1.3,0.0,0.0,0.0,0.0,2.1,0.0,4.5,356,159,14
23,,,Dalwat,223.9,0.4,0.8,6.2,40.6,29.2,0.7,2.6,3.6,26.8,57.8,165.0,39.6,17.6,5.2,5.0,5.4,2.7,1.7,2.8,7.8,4.0,2.0,1.6,1.5,0.0,0.0,1.6,0.2,4.6,2.2,7.2,446.4,199.4,19
24,,,Abhona,223.9,0.0,0.0,7.0,11.0,9.0,1.0,1.0,0.0,27.0,56.0,123.0,34.4,7.0,4.0,1.0,1.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,2.0,0.0,0.8,0.0,0.0,0.0,0.0,2.0,296.2,265.7,10
25,,Nandgaon,Nandgaon,111.5,0.0,0.0,0.0,6.0,9.0,20.0,0.0,0.0,0.0,0.0,78.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,7.0,0.0,6.0,8.0,8.0,0.0,0.0,0.0,153,137.2,10
26,,,Manmad,111.5,0.0,0.0,0.0,9.0,2.0,2.0,0.0,0.0,1.0,0.0,100.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,12.0,40.0,0.0,0.0,2.0,0.0,1.0,178,159.6,4
