Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,534.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.8,5.2,13.0,2.8,7.4,31.4,20.4,23.4,4.2,125.6,26.3,9
2,,Kalyan,476.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,39.0,0.0,2.0,8.0,1.0,3.0,2.0,65,17.2,5
3,,Murbad,378.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.2,0.0,0.0,5.4,15.3,7.0,22.0,4.0,29.0,2.0,159.9,33.9,7
4,,Bhivandi,471.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.0,5.4,16.4,4.0,9.0,16.0,0.0,6.0,3.0,62.4,15.1,7
5,,Shahapur,412.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,28.8,19.0,25.2,1.0,1.6,1.0,33.8,17.2,2.2,135.8,29.7,6
6,,Ulhasnagar,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.0,27.0,0.0,2.0,14.2,3.2,11.1,0.0,60.3,13.2,4
7,,Ambarnath,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,2.4,10.0,0.0,0.0,3.0,1.3,4.1,1.0,31.2,5.8,4
8,Raigadh,Alibag,540.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.1,0.0,19.1,20.4,15.0,60.3,153.4,23.6,77.4,54.0,424.6,74.8,8
9,,Panwel,567.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,16.5,15.2,0.0,2.8,7.2,6.0,14.0,15.0,110.7,20.2,9
10,,Karjat,548.7,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,25.8,1.0,0.0,22.6,2.7,6.4,1.0,24.2,4.2,22.4,116.1,20.6,8
11,,Khalapur,563.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,48.0,0.0,11.1,0.0,7.0,15.0,18.2,12.2,35.0,163.5,31.2,9
12,,Uran,524.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,9.0,7.0,24.0,0.0,51.5,7,5
13,,Sudhagad,735.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,12.2,1.0,0.0,0.0,3.8,16.0,71.0,40.0,8.0,23.0,181,32.7,8
14,,Pen,554.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,7.2,3.2,1.6,9.2,2.0,12.2,10.2,10.6,13.8,4.6,79.8,12.3,9
15,,Mahad,651.0,0.0,0.0,0.0,0.0,0.0,3.1,5.8,38.0, - ,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,31.0,0.0,5.2,15.2,3.0,4.2,57.0,42.0,25.6,10.2,254.1,40.3,13
16,,Mangaon,630.3,0.0,0.0,0.0,0.7,0.0,0.0,3.8,10.2,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,13.6,1.0,3.2,2.6,10.6,8.4,30.4,11.0,23.0,4.6,132,18.7,13
17,,Roha,704.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,27.2,0.0,7.0,4.0,19.0,8.4,56.0,6.8,16.6,7.2,172.6,23.7,12
18,,Poladpur,728.6,0.0,0.0,0.0,0.0,0.0,0.0,0.5,13.0,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,72.0,0.0,2.0,19.0,7.2,6.0,39.0,18.0,9.0,3.0,241.2,36.3,11
19,,Murud,664.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,7.0,59.0,220.0,16.0,71.0,5.0,408.5,44.8,8
20,,Shriwardhan,911.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,5.0,0.0,10.0,35.0,3.0,29.0,35.0,140.0,60.0,50.0,5.0,402,50,12
21,,Mahasala,803.5,0.0,0.0,0.0,0.0,1.0,0.0,14.2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6,0.0,1.0,27.4,5.6,45.0,38.0,86.0,37.0,50.2,0.0,342.6,54.4,10
22,,Tala,630.3,0.0,0.0,0.0,0.5,13.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,12.0,1.0,9.0,0.0,9.8,46.0,80.0,14.0,23.0,6.0,255.3,32.6,11
23,Ratnagiri,Chiplun,783.9,0.0,0.0,0.0,6.0,30.0,7.0,76.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,2.0,0.0,8.0,81.0,13.0,2.0,14.0,19.0,11.0,13.0,321,35.3,14
24,,Dapoli,910.3,0.0,2.8,0.2,2.2,10.6,1.0,45.0,3.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,7.6,18.6,21.6,30.3,8.4,41.6,31.0,18.0,13.2,259.2,31.3,14
25,,Khed,827.2,0.0,0.0,21.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,7.0,25.0,31.0,3.0,8.0,17.0,13.0,12.0,151,21.7,11
