Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,961.6,26.8,2.6,0.0,15.2,26.4,12.8,81.0,84.2,56.0,8.6,32.6,42.4,6.0,12.6,170.0,35.6,74.0,18.8,2.0,4.0,1.4,4.0,11.2,21.0,10.4,9.4,20.0,116.4,14.0,5.2,7.6,932.2,91.1,28
2,,Kalyan,1023.4,54.0,0.0,0.0,16.0,9.0,1.0,80.0,56.0,41.0,14.0,10.0,40.0,3.0,4.0,109.0,46.0,101.0,8.0,2.0,1.0,0.0,13.0,10.0,30.0,34.0,26.0,28.0,109.0,24.0,8.0,2.0,879,90.7,24
3,,Murbad,968.9,27.2,0.0,17.0,0.0,4.5,3.2,56.2,96.2,92.3,84.4,40.2,42.3,10.5,13.2,67.3,80.5,96.3,27.2,0.0,0.0,0.0,17.2,22.1,57.4,72.3,77.4,87.7,152.4,47.0,28.2,3.0,1323.2,137,26
4,,Bhivandi,965.8,68.0,4.0,0.0,14.0,13.0,6.0,51.0,49.0,52.0,11.0,7.0,39.0,1.0,7.0,78.0,41.0,69.0,51.0,0.0,1.0,1.0,8.0,7.0,17.0,22.0,30.0,24.0,101.0,14.0,1.0,4.0,791,71.8,25
5,,Shahapur,1102.4,27.0,5.0,2.0,0.0,1.0,1.0,20.0,35.0,54.0,35.0,18.0,24.0,9.0,16.0,26.0,62.0,42.0,54.0,11.0,2.0,6.0,28.0,10.0,25.0,47.0,60.0,35.0,183.0,33.0,9.0,6.0,886,88.5,26
6,,Ulhasnagar,1001.4,29.6,0.0,0.0,11.6,4.2,0.0,42.4,48.6,44.6,12.4,17.2,21.2,1.2,9.1,58.6,44.6,43.6,14.2,1.0,1.4,0.0,4.2,5.4,32.2,37.4,31.2,22.6,121.2,22.4,0.0,0.0,682.1,68.1,22
7,,Ambarnath,1001.4,27.4,0.0,0.0,8.5,3.0,0.0,40.2,40.3,6.3,6.4,16.0,17.2,0.0,11.5,55.5,37.5,54.0,22.5,2.0,0.0,1.0,5.0,17.4,30.0,36.0,22.4,15.8,129.2,20.0,2.0,2.0,629.1,87,22
8,Raigadh,Alibag,723.0,19.0,7.7,1.0,64.5,40.3,48.4,79.7,109.7,43.7,7.8,15.5,49.4,14.6,46.7,43.7,21.4,25.4,21.4,0.0,0.0,7.0,10.1,2.0,4.3,2.8,13.3,11.8, - ,7.4, - ,6.0,724.6,64.2,25
9,,Panwel,1128.9,4.0,1.2,0.0,30.4,29.0,4.0,84.2,90.0,32.4,5.0,23.2,23.0,2.0,17.2,175.0,21.4,62.0,21.4,3.4,0.0,7.0,17.0,2.0,40.4,25.2,14.0,15.0,314.0,39.4,9.4,2.4,1114.6,80.9,25
10,,Karjat,1378.2,11.4,0.0,0.0,21.2,7.8,16.0,47.0,52.8,68.7,13.8,28.2,24.6,2.4,12.7,71.6,27.4,49.4,27.4,8.5,0.0,3.5,27.6,10.4,59.4,27.9,43.2,43.4,251.5,23.4,14.3,7.8,1003.3,77,27
11,,Khalapur,1302.2,7.0,5.3,0.0,30.0,0.0,11.4,27.3,35.2,54.1,21.8,39.3,38.2,2.1,10.1,67.3,26.2,63.4,26.2,3.4,0.0,0.0,47.6,19.0,46.0,36.3,37.2,31.1,95.4,17.2,9.1,5.2,812.4,106.6,26
12,,Uran,762.4,5.2,0.0,0.0,58.4,56.2,22.9,86.2,63.4,31.2,4.8,26.4,53.6,4.7,33.2,110.0,42.2,95.8,42.2,0.0,4.2,5.0,10.6,8.6,17.0,4.3,5.1,38.1,45.0,5.2,1.1,0.0,880.6,59.3,26
13,,Sudhagad,1484.0,65.0,5.2,4.3,71.0,25.0,24.2,44.3,55.0,46.0,22.0,14.0,23.2,3.0,13.2,64.1,60.0,55.2,60.0,3.0,0.0,15.0,35.3,17.2,46.0,33.1,95.0,51.2,27.2,14.0,5.4,1.2,998.3,89.7,29
14,,Pen,1112.4,4.2,3.2,0.0,18.4,9.2,6.8,6.2,46.2,51.4,16.2,21.6,18.4,2.4,4.2,42.6,37.4,68.2,37.4,1.2,0.0,4.2,10.2,2.6,6.2,8.2,17.4,12.2,11.4,8.4,6.2,8.2,490.4,36.4,27
15,,Mahad,1348.2,12.0,33.8,0.0,14.2,15.1,13.1,46.2,26.5,26.2,62.1,44.0,20.1,3.2,14.2,47.5,26.0,60.4,26.0,9.2,12.5,1.3,20.5,32.1,26.0,23.6,58.5,98.2,15.1,5.5,7.5,2.2,802.8,64.3,28
16,,Mangaon,1248.4,45.2,13.0,0.0,39.7,34.0,9.0,39.0,33.0,24.0,79.0,39.0,19.0,3.0,107.0,170.0,75.3,32.0,75.3,4.0,5.0,0.0,60.0,25.0,29.0,37.0,63.0,68.0,61.7,10.0,5.0,2.0,1206.2,95.3,28
17,,Roha,1265.5,63.0,0.0,3.7,74.1,35.0,47.0,36.0,55.0,44.0,29.0,24.0,32.0,15.0,36.0,120.0,60.0,50.0,63.0,3.0,16.0,6.0,19.0,5.0,35.0,40.0,51.0,25.0,72.0,10.0,7.2,12.0,1088,79.3,30
18,,Poladpur,1371.3,11.0,2.0,1.4,11.5,13.0,11.8,90.2,25.0,28.0,77.0,26.0,14.0, - ,13.0,31.0,47.0,86.0,60.0,0.0,2.0,4.0,46.0,33.0,21.0,48.0,55.0,89.0,55.0,12.0,1.0,4.0,917.9,100,25
19,,Murud,917.6,45.2,4.2,6.0,62.0,50.0,18.7,61.3,49.0,18.5,15.0,34.0,20.0,83.5,111.0,176.5,70.0,40.0,47.0,7.0,3.0,7.0,7.0,6.0,21.0,11.0,22.0,20.0,12.0,17.4,8.0,5.0,1058.3,92,31
20,,Shriwardhan,1150.5,6.3,8.2,3.2,46.2,66.2,18.2,121.0,14.4,25.2,33.2,22.0,69.2,23.2,40.2,47.2,85.2,108.2,70.0,0.0,0.0,1.0,21.2,2.0,2.0,8.2,16.2,18.2,3.0,7.4,2.0,3.0,891.5,69.8,25
21,,Mahasala,1277.4,24.4,4.0,4.6,55.0,82.8,17.2,101.2,29.6,41.2,86.2,45.5,9.8,9.8,78.2,142.4,75.2,81.2,85.2,2.0,1.0,4.2,28.2,12.0,22.0,19.0,29.2,41.6,11.8,16.6,8.8,1.0,1170.9,93.8,28
22,,Tala,1248.4,19.0,6.0,4.0,74.0,64.0,23.0,60.0,65.0,39.0,43.0,29.0,28.0,13.0,102.0,243.0,63.0,65.0,75.4,3.6,7.2,7.8,45.0,9.0,27.0,26.0,61.0,75.0,75.0,9.0,26.0,7.8,1394.8,101.2,31
23,Ratnagiri,Chiplun,1377.8,85.0,5.0,17.0,42.0,49.0,42.0,52.0,33.0,29.0,54.0,8.0,64.0,23.0,38.0,80.0,153.0,109.0,58.0,17.0,4.0,5.0,6.0,33.0,14.0,52.0,64.0,22.0,93.0,5.0,3.0,5.0,1264,97.4,31
24,,Dapoli,1298.3,71.8,14.4,12.2,38.6,34.0,24.5,104.4,15.2,55.4,42.2,36.2,67.2,7.1,115.0,102.1,83.0,88.4,64.8,17.0,8.0,3.4,0.0,39.4,10.0,29.4,38.0,32.2,25.4,4.4,2.6,8.4,1194.7,86.6,30
25,,Khed,1379.9,129.0,85.0,19.0,37.0,26.0,38.0,168.0,45.0,25.0,121.0,116.0,64.0,1.0,91.0,69.0,111.0,130.0,49.0,11.0,0.0,5.0,19.0,36.0,11.0,72.0,73.0,51.0,48.0,25.0,12.0,9.0,1696,189.9,29
26,,Guhagar,893.3,99.0,55.0,35.0,32.0,104.0,67.5,46.0,34.3,37.0,59.0,24.0,49.2,10.7,31.3,94.5,90.8,48.1,40.0,17.0,5.0,0.0,0.0,34.2,2.0,6.0,9.0,6.0,22.0,8.0,1.0,2.7,1070.3,67.4,27
27,,Mandangad,1587.1,31.8,14.4,1.8,41.2,38.4,21.0,120.6,52.8,30.2,160.8,61.8,36.4,5.2,45.2,32.6,96.0,134.2,43.0,15.0,2.0,3.6,30.2,30.0,12.8,52.0,38.2,57.8,45.0,12.6,11.8,7.6,1286,136.2,29
28,,Ratnagiri,944.5,95.0,87.4,37.7,16.3,60.4,83.0,47.0,20.9,20.4,23.7,45.4,56.0,3.9,38.4,73.2,125.6,93.1,10.3,19.4,4.9,9.7,0.0,27.7,9.0,18.1,24.0,11.0,16.6,9.4,4.0,1.8,1093.3,75.5,29
29,,Sangameshwar,1447.8,70.0,24.0,36.0,20.0,23.0,39.0,46.0,10.0,15.5,59.0,70.0,58.0,5.0,54.0,64.0,57.0,91.0,36.0,11.0,6.0,2.0,9.0,18.0,24.0,51.0,72.0,36.0,49.0,22.0,11.0,1.0,1089.5,87.9,29
30,,Rajapur,1239.8,63.0,12.0,31.0,27.0,52.0,101.0,94.0,28.0,17.0,39.0,70.0,56.0,1.0,13.0,37.0,102.0,67.0,24.0,45.0,8.0,3.0,11.0,17.0,14.0,51.0,43.0,21.0,17.0,18.0,11.0,2.0,1095,77.7,29
31,,Lanja,1409.1,145.0,17.0,25.0,13.0,17.0,70.0,60.0,20.0,19.0,56.0,55.0,22.0,4.0,38.0,100.0,85.0,48.0,33.0,8.0,9.0,3.0,11.0,26.0,8.0,102.0,33.0,21.0,6.0,23.0,25.0,4.0,1106,144.5,31
32,Sindhudurg,Devgad,765.3,83.0,11.0,50.0,25.0,38.0,184.0,58.0,47.0,18.0,29.0,35.0,94.0,9.0,19.0,24.0,88.0,10.0,9.0,10.0,5.0,9.0,11.0,0.0,1.0,9.0,4.0,7.0,19.0,10.0,7.0,5.0,928,121.9,29
33,,Malwan,761.3,37.0,20.0,53.0,22.0,55.0,110.0,61.0,45.0,20.0,45.0,72.0,53.0,57.0,10.0,31.0,78.0,18.0,3.0,2.0,4.0,4.0,8.0,20.0,3.0,4.0,3.0,20.0,22.0,9.0,7.0,2.0,898,62.8,29
34,,Sawantwadi,1430.8,30.0,49.0,30.0,61.0,37.0,144.0,53.0,63.0,31.0,32.0,54.0,50.0,27.0,43.0,87.0,120.0,27.0,24.0,14.0,38.0,11.0,16.0,30.0,26.0,49.0,19.0,40.0,28.0,39.0,28.0,0.0,1300,125.5,30
35,,Vengurla,1035.6,37.2,19.4,27.6,30.0,26.4,155.4,63.0,66.6,26.4,53.4,71.6,77.0,17.0,30.0,15.0,117.0,6.4,1.0,10.0,3.6,3.2,14.6,27.2,12.4,17.6,8.5,4.0,11.2,20.2,18.2,2.0,993.1,75.2,29
36,,Kankawali,1321.1,6.0,6.0,10.0,37.0,15.0,78.0,25.0,19.0,16.0,29.0,20.0,17.0,2.0,16.0,53.0,75.0,30.0,35.0,20.0,15.0,10.0,15.0,30.0,10.0,30.0,25.0,23.0,30.0,25.0,10.0,13.0,745,65.9,30
37,,Kudal,1129.9,10.0,14.0,19.0,39.0,30.0,94.0,58.0,34.3,30.0,76.0,53.0,32.0,5.0,51.0,84.0,69.0,18.0,5.0,34.0,6.0,4.0,12.0,7.0,11.0,18.0,10.0,19.0,26.0,5.0,10.0,0.0,883.3,40.9,30
38,,Vaibhavwadi,2160.8,21.0,8.0,15.0,42.0,24.0,70.0,71.0,12.0,42.0,60.0,26.0,99.0,8.0,24.0,84.0,78.0,80.0,42.0,36.0,7.0,5.0,18.0,43.0,23.0,56.0,48.0,35.0,52.0,36.0,16.0,1.0,1182,82.6,30
39,,Dodamarg,1430.8,19.0,3.2,45.0,41.0,23.3,149.0,96.0,15.1,25.0,36.0,47.0,124.0,19.0,25.0,57.3,85.3,22.5,10.5,17.0,11.0,3.0,22.0,70.0,7.5,41.0,28.0,6.0,30.0,36.0,18.0,1.0,1133.7,154,30
40,Palghar,Vasai,736.4,55.0,6.0,0.0,15.0,21.0,48.0,148.0,86.0,92.0,20.0,1.0,73.0,44.0,15.0,195.0,38.0,106.0,42.0,0.0,4.0,3.0,0.0,28.0,1.0,11.0,10.0,20.0,60.0,8.0,5.0,14.0,1169,99.4,26
41,,Wada,1176.3,22.1,2.0,1.1,1.0,5.0,0.0,22.3,50.0,42.0,14.5,7.0,87.2,3.0,3.0,37.0,19.2,23.1,89.2,0.0,5.0,2.5,1.3,6.1,16.0,55.0,100.0,34.2,220.8,51.0,4.0,3.5,928.1,126.4,24
42,,Dahanu,734.0,3.5,1.4,0.4,9.4,22.5,3.2,40.2,54.8,39.1,7.0,3.3,18.4,3.2,14.3,78.5,16.5,105.4,39.4,75.4,0.6,23.0,4.1,0.0,4.5,24.5,26.5,9.1,219.4,9.7,4.0,3.0,864.3,113.1,27
