Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,334.4,4.0,9.2,4.0,9.4,4.3,2.0,8.0,9.2,0.0,0.0,28.0,15.4,2.3,0.0,3.0,0.0,0.0,0.0,1.0,1.0,8.0,15.0,4.2,37.2,25.4,27.8,10.2,56.0,2.0,0.0,286.6,95,18
2,,Kalyan,301.7,8.0,17.0,5.0,7.0,5.0,4.0,2.0,13.0,14.0,0.0,23.0,26.0,31.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,2.0,4.0,7.0,40.0,9.0,18.0,14.0,65.0,7.0,2.0,332,95.6,20
3,,Murbad,347.1,16.4,22.3,17.2,57.2,27.2,22.2,23.2,48.2,5.1,13.2,90.4,57.4,38.0,15.3,13.4,3.2,27.2,0.0,0.0,0.0,2.0,0.0,4.0,5.2,13.0,27.5,25.9,20.5,47.2,0.0,642.4,190.3,24
4,,Bhivandi,337.6,12.0,1.0,4.0,6.0,3.0,5.0,20.0,7.0,5.0,0.0,10.0,17.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,18.0,42.0,24.0,20.0,7.0,43.0,0.0,0.0,283,83.7,19
5,,Shahapur,338.1,6.0,0.0,9.0,17.0,4.0,0.0,20.0,7.0,11.0,2.0,81.0,22.0,0.0,13.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,10.0,13.0,22.0,4.0,21.0,4.0,9.0,0.0,287,95.1,19
6,,Ulhasnagar,301.9,1.0,1.2,1.1,7.8,4.0,1.2,1.2,10.5,2.2,0.0,23.6,11.3,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,9.4,18.6,11.4,14.2,12.4,40.2,0.0,0.0,184.7,61.2,12
7,,Ambarnath,301.9,2.0,0.0,6.3,8.0,12.8,1.0,16.2,10.0,8.2,3.2,25.0,17.4,11.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,30.4,11.0,18.0,17.6,73.4,0.0,0.0,287.7,91.9,17
8,Raigadh,Alibag,313.1,0.0,1.0,3.7,14.0,17.8,7.8,22.8,3.5,0.1,1.5,31.6,4.7,13.4,3.0,4.0,6.1,1.6,6.3,1.0,6.2,33.4,20.8,20.8,9.2,17.3,72.4,3.2,47.5,0.0,1.0,375.7,93.5,22
9,,Panwel,402.0,0.0,1.0,0.3,30.6,10.0,7.2,1.0,0.4, - ,1.0,46.0,6.2,10.2, - , - ,20.6, - , - , - ,4.0,18.0,2.3,2.3,26.1,3.0,3.2,23.2,13.4,0.2, - ,230.2,52.8,14
10,,Karjat,436.0,4.0,3.3,5.9,12.4,22.4,35.6,8.4,27.4,12.2,2.3,117.3,63.2,29.0,13.2,1.4, - , - , - , - ,1.0,2.8,14.5,14.5,15.5,21.8,5.2,9.0,73.2,9.0,1.2,525.7,114.7,22
11,,Khalapur,458.5,0.0,27.5,18.8,32.0,31.0,3.4,9.0,17.2,3.0, - ,138.0,46.1,39.0,9.0,5.1, - , - , - , - ,32.9, - ,5.1,5.1,14.0,22.2,7.2,11.4,31.2,15.3, - ,523.5,170.9,22
12,,Uran,306.3,0.0,0.0,2.0,6.0,10.0,0.0,0.0,0.0, - , - ,19.4,6.1,6.0, - , - , - , - , - ,1.3,1.3,2.0,21.0,21.0,6.0,26.0,8.0,1.0,68.0,0.0, - ,205.1,45.4,11
13,,Sudhagad,452.1,4.0,13.0,22.0,30.0,27.3,4.0,11.0,7.2,2.0,1.2,152.1,39.0,95.2,30.1,8.0,14.4,14.4,1.1, - , - , - ,6.3,6.3,23.0,12.0,9.0,0.0,15.1,3.0, - ,550.7,135.2,22
14,,Pen,407.3,3.2,5.4,6.4,13.6,11.2,7.4,5.2,1.5, - ,2.2,79.9,17.6,48.2,9.2,4.2,3.6, - , - , - , - ,5.2,8.2,8.2,14.2,25.2,9.4,12.2,56.2,19.4,19.4,396.4,95.7,23
15,,Mahad,414.1,3.2,1.0,5.0,7.2,0.0,4.1,3.3,14.5, - , - ,55.1,3.7,0.4,32.0,5.1,4.1, - , - ,1.0, - , - ,1.1,1.1,12.0,12.0,15.0,1.2,6.5,9.0, - ,197.6,51,16
16,,Mangaon,387.1,5.0,0.0,11.0,27.5,14.0,8.0,4.0,17.2, - ,5.0,69.0,5.0,53.0,5.0,11.0,22.0, - , - , - , - ,9.0,8.0,8.0,31.0,6.0,15.0,0.0,5.0,9.0, - ,347.7,94.9,22
17,,Roha,366.3,1.0,3.0,22.0,11.0,19.0,7.0,0.0,6.0, - ,2.0,154.0,18.0,32.0,20.0,10.0, - , - , - ,5.0, - ,10.0,5.0,5.0,42.0,5.0,10.0,5.0,109.0,0.0, - ,501,121.5,20
18,,Poladpur,412.4,1.0,1.0,10.0,2.0,0.0,11.0,46.9,1.1,11.2,1.4,52.3,4.0,12.0,47.0,12.0,26.0, - , - , - , - ,17.0, - ,0.0,9.0,15.0,26.0,7.0,7.0,0.0, - ,319.9,91.7,16
19,,Murud,348.8,0.0,3.0,7.6,12.0,0.0,8.0,0.0,3.0, - , - ,35.4, - ,5.0, - , - ,15.0, - , - , - , - ,36.0,8.0,8.0,28.4,19.5,2.1,23.0,49.3,0.0, - ,263.3,78.1,15
20,,Shriwardhan,337.1,3.0,6.0,3.0,5.2,5.9,6.2,3.0,4.0,2.0, - ,3.0, - ,0.0, - ,22.2,8.7, - , - , - ,3.0,14.2,2.9,2.9,8.2,10.2,7.2,2.0,31.2,0.0, - ,154,39.1,19
21,,Mahasala,394.3,1.0,2.0,5.0,27.4,2.3,7.4,3.0,6.8, - ,4.2,83.8,1.6,0.0,19.4,9.2, - , - , - , - ,1.4,8.3,2.8,2.8,9.2,6.7,8.0,0.0,9.1,0.0, - ,221.4,57.2,16
22,,Tala,387.1,7.0,14.7,7.0,30.0,17.5,0.5,5.0,4.0,5.0, - ,156.0,5.0,15.0,10.0,4.0,11.0, - , - , - , - ,15.0,4.0,4.0,32.0,8.0,10.0,5.0,23.0,0.0,6.0,398.7,92.8,23
23,Ratnagiri,Chiplun,429.5,7.0,2.0,9.0,17.0,3.0,23.0,18.0,3.0,4.0,3.0,27.0,7.0,0.0,3.0,17.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,25.0,7.0,12.0,0.0,2.0,14.0,2.0,0.0,211,50.4,19
24,,Dapoli,418.5,3.2,11.6,24.2,15.0,13.0,19.6,8.4,8.0,2.6,1.4,41.5,8.3,1.8,10.0,8.0,0.0,0.0,1.6,0.0,1.4,15.6,2.8,6.2,3.6,3.6,0.6,15.0,18.0,2.8,0.0,247.8,60.5,21
25,,Khed,409.6,80.0,10.0,7.0,43.0,22.0,29.0,8.0,1.0,2.0,0.0,142.0,15.0,3.0,17.0,72.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,24.0,2.0,13.0,25.0,11.0,5.0,0.0,0.0,550,83.6,19
26,,Guhagar,657.9,6.0,2.0,2.0,4.1,2.3,20.0,11.0,2.0,1.0,2.0,3.0,0.0,0.8,2.0,32.0,0.0,0.0,15.0,0.0,0.0,1.0,11.0,23.0,3.0,1.0,2.0,11.0,2.5,0.0,0.0,159.7,36.3,11
27,,Mandangad,439.6,5.4,6.2,9.8,17.0,14.0,7.8,5.4,0.0,0.0,2.0,153.2,20.6,3.8,7.6,22.1,1.6,0.0,0.0,0.0,0.0,2.4,10.8,0.0,10.4,14.8,40.4,0.0,20.8,17.6,0.0,393.7,113.3,18
28,,Ratnagiri,347.5,4.6,5.4,8.4,39.5,23.2,14.0,6.6,2.1,6.6,10.2,21.6,2.0,0.0,10.5,3.8,2.4,2.9,0.9,5.4,7.7,10.4,1.2,0.2,1.2,2.4,5.3,13.2,2.1,0.9,0.0,214.7,50,18
29,,Sangameshwar,429.7,25.0,0.7,6.0,37.0,17.0,18.0,4.0,20.0,5.0,2.0,46.0,6.0,1.0,2.0,33.0,10.0,2.0,6.0,0.0,0.0,7.0,0.0,11.0,6.0,3.0,8.0,0.0,3.0,0.0,0.0,278.7,77.5,19
30,,Rajapur,359.7,3.0,4.0,6.0,38.0,39.0,6.0,7.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,2.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,27.0,4.0,2.0,3.0,169,43.8,14
31,,Lanja,386.0,16.0,8.0,10.0,19.0,31.0,35.0,29.0,25.0,8.0,14.0,41.0,9.0,5.0,3.0,21.0,6.0,1.0,21.0,3.0,7.0,0.5,2.5,0.0,2.0,3.0,0.0,6.0,2.0,0.0,2.0,330,115.5,21
32,Sindhudurg,Devgad,285.6,0.0,11.0,4.0,33.0,25.0,24.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,2.0,8.0,2.0,2.0,0.0,1.0,2.0,0.0,5.0,4.0,4.0,15.0,4.0,1.0,0.0,182,70.9,14
33,,Malwan,256.6,11.0,15.0,0.0,29.0,12.0,24.0,14.0,4.0,0.0,0.0,0.0,0.0,5.0,10.0,12.0,18.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0,2.0,2.0,0.0,194,54.2,15
34,,Sawantwadi,357.8,19.0,10.0,31.0,58.0,18.0,20.0,39.0,23.0,3.0,0.0,0.0,12.2,0.0,0.0,5.0,7.3,1.5,18.0,0.0,0.0,0.0,0.0,7.0,6.0,10.0,5.0,0.0,1.5,2.5,0.0,297,100.5,17
35,,Vengurla,295.5,13.6,33.8,14.8,24.2,14.4,11.4,4.8,5.8,7.4,1.2,15.6,2.0,5.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,2.0,0.0,172.2,44.4,13
36,,Kankawali,387.6,5.0,12.0,15.0,40.0,20.0,15.0,5.0,7.0,5.0,5.0,8.0,5.0,0.0,4.0,9.0,9.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,15.0,2.0,5.0,1.0,0.0,204,70.5,19
37,,Kudal,289.4,20.0,6.0,12.0,41.0,15.0,23.0,1.0,10.0,11.0,0.0,3.0,7.0,1.0,10.0,26.0,2.0,1.0,9.0,0.0,2.0,0.0,1.0,0.0,0.0,7.0,5.0,3.0,4.0,0.0,0.0,220,28.9,17
38,,Vaibhavwadi,761.2,10.0,10.0,2.0,54.0,38.0,19.0,3.0,8.0,3.0,4.0,29.0,16.0,0.0,1.0,23.0,10.0,2.0,37.0,1.0,0.0,2.0,10.0,0.0,0.0,18.0,1.0,16.0,0.0,10.0,0.0,327,91.4,18
39,,Dodamarg,357.8,15.0,5.4,12.0,45.2,22.0,13.0,3.0,5.5,2.0,0.0,11.2,5.0,1.5,4.0,8.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,1.0,0.0,185.8,62.5,16
