Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,637.2,0.0,1.3,0.0,0.0,0.0,0.0,0.0,10.2,6.0,42.0,170.0,22.0,26.0,7.2,4.3,5.1,29.4,4.0,7.2,9.0,12.0,40.0,36.0,4.0,74.2,7.0,29.0,76.1,44.0,13.8,8.4,688.2,105.4,24
2,,Kalyan,652.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,19.0,30.0,160.8,26.0,52.0,6.0,3.0,3.0,19.0,4.0,4.0,1.0,6.0,39.0,18.0,2.0,40.1,3.0,11.0,48.0,47.0,17.0,14.0,600.9,94.7,22
3,,Murbad,634.3,0.0,0.0,990.0,0.0,0.0,0.0,4.7,8.4,9.4,166.2,86.3,21.1,34.3,2.2,0.1,4.3,10.1,27.4,0.6,8.0,23.8,21.2,4.3,22.2,27.3,8.0,0.0,53.5,58.4,29.2,15.0,1636,253.1,22
4,,Bhivandi,646.4,0.0,3.1,0.0,0.0,0.0,0.0,0.0,23.0,15.0,50.0,205.8,33.0,25.0,3.0,1.0,1.0,9.0,9.0,2.0,6.0,8.0,37.0,36.0,4.0,57.0,5.0,12.0,35.0,32.0,16.0,29.0,656.9,93.4,22
5,,Shahapur,703.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,65.0,47.0,10.0,21.0,13.0,3.0,2.0,5.0,22.0,7.0,2.0,7.0,22.0,85.0,6.0,61.0,8.0,11.0,2.0,39.0,10.0,13.0,467,77.3,20
6,,Ulhasnagar,604.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,8.4,26.2,105.6,22.0,25.4,2.2,3.4,2.4,12.2,3.4,2.2,1.2,6.2,17.4,9.2,15.4,38.8,2.2,7.4,28.6,45.6,15.2,11.2,429,71,20
7,,Ambarnath,604.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,7.4,26.2,105.6,22.0,25.4,2.2,3.4,3.2,20.2,5.2,3.3,23.2,16.1,23.2,8.4,16.2,75.8,2.8,5.4,65.2,72.4,16.1,12.6,575.7,120.1,23
8,Raigadh,Alibag,479.4,0.0,1.2,0.0,4.6,0.0,0.0,0.0,0.0,3.6,18.8,138.4,199.6,8.0,7.0,6.6,4.0,0.0,1.9,1.1,0.0,6.1,42.1,24.6,10.0,75.8,5.4,7.2,86.4,66.5,3.8,7.0,729.7,92.3,20
9,,Panwel,790.4,0.0,0.0,1.2,1.2,0.0,0.0,0.0,24.0,35.0,12.0,132.0,63.6,53.0,3.0,4.0,0.0,2.0,2.0,5.0,13.0,18.0,22.0,57.0,6.0,66.0,10.0,10.0,109.0,62.0,17.0,36.3,764.3,81.5,21
10,,Karjat,937.6,0.1,4.0,0.0,2.0,0.0,0.0,0.0,20.6,108.0,55.0,10.7,143.8,43.4,14.4,8.6,8.0,10.8,20.8,26.0,39.8,18.2,44.6,30.2,3.0,94.6,4.2,12.2,99.0,79.0,38.0,24.6,963.6,93.9,25
