Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,961.6,26.0,23.0,108.0,134.9,54.0,60.0,148.1,189.0,150.3,131.0,50.0,177.0,330.0,18.2,18.2,4.2,1.1,9.0,16.2,23.0,5.1,9.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.5,164.8,21
2,,Kalyan,1023.4,21.0,7.0,57.0,52.0,13.0,43.0,148.0,102.0,93.0,123.0,54.0,93.0,271.0,49.0,49.0,9.0,4.0,17.0,14.0,8.0,16.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,1253.2,129.3,22
3,,Murbad,968.9,6.2,3.0,18.0,23.9,24.1,25.1,231.4,54.8,35.4,106.2,109.6,43.2,296.2,26.3,26.3,9.4,17.0,4.6,17.3,16.1,11.4,0.0,0.0,0.0,5.3,0.0,0.0,0.0,1.8,0.0,0.0,1112.6,115.2,22
4,,Bhivandi,965.8,34.0,16.0,35.0,110.0,50.0,29.0,190.0,138.0,143.0,99.0,61.0,76.0,405.0,24.0,24.0,3.0,3.0,18.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1485,134.7,22
5,,Shahapur,1102.4,50.0,10.0,34.5,17.5,21.0,45.0,112.0,50.0,44.0,48.0,56.0,47.0,163.0,84.0,84.0,6.0,5.0,14.0,24.0,5.0,8.0,7.0,7.0,0.0,3.0,1.0,6.0,0.0,0.0,0.0,2.0,954,95.3,25
6,,Ulhasnagar,1001.4,15.3,6.4,24.2,16.5,17.4,38.6,58.8,49.4,52.6,66.4,45.2,67.4,239.4,11.2,11.2,7.2,2.4,7.6,12.2,11.2,2.4,3.2,0.0,0.0,4.6,6.2,0.0,0.0,0.0,3.4,0.0,780.4,77.9,23
7,,Ambarnath,1001.4,15.3,6.4,24.2,16.5,17.4,38.6,58.8,49.4,52.6,66.4,45.2,67.4,239.4,11.2,11.2,0.0,0.0,0.0,0.0,11.2,2.4,3.2,0.0,0.0,4.6,6.2,0.0,0.0,0.0,3.4,0.0,751,103.9,20
8,Raigadh,Alibag,723.0,20.6,65.1,8.6,93.5,129.7,49.6,21.4,182.6,67.8,35.7,16.8,196.6,77.7,6.0,2.9,1.5,6.2,5.0,4.5,2.9,0.0,1.5,0.0,2.9,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1001.1,88.7,20
9,,Panwel,1128.9,11.3,25.0,12.3,135.3,30.0,71.2,135.0,255.3,108.0,109.2,42.0,133.0,249.0,73.4,13.4,4.0,2.0,7.0,8.2,10.3,4.3,2.2,0.0,4.0,1.2,3.0,0.0,0.0,0.0,1.0,5.4,1456,105.6,23
10,,Karjat,1378.2,9.4,5.4,29.4,48.4,19.8,54.0,153.0,159.2,77.6,188.0,105.4,92.0,233.0,101.9,22.0,5.2,5.4,4.4,22.0,14.4,0.0,0.0,9.4,5.2,3.2,0.3,2.2,0.0,2.6,0.1,0.1,1373,105.4,24
11,,Khalapur,1302.2,20.0,8.0,24.0,45.0,27.0,90.0,250.0,101.0,128.0,211.0,88.0,140.0,185.0,30.0,10.0,5.0,4.0,15.0,15.0,10.0,9.0,4.0,1.0,8.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,1436,188.4,24
12,,Uran,762.4,10.0,12.0,20.0,178.0,65.0,121.0,26.0,189.0,84.0,127.0,40.0,95.0,191.0,10.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1187,80,17
13,,Sudhagad,1484.0,23.0,35.0,17.0,105.0,29.0,100.0,178.0,132.0,126.0,54.0,59.0,75.0,94.0,73.0,24.0,18.0,22.0,10.0,15.0,5.0,4.0,9.0,9.0,6.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1227,110.3,25
14,,Pen,1112.4,68.4,0.0,28.7,159.2,17.4,83.5,73.7,161.5,121.2,174.3,96.7,150.2,160.4,23.8,11.4,7.2,8.6,4.9,5.3,2.1,16.1,3.0,2.2,2.1,0.0,0.0,3.1,0.0,0.0,0.0,0.0,1385,102.7,21
15,,Mahad,1348.2,11.0,26.0,29.4,55.3,22.0,22.0,80.0,91.0,102.1,72.5,60.0,105.4,160.0,44.0,16.0,14.0,42.0,5.7,12.4,21.0,9.5,3.0,2.0,0.0,6.0,3.0,1.7,2.0,0.0,2.0,0.0,1021,81.8,24
16,,Mangaon,1248.4,26.5,39.7,30.0,111.0,23.0,50.0,158.0,207.0,215.0,97.0,61.0,111.0,170.0,22.0,8.0,22.0,7.0,9.0,14.0,19.0,24.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1434.2,113.3,22
17,,Roha,1265.5,38.0,82.0,42.0,106.0,61.0,53.0,234.0,180.0,220.0,64.0,37.0,105.0,121.0,37.0,20.0,9.0,13.0,6.0,17.0,6.0,3.0,2.0,6.0,5.0,5.0,0.0,0.0,14.0,4.0,2.0,0.0,1492,108.8,26
18,,Poladpur,1371.3,21.0,31.0,23.0,86.0,16.0,48.0,112.0,109.0,181.0,87.0,63.0,147.0,127.0,30.0,25.0,11.0,31.0,12.0,22.0,13.0,17.0,5.0,0.0,0.0,4.0,13.0,11.0,6.0,0.0,4.0,0.0,1255,136.8,27
