Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,334.4,39.9,15.6,1.0,3.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0,13.0,1.0,4.0,0.0,106.5,35.3,8
2,,Kalyan,301.7,36.0,23.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,20.0,4.0,0.0,1.0,26.0,0.0,0.0,4.0,139,40,10
3,,Murbad,347.1,38.2,36.2,8.3,2.1,0.0,8.4,0.0,7.3,3.4,2.3,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.1,22.2,0.0,0.0,48.0,4.0,24.1,0.0,224.6,66.5,13
4,,Bhivandi,337.6,25.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,24.0,0.0,0.0,3.0,75,22.2,5
5,,Shahapur,338.1,18.0,2.5,14.4,1.0,4.0,5.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,10.0,44.0,0.0,0.0,2.0,3.0,0.0,5.0,136.9,45.3,9
6,,Ulhasnagar,301.9,32.4,14.2,2.2,4.2,4.2,2.6,0.0,0.0,0.0,1.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,5.4,0.0,0.0,0.0,71.6,23.7,7
7,,Ambarnath,301.9,58.4,16.0,1.2,3.2,3.2,4.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,15.8,0.0,6.0,0.0,110.8,35.4,7
8,Raigadh,Alibag,313.1,15.7,7.9,0.0,1.5,2.2,1.8,0.0,1.0,5.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4, - , - , - , - , - , - , - , - , - ,40.2,10,4
9,,Panwel,402.0,20.0,27.0,1.0,2.0,7.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0, - , - , - , - , - , - , - , - , - ,85,19.5,6
10,,Karjat,436.0,28.3,29.9,12.0,1.6,5.8,13.2,3.4,1.0,0.1,6.6,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2, - , - , - , - , - , - , - , - , - ,107.7,23.5,8
