Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,102.3,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,74.0,9.0,0.0,8.0,31.0,0.0,5.0,0.0,150,146.6,8
2,,,Dabhadi,102.3,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,19.0,9.0,0.0,9.0,8.5,0.0,5.5,0.0,66,64.5,6
3,,,Wadner,102.3,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,4.0,7.0,79.0,0.0,15.0,11.0,0.0,3.0,0.0,162,158.4,9
4,,,Karanjgavhan,102.3,0.0,0.0,3.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,5.0,10.0,12.0,30.0,13.0,28.0,0.0,0.0,1.0,0.0,115.4,112.8,8
5,,,Zodga,102.3,0.0,0.0,5.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,32.0,3.0,30.0,0.0,21.0,7.0,0.0,0.0,0.0,113,110.5,8
6,,,Kalwadi,102.3,0.0,0.0,19.0,0.0,0.0,0.0,15.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.0,0.0,0.0,22.0,5.0,3.0,0.0,19.0,0.0,0.0,0.0,0.0,90.3,88.3,7
7,,,Kaulane,102.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,7.0,0.0,10.0,16.0,0.0,0.0,0.0,59,57.7,5
8,,,Saudane,102.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,24.0,27.0,0.0,6.0,4.0,0.0,0.0,0.0,68,66.5,5
9,,,Sayane,102.3,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,2.0,0.0,6.0,1.0,0.0,1.0,0.0,25,24.4,3
10,,,Nimgaon,102.3,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,14,14,2
11,,Baglan,Satana,99.8,0.0,0.0,25.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,2.5,11.0,36.0,2.0,35.0,0.0,0.0,1.0,0.0,141,141.3,7
12,,,Brahmangaon,99.8,0.0,0.0,1.5,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,3.0,5.0,13.0,0.0,15.0,0.0,0.0,4.0,0.0,53.2,53.3,7
13,,,Nampur,99.8,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,22.0,2.0,8.3,32.0,0.0,41.6,0.0,0.0,7.4,0.0,122,122.2,7
14,,,Jaikheda,99.8,0.0,0.0,5.0,0.0,0.0,7.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,47.0,0.0,78.0,5.0,0.0,0.0,0.0,194.5,194.9,6
15,,,Virgaon,99.8,0.0,0.0,19.0,0.0,0.0,13.5,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,21.0,26.0,0.0,57.0,0.0,0.0,0.0,0.0,162.3,162.6,7
16,,,Dangsaudane,99.8,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,4.0,20.0,2.0,60.0,14.0,0.0,3.0,0.0,119,119.2,8
17,,,Mulher,99.8,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,28.0,0.0,83.0,42.0,0.0,0.0,0.0,168,168.3,6
18,,,Taharabad,99.8,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,43.0,0.0,85.0,4.0,0.0,0.0,0.0,152,126,5
19,,Kalwan,Kalwan,120.6,0.0,0.0,2.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,3.0,12.0,3.0,65.0,4.0,0.0,2.0,0.0,120,99.5,8
20,,,Navibej,120.6,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,40.0,1.0,0.0,0.0,0.0,58,48.1,4
21,,,Mokbhangi,120.6,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,1.0,35.0,2.0,0.0,0.0,0.0,53,43.9,2
22,,,Kanashi,120.6,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,54.0,15.0,135.0,9.0,0.0,0.0,0.0,234,194,6
23,,,Dalwat,120.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,6.0,140.0,11.0,0.0,0.0,0.0,213,176.6,4
24,,,Abhona,120.6,0.0,0.0,27.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,78.0,13.0,0.0,0.0,0.0,151,139.2,6
25,,Nandgaon,Nandgaon,108.5,0.0,0.0,10.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,19.0,0.0,6.0,0.0,7.0,3.0,0.0,0.0,0.0,65,59.9,7
26,,,Manmad,108.5,0.0,0.0,6.3,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,41.0,46.0,23.0,0.0,8.0,4.0,0.0,0.0,0.0,158.3,145.9,8
