Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,112.3,24.0,16.0,8.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,52.0,39.0,14.0,0.0,0.0,168,172.1,8
2,,Baglan,Satana,97.6,28.0,33.0,47.0,9.0,6.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,9.0,151,67.4,9
3,,Kalwan,Kalwan,223.9,28.0,58.0,49.0,17.0,10.0,8.0,1.0,0.0,4.0,3.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,35.0,0.0,2.0,5.0,1.0,0.0,251,225.1,12
4,,Nandgaon,Nandgaon,111.5,12.0,23.0,29.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,27.0,56.0,1.0,1.0,0.0,184,25.8,7
5,,Surgana,Surgana,711.8,43.0,140.0,119.0,88.0,111.0,31.0,5.0,11.0,13.0,43.0,44.0,0.0,15.0,21.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,20.0,0.0,0.0,33.0,13.0,8.0,777,347.7,20
6,,Nasik,Nasik,223.5,13.4,47.0,130.0,18.0,3.0,0.0,1.0,1.2,3.1,1.0,0.5,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,22.0,0.0,0.0,0.0,9.5,1.3,0.0,255.7,99.7,8
7,,Dindori,Dindori,256.5,11.0,54.0,57.0,10.0,8.0,4.0,2.0,1.5,3.0,6.5,13.0,1.0,4.0,3.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.5,0.0,0.0,0.0,2.0,0.0,0.0,207,15.5,13
8,,Egatpuri,Igatpuri,1339.8,75.0,149.0,247.0,58.0,45.0,31.0,15.0,33.0,32.0,41.0,33.0,18.0,35.0,32.0,44.0,6.0,10.0,12.0,6.0,11.0,0.0,0.0,0.0,4.0,56.0,1.0,0.0,63.0,72.0,38.0,8.0,1175,125.5,26
9,,Peth,Peth,936.4,34.0,144.0,106.0,65.0,44.0,9.0,14.0,4.0,11.0,24.0,32.0,6.0,4.0,24.0,13.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,7.0,19.0,0.0,0.0,10.0,14.0,12.0,0.0,604,511.4,21
10,,Niphad,Niphad,118.1,12.1,29.0,121.0,7.0,2.4,0.0,2.0,1.0,1.5,1.0,0.0,0.0,3.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,19.0,0.0,0.0,203.3,133.2,7
11,,Sinnar,Sinnar,152.6,6.4,29.0,96.0,17.6,3.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,2.0,12.0,0.0,0.0,0.0,0.0,0.0,186.2,173.4,8
12,,Yevla,Yeola,107.4,10.0,32.0,59.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,25.0,0.0,0.0,153,105.4,9
13,,Chandwad,Chandwad,145.1,23.0,60.0,34.0,2.0,11.1,6.2,0.0,0.0,3.0,2.0,6.0,0.0,2.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,152.4,16.3,7
14,,Trimbakeshwar,Tryambakeshwar,936.4,22.0,138.0,318.0,81.0,60.0,24.0,13.0,15.0,12.0,18.0,18.0,8.0,15.0,10.0,21.0,0.0,2.0,1.0,16.0,1.0,4.0,0.0,0.0,0.0,43.0,0.0,0.0,7.0,23.0,2.0,2.0,874,441.2,20
15,,Devali,Devala,198.1,20.0,40.0,38.0,10.0,5.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,7.0,0.0,0.0,0.0,148,74.7,9
