Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,102.3,0.0,0.0,3.0,3.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,3.0,0.0,32.0,16.0,4.0,7.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,138,138.3,11
2,,Baglan,Satana,99.8,0.0,0.0,8.0,13.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,15.0,0.0,0.0,0.0,0.0,12.0,44.0,51.0,23.0,9.0,5.0,2.0,0.0,0.0,0.0,8.0,237,196.5,12
3,,Kalwan,Kalwan,120.6,0.0,0.0,12.0,62.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,21.0,31.0,26.0,21.0,9.0,1.0,1.0,0.0,5.0,0.0,220,202.8,11
4,,Nandgaon,Nandgaon,108.5,0.0,0.0,6.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,0.0,0.0,2.0,0.0,15.0,34.0,62.0,7.0,3.4,0.0,0.0,0.0,0.0,0.0,2.0,167.4,105.7,9
5,,Surgana,Surgana,158.3,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,3.0,8.0,0.0,0.0,0.0,80.0,8.0,23.0,15.0,18.0,15.0,7.0,5.0,1.0,34.0,263,281.3,15
6,,Nasik,Nasik,93.5,0.0,22.5,27.0,44.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,0.0,1.0,0.0,0.0,0.0,20.0,9.0,20.0,22.0,12.0,3.5,0.3,6.0,0.0,0.0,208.3,182.4,12
7,,Dindori,Dindori,114.2,0.0,2.0,16.0,27.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,63.0,2.0,12.0,0.0,0.0,0.0,12.0,31.0,10.0,19.0,9.0,4.0,5.0,2.0,3.0,43.0,283,60.9,15
8,,Egatpuri,Igatpuri,465.0,29.0,54.0,30.0,66.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57.0,16.0,37.0,8.0,10.0,0.0,17.0,1.0,52.0,79.0,150.0,45.0,11.0,63.0,7.0,35.0,769,295.2,18
9,,Peth,Peth,260.5,0.0,0.0,15.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,47.0,0.0,12.0,0.0,0.0,0.0,7.0,22.0,51.0,23.0,46.0,14.0,10.0,13.0,21.0,9.0,330,328.4,15
10,,Niphad,Niphad,100.5,0.0,0.3,14.9,1.5,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,18.8,3.0,31.2,0.0,0.0,0.0,63.4,21.0,19.2,24.0,8.2,8.4,1.0,2.0,0.0,0.0,236.1,264.4,12
11,,Sinnar,Sinnar,89.3,0.0,39.6,27.0,9.4,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.6,30.0,24.0,0.0,0.0,0.0,16.4,2.0,21.0,29.0,16.0,9.0,0.0,3.0,0.0,0.0,245,218,14
12,,Yevla,Yeola,112.4,0.0,1.0,20.0,0.0,0.0,105.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,26.6,21.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,10.0,1.0,4.0,0.0,1.0,0.0,0.0,212.6,183.8,9
13,,Chandwad,Chandwad,115.7,0.0,0.0,20.0,19.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,53.0,0.0,0.0,0.0,0.0,4.2,28.2,43.2,9.0,38.0,3.0,10.0,5.0,0.0,3.1,0.0,244.1,93.7,13
14,,Trimbakeshwar,Tryambakeshwar,260.5,0.0,35.0,65.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,38.0,0.0,0.0,0.0,6.0,0.0,10.0,3.0,33.0,42.0,98.0,19.0,15.0,10.0,4.0,13.0,437,378.7,16
15,,Devali,Devala,115.4,0.0,0.0,21.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,10.0,1.0,35.0,25.0,30.0,40.0,10.0,0.0,0.0,0.0,6.0,10.0,230,199.3,13
