Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,102.3,1.0,8.8,0.0,45.0,0.0,0.0,0.0,32.0,20.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,135.8,132.7,9
2,,,Dabhadi,102.3,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,12.0,10.0,8.0,0.0,5.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,67.4,6
3,,,Wadner,102.3,0.0,13.0,0.0,12.0,0.0,0.0,0.0,32.0,78.0,0.0,4.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164,160.3,6
4,,,Karanjgavhan,102.3,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,12.0,2.0,0.0,4.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,31.3,4
5,,,Zodga,102.3,0.0,0.0,0.0,12.6,0.0,0.0,0.0,15.2,0.0,37.0,16.6,0.0,4.2,0.0,0.0,5.0,21.4,45.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163,159.3,9
6,,,Kalwadi,102.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,22,21.5,5
7,,,Kaulane,102.3,5.0,4.0,0.0,41.0,0.0,0.0,0.0,14.0,3.0,18.0,4.0,9.0,6.0,0.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124,121.2,11
8,,,Saudane,102.3,3.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,6.0,0.0,10.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42,41.1,8
9,,,Sayane,102.3,1.0,1.0,0.0,30.0,0.0,3.0,0.0,13.0,48.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,0.0,4.0,0.0,0.0,128,125.1,8
10,,,Nimgaon,102.3,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,16.0,4.0,4.0,5.0,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,68.1,7
11,,Baglan,Satana,99.8,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,38.0,0.0,24.0,0.0,7.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,2.0,0.0,0.0,2.0,113,113.2,5
