Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,112.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,2.0,4.0,1.0,7.0,13.0,0.0,5.0,13.0,5.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,68,60.6,9
2,,,Dabhadi,112.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,4.0,1.0,0.0,9.0,0.0,1.0,11.0,5.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,45,40.1,6
3,,,Wadner,112.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,9.0,0.0,11.0,27.0,0.0,0.0,9.0,7.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,85,75.7,7
4,,,Karanjgavhan,112.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,1.0,6.0,0.0,5.0,3.0,0.0,2.0,7.0,4.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,51,45.4,8
5,,,Zodga,112.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,30.2,0.0,0.0,0.0,11.4,0.0,0.0,3.0,0.0,4.2,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.2,59.8,6
6,,,Kalwadi,112.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,12.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,26,23.2,1
7,,,Kaulane,112.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,5.0,2.0,0.0,24.0,5.0,0.0,0.0,12.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,75,66.8,7
8,,,Saudane,112.3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,7.0,9.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,49,43.6,8
9,,,Sayane,112.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,15.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,40,35.6,3
10,,,Nimgaon,112.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,16,16.4,3
11,,Baglan,Satana,97.6,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.0,31.0,2.0,6.5,8.0,7.0,0.0,28.2,0.0,2.0,12.0,6.0,0.0,0.0,4.0,4.0,2.0,0.0,2.0,125.2,128.3,11
12,,,Brahmangaon,97.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,3.0,7.0,4.0,11.0,0.0,18.2,0.0,12.0,10.0,8.0,3.0,0.0,3.0,2.0,2.3,3.0,4.0,110.5,113.2,14
13,,,Nampur,97.6,0.0,0.0,5.6,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,11.0,0.0,2.6,5.2,1.7,3.2,37.8,0.0,0.0,4.2,3.8,1.3,0.0,4.2,5.2,3.8,0.0,0.0,92.9,95.2,11
14,,,Jaikheda,97.6,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,34.0,2.0,8.1,3.5,1.2,9.0,70.2,0.0,5.1,6.5,2.0,0.0,0.0,18.0,8.5,14.2,1.0,0.0,196.3,201.1,11
15,,,Virgaon,97.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,6.1,0.0,0.0,0.0,21.3,0.0,3.3,2.0,12.2,3.0,0.0,4.1,17.1,0.0,4.1,1.5,86.7,88.8,9
16,,,Dangsaudane,97.6,2.0,7.0,16.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,7.0,46.0,12.0,12.0,1.0,2.0,0.0,8.0,0.0,6.0,26.1,12.0,7.0,4.0,7.0,20.0,10.2,2.0,1.0,217.3,222.6,17
17,,,Mulher,97.6,21.0,16.0,21.0,10.0,8.0,2.0,0.0,3.0,0.0,0.0,2.0,4.0,16.0,48.0,18.0,26.2,9.1,0.0,5.1,98.1,2.0,16.2,26.3,30.0,16.0,3.0,15.0,36.1,10.3,12.2,5.2,479.8,491.6,24
18,,,Taharabad,97.6,1.5,3.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,9.5,29.0,2.0,11.5,3.1,2.5,11.5,76.1,1.0,4.5,7.5,3.0,1.5,0.0,9.5,10.4,5.8,0.0,1.5,203.9,91.1,14
19,,Kalwan,Kalwan,223.9,4.0,5.0,19.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,53.0,33.0,22.8,12.3,3.4,0.0,33.0,6.0,22.0,32.0,29.0,3.0,0.0,6.0,19.0,22.0,2.0,6.0,358.9,160.3,20
20,,,Navibej,223.9,3.0,5.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,22.0,7.0,4.0,5.0,0.0,7.0,0.0,16.0,22.0,13.0,2.0,0.0,5.0,9.0,10.0,1.0,5.0,151.5,67.7,15
21,,,Mokbhangi,223.9,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,3.0,2.0,7.0,5.0,4.0,0.0,8.0,1.0,10.0,7.0,6.0,4.0,1.0,3.0,8.0,15.0,3.0,3.0,97.1,43.4,14
22,,,Kanashi,223.9,4.2,12.8,13.7,11.6,3.2,0.0,0.0,0.0,1.6,0.0,0.0,0.0,7.8,51.4,34.5,18.0,29.0,14.3,0.0,12.6,2.0,7.8,28.2,21.6,4.7,2.5,7.4,35.3,33.2,9.2,7.3,373.9,167,21
23,,,Dalwat,223.9,6.6,14.2,14.8,15.0,4.1,0.1,0.0,0.0,2.5,0.0,0.0,0.0,10.7,60.5,58.0,27.6,37.4,15.0,2.3,17.8,1.5,21.6,36.3,22.2,5.4,3.0,9.1,39.5,34.8,10.5,9.2,479.7,214.2,22
24,,,Abhona,223.9,1.9,8.2,5.3,2.4,1.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,75.4,48.0,25.0,36.0,6.0,3.8,19.4,0.0,19.8,33.6,20.2,4.2,1.7,8.7,37.6,23.2,1.3,7.9,391.5,351.1,17
25,,Nandgaon,Nandgaon,111.5,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,12.0,9.0,3.0,5.0,0.0,12.0,0.0,2.0,17.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,110,98.7,11
26,,,Manmad,111.5,1.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,5.0,12.0,5.0,14.0,0.0,0.0,10.0,8.0,6.0,10.0,0.0,0.0,3.0,8.0,6.0,3.0,3.0,119,106.7,17
27,,,Wehelgaon,111.5,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,28,25.1,4
28,,,Jategaon,111.5,0.0,0.0,2.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,3.0,6.0,1.0,8.0,4.0,3.0,1.0,5.0,9.0,2.0,0.0,1.0,11.0,3.0,0.0,0.0,86,77.1,12
29,,,Hisawal,111.5,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,7.0,1.0,7.0,4.0,4.0,0.0,13.0,7.0,3.0,4.0,7.0,0.0,0.0,3.0,10.0,2.0,4.0,1.0,93,13.1,16
30,,Surgana,Umberthana,711.8,22.2,26.0,43.4,48.3,5.2,0.4,1.6,23.5,7.6,0.0,2.0,9.2,19.2,90.8,72.8,49.8,36.9,58.8,1.2,26.4,0.9,32.5,57.4,40.0,15.5,5.3,22.5,35.2,98.5,12.5,22.5,888.1,124.8,25
31,,,Barhe,711.8,26.5,38.6,45.5,14.4,7.6,2.1,0.5,21.6,11.2,0.0,6.5,5.3,14.2,83.5,88.4,65.6,32.3,51.5,10.4,37.2,1.3,27.4,96.4,35.5,13.2,3.2,19.6,78.4,72.5,13.7,3.5,927.6,130.3,27
32,,,Borgaon,711.8,16.9,60.3,42.4,20.1,1.2,1.4,0.0,14.1,9.0,0.0,5.2,5.1,35.4,108.0,101.2,99.0,22.4,10.1,5.2,46.4,5.2,30.1,126.4,48.2,21.0,3.1,35.4,106.7,84.1,11.8,9.1,1084.5,152.4,27
33,,,Mankhed,711.8,28.6,33.4,47.6,22.6,10.1,4.3,1.2,18.3,9.3,4.1,2.1,2.4,19.4,93.7,94.9,59.9,23.4,8.6,17.8,41.3,1.2,34.7,95.7,37.6,11.1,3.2,22.1,92.7,77.4,14.6,2.9,936.2,131.5,27
34,,,Surgana,711.8,25.2,48.3,53.4,30.2,8.3,9.2,2.3,33.1,23.2,6.2,8.3,14.2,22.5,111.0,90.3,77.5,31.4,13.4,25.3,50.3,3.5,45.2,120.4,55.3,25.6,7.2,32.8,117.2,100.4,29.5,14.3,1235,552.6,30
35,,Nasik,Nasik,223.5,9.3,58.3,47.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.3,48.2,63.0,37.0,12.2,7.3,1.0,25.1,15.0,22.0,51.0,28.0,6.2,3.1,2.0,11.0,29.0,13.0,4.0,510,228.2,21
36,,,Deolali,223.5,10.8,30.2,10.3,3.3,0.0,0.0,0.0,0.3,0.0,0.5,0.0,0.8,6.2,42.2,39.9,18.5,10.2,1.5,0.5,4.7,18.2,35.5,52.2,30.1,10.3,3.1,1.3,10.5,39.1,9.2,5.8,395.2,176.8,20
37,,,Satpur,223.5,6.2,22.4,6.4,2.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.2,4.0,41.8,25.2,36.0,6.4,3.0,0.2,1.0,1.2,19.6,27.4,10.2,6.6,1.2,1.2,9.2,12.4,4.2,3.2,253,113.2,17
38,,,Girnare,223.5,8.1,60.1,17.0,35.1,13.0,1.3,0.0,5.3,3.1,0.0,6.3,3.4,13.4,73.0,91.0,41.2,23.3,3.4,2.0,26.5,7.1,48.0,49.0,42.2,9.3,4.3,9.1,38.1,66.0,16.4,6.4,722.4,323.2,27
39,,,Shinde,223.5,7.0,28.1,6.8,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.8,51.8,31.0,13.4,7.2,1.4,0.0,1.0,50.2,24.0,28.1,22.6,7.0,1.8,1.2,11.4,37.8,3.0,5.8,351.4,157.2,17
40,,,Madsangavi,223.5,4.1,31.2,17.2,4.3,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.2,10.0,44.0,41.0,9.3,9.2,2.3,0.0,14.2,18.0,21.1,49.2,20.0,10.3,4.3,3.1,16.1,33.1,11.0,3.2,381.5,170.7,22
41,,,Makhmalabad,223.5,0.7,25.3,10.2,1.9,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,6.0,55.3,40.1,35.3,15.3,1.0,0.1,0.4,10.2,20.1,35.2,25.2,15.1,1.0,0.8,30.3,44.0,33.0,10.1,431.8,193.2,17
