Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,961.6,0.0,8.5,90.9,34.5,7.1,0.0,0.6,39.7,34.6,14.8,55.5,110.9,62.7,47.8,40.7,144.3,76.2,44.9,21.9,21.7,12.2,11.1,22.5,17.5,13.6,13.2,13.7,176.6,107.4,127.8,33.4,1406.3,137.4,28
2,,Kalyan,1023.4,0.4,5.0,40.4,30.0,3.2,2.6,0.2,16.4,9.8,8.4,29.2,86.4,29.8,23.4,27.5,77.2,87.0,57.4,17.8,7.5,4.6,26.2,29.4,13.0,5.8,6.0,11.0,94.4,133.8,196.8,81.6,1162.2,120,29
3,,Murbad,968.9,0.2,23.7,4.1,14.1,4.8,1.3,0.0,6.4,7.1,15.1,5.8,77.4,20.3,13.1,8.4,29.2,77.1,40.5,58.8,44.0,25.3,62.0,64.9,36.4,19.3,20.2,17.5,54.7,121.1,233.0,103.0,1208.8,125.2,28
4,,Bhivandi,965.8,0.0,8.5,62.4,29.3,9.2,7.8,2.2,14.8,5.2,7.8,38.2,72.0,39.0,27.7,24.0,84.8,86.2,47.2,19.5,13.7,16.5,58.5,41.3,30.0,10.8,10.7,11.3,109.8,193.5,152.7,84.7,1319.3,119.7,29
5,,Shahapur,1102.4,0.0,16.9,7.8,12.3,0.9,1.6,0.4,14.7,3.8,0.8,12.8,79.4,14.7,8.5,28.4,61.9,88.0,58.0,39.5,11.9,7.4,71.0,45.0,25.6,11.5,11.3,16.8,41.1,234.4,204.0,110.4,1240.8,123.9,26
6,,Ulhasnagar,1001.4,0.0,2.0,23.4,33.4,0.0,0.0,0.4,15.1,16.2,10.0,23.0,88.0,0.0,76.0,43.0,76.0,91.0,73.2,30.2,0.0,17.4,0.7,27.0,11.0,4.0,11.2,15.0,106.0,142.0,149.0,57.0,1141.2,114,23
7,,Ambarnath,1001.4,0.0,29.4,17.7,43.3,3.6,0.0,0.1,10.7,11.7,17.5,11.2,82.2,21.3,31.7,28.0,74.4,79.3,70.9,47.5,19.4,20.3,17.5,38.6,24.2,13.4,13.6,14.3,114.8,123.7,228.9,67.0,1276.2,176.5,28
8,Raigadh,Alibag,723.0,0.4,0.9,34.8,24.5,18.5,1.6,1.7,62.3,50.1,38.9,90.9,95.0,53.5,15.6,35.8,80.9,101.3,24.6,8.1,3.4,11.8,6.5,32.3,7.5,8.3,3.1,8.2,72.7,29.3,91.6,44.3,1058.4,93.8,27
9,,Panwel,1128.9,34.7,44.7,28.4,12.1,3.6,0.3,1.2,10.7,15.2,26.8,52.5,133.3,55.8,31.2,23.0,119.8,91.5,65.6,41.2,24.7,21.4,23.2,37.5,31.3,8.0,14.2,16.2,146.5,115.2,107.6,73.8,1411.2,102.4,29
10,,Karjat,1378.2,1.0,61.0,15.9,20.6,2.4,1.2,1.2,11.2,3.9,15.1,9.4,83.8,24.8,15.0,27.9,64.4,65.8,39.2,51.4,41.5,31.8,39.2,41.3,32.6,16.1,20.2,19.1,88.5,84.6,173.4,102.5,1206,92.6,27
11,,Khalapur,1302.2,1.7,11.7,13.0,5.7,3.7,1.7,0.7,7.7,14.0,12.7,9.7,42.0,13.3,18.7,17.0,48.3,81.3,20.0,30.7,10.0,23.7,30.0,35.0,14.7,14.0,8.0,18.7,73.3,63.7,49.0,88.0,781.7,102.5,28
12,,Uran,762.4,0.7,3.7,36.3,25.0,9.3,2.7,4.0,61.3,15.7,38.0,49.7,110.3,67.0,30.0,24.3,143.3,27.7,37.0,17.3,16.0,10.0,8.3,11.3,13.7,4.0,9.0,11.0,116.0,48.7,40.7,74.0,1066,71.8,30
13,,Sudhagad,1484.0,0.0,16.0,13.7,7.0,16.0,8.7,6.0,12.0,20.7,17.7,35.0,68.3,38.7,64.0,46.3,47.7,132.3,66.7,36.3,25.0,27.7,29.0,46.3,42.7,7.3,7.3,18.0,96.3,115.3,168.3,115.0,1351.3,121.5,30
14,,Pen,1112.4,0.6,13.8,38.0,22.6,20.6,4.2,0.6,31.8,41.2,23.8,45.4,125.4,43.2,36.8,37.2,94.2,93.2,32.6,21.8,12.6,13.4,15.2,29.8,17.2,11.2,11.0,15.4,111.0,51.0,105.4,89.8,1210,89.7,29
15,,Mahad,1348.2,0.0,4.2,10.3,5.5,20.8,18.8,11.3,12.7,20.7,10.7,25.2,59.7,31.2,54.3,40.0,64.2,59.5,34.7,40.2,37.0,27.2,53.8,54.2,47.2,16.0,15.2,5.8,66.2,46.2,35.8,100.0,1028.6,82.4,30
16,,Mangaon,1248.4,0.2,4.6,15.0,3.6,7.6,6.4,2.0,20.8,25.4,20.2,41.6,71.8,40.4,61.2,38.4,71.8,46.6,41.4,23.4,16.2,17.4,42.8,43.4,49.6,16.0,14.2,8.8,88.8,75.6,57.2,128.0,1100.4,87,29
17,,Roha,1265.5,2.5,8.5,25.0,7.3,11.8,2.0,1.0,25.3,19.0,14.0,58.5,70.5,55.0,41.8,37.8,61.3,118.0,55.0,18.0,13.8,13.8,18.3,44.0,25.3,18.5,9.5,9.3,100.5,78.3,104.3,68.3,1136.2,82.9,28
18,,Poladpur,1371.3,0.0,6.7,15.7,12.3,16.7,14.3,7.3,6.7,13.7,15.7,24.3,60.3,32.0,45.3,25.0,82.3,79.3,22.0,25.3,41.3,35.3,84.3,76.7,68.7,15.0,14.3,8.7,53.7,47.7,51.0,172.3,1173.9,127.9,30
19,,Murud,917.6,0.0,2.3,53.7,25.7,9.3,3.7,2.0,96.0,14.7,48.3,87.0,122.7,41.3,27.7,58.0,86.0,96.0,38.0,10.7,5.0,9.3,23.0,21.7,14.3,0.7,7.0,3.0,71.7,32.3,48.0,30.3,1089.4,94.7,27
20,,Shriwardhan,1150.5,1.3,0.3,32.0,23.5,43.0,5.7,0.0,61.7,34.3,52.7,127.7,126.0,61.0,47.0,76.0,81.0,18.0,20.0,12.3,10.0,7.7,20.3,28.0,15.3,1.5,7.3,3.3,85.7,49.3,30.3,41.3,1123.5,88,27
21,,Mahasala,1277.4,2.0,9.6,88.2,66.5,17.6,4.5,3.5,40.7,30.8,22.0,88.3,111.6,58.3,54.7,54.0,83.5,34.0,40.2,31.0,24.2,17.5,38.8,77.0,17.1,10.5,14.0,13.4,85.0,37.0,45.0,112.7,1333.2,106.8,30
22,,Tala,1248.4,0.0,8.0,36.0,5.5,12.5,2.0,0.5,36.5,16.0,24.5,89.0,89.5,71.0,70.5,40.0,94.0,105.5,102.5,32.0,20.5,31.5,35.0,50.5,38.5,13.5,13.0,5.5,95.5,67.0,93.0,96.0,1395,101.2,28
23,Ratnagiri,Chiplun,1377.8,0.9,1.7,10.2,9.7,8.7,15.1,3.0,37.2,38.4,27.3,34.0,121.6,64.8,59.4,75.3,121.9,83.2,53.8,95.4,24.8,54.0,54.1,93.9,153.9,22.2,22.6,10.7,95.4,83.8,31.3,118.3,1626.6,125.3,29
24,,Dapoli,1298.3,0.4,1.6,18.0,22.0,36.9,6.7,1.3,50.0,50.7,33.3,74.0,123.3,83.1,86.0,81.1,129.3,68.9,27.3,26.7,12.4,14.3,73.6,38.9,72.6,19.3,13.3,11.4,109.7,52.7,22.4,76.6,1437.8,104.2,28
25,,Khed,1379.9,0.1,4.3,8.0,16.6,15.7,11.6,3.0,26.4,13.0,13.9,27.1,107.4,49.1,71.4,48.0,126.4,75.4,45.7,54.9,22.3,29.0,116.4,89.1,78.3,32.9,22.3,12.0,109.9,79.6,35.4,116.9,1462.1,163.7,30
26,,Guhagar,893.3,2.0,7.4,14.0,21.0,14.7,10.0,0.0,73.8,43.0,40.6,67.6,153.4,82.8,44.4,71.0,118.8,66.8,46.6,62.8,6.6,5.0,22.4,83.0,128.0,18.6,13.0,9.0,52.0,94.2,11.2,79.0,1462.7,92.2,29
27,,Mandangad,1587.1,0.0,9.0,15.0,12.0,13.0,1.0,0.0,16.0,34.0,33.0,36.0,101.0,47.0,71.3,56.0,115.0,74.0,47.0,39.0,54.0,41.3,71.0,78.0,61.3,41.0,32.3,15.3,79.0,71.0,53.0,118.0,1434.5,151.9,28
28,,Ratnagiri,944.5,1.6,2.9,14.2,19.5,5.3,11.9,9.8,86.8,31.2,55.1,82.5,137.4,50.2,62.4,81.1,102.9,36.8,60.4,47.7,36.0,11.9,11.0,45.1,51.9,17.3,15.7,8.6,23.0,34.8,20.2,96.2,1271.4,87.8,30
29,,Sangameshwar,1447.8,0.1,2.8,8.4,8.2,10.5,26.2,4.6,90.3,47.4,29.4,50.8,142.9,67.8,49.5,65.3,111.7,46.6,97.8,73.6,32.3,29.2,34.4,131.7,130.0,36.8,35.3,12.2,71.2,122.8,37.5,148.3,1755.6,141.6,30
30,,Rajapur,1239.8,2.6,9.0,15.4,27.5,9.9,8.1,5.9,11.8,35.9,65.0,68.8,94.5,91.1,76.3,113.5,95.0,69.0,39.1,57.5,52.5,23.3,26.6,54.6,53.4,20.6,20.9,14.8,13.8,14.2,25.2,65.5,1281.3,90.9,31
31,,Lanja,1409.1,0.0,7.0,24.6,21.6,2.8,10.2,6.4,24.0,52.6,35.6,83.8,136.6,109.8,86.8,120.8,96.8,58.0,49.2,57.8,56.4,21.0,21.8,73.4,64.6,30.0,30.2,17.4,31.0,31.4,26.6,119.8,1508,197,30
32,Sindhudurg,Devgad,765.3,1.0,8.8,11.8,49.0,22.3,9.3,21.7,11.2,51.0,73.8,122.7,67.5,100.5,56.8,87.7,40.2,70.5,25.3,22.3,32.3,9.2,16.0,27.0,27.3,17.2,19.7,8.0,4.2,8.0,29.5,39.5,1091.3,143.3,30
33,,Malwan,761.3,0.0,29.0,14.7,56.9,17.7,12.7,31.9,11.7,65.4,98.6,146.4,73.9,132.0,53.6,106.7,44.3,40.9,25.7,22.6,22.9,21.0,21.8,25.9,28.3,26.1,19.6,14.9,8.1,9.1,17.1,52.6,1252.1,87.5,30
34,,Sawantwadi,1430.8,0.0,24.2,10.6,36.1,9.6,26.8,13.6,20.0,21.8,62.2,98.8,77.0,167.5,57.9,105.0,59.0,40.0,52.0,80.0,75.2,31.4,36.6,61.8,61.4,49.2,48.8,16.2,17.2,15.8,39.2,128.4,1543.3,149,30
35,,Vengurla,1035.6,0.7,42.1,12.0,35.4,12.7,11.5,11.3,7.7,32.9,96.0,120.5,51.2,93.4,22.5,90.9,43.2,20.7,25.7,58.2,36.0,11.8,20.1,39.1,27.1,23.8,24.9,10.3,3.3,1.8,38.1,64.8,1089.7,82.5,29
36,,Kankawali,1321.1,0.0,16.5,10.5,28.1,14.9,14.0,54.4,22.2,37.7,41.1,119.2,94.9,160.2,88.6,129.2,61.1,70.6,38.4,47.5,34.1,18.5,25.8,53.9,45.1,36.7,29.1,10.5,10.9,23.9,40.0,79.9,1457.5,129,30
37,,Kudal,1129.9,0.3,23.2,5.3,45.2,12.7,8.7,13.1,9.8,29.0,57.8,85.8,65.3,182.7,46.6,122.2,38.1,43.3,34.0,23.7,30.5,17.0,24.0,33.5,50.6,43.3,36.3,8.0,11.6,5.0,18.3,94.7,1219.6,56.4,30
38,,Vaibhavwadi,2160.8,0.0,3.0,6.7,23.3,7.0,4.0,9.0,40.0,35.3,42.7,43.0,90.0,124.0,86.7,146.7,78.7,100.3,58.3,98.0,65.3,13.0,22.0,59.3,59.7,26.3,37.0,7.0,9.7,14.0,49.0,63.3,1422.3,99.4,30
