Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,334.4,110.3,68.2,39.2,16.3,39.6,36.6,1.9,0.7,7.8,34.9,15.2,3.4,2.3,0.2,0.0,0.0,0.3,0.3,8.1,25.5,6.8,3.0,0.7,0.0,0.0,25.8,0.0,0.0,0.0,0.0,447.1,148.2,15
2,,Kalyan,301.7,99.2,49.0,43.2,60.2,55.6,59.8,2.8,1.6,5.4,20.8,10.2,0.8,1.4,2.0,0.6,0.0,0.2,0.4,4.2,7.2,18.4,0.0,0.0,0.0,0.0,24.4,0.0,0.0,0.0,0.0,467.4,134.7,14
3,,Murbad,347.1,55.2,48.4,8.5,18.5,43.6,56.8,5.2,2.0,23.2,32.4,21.4,8.1,7.7,9.2,4.4,0.0,0.0,2.2,1.8,6.3,8.3,1.4,0.0,0.0,0.0,23.3,0.0,0.0,0.0,0.0,387.9,114.9,17
4,,Bhivandi,337.6,81.8,57.2,46.0,14.7,43.0,31.5,3.5,0.8,3.3,18.7,15.7,0.7,3.8,0.0,0.7,0.0,2.5,0.0,0.7,0.7,3.5,0.3,0.3,0.0,0.0,20.7,0.0,0.0,0.0,0.0,350.1,103.5,13
5,,Shahapur,338.1,92.0,51.6,25.2,23.8,37.6,40.5,0.0,5.3,26.1,28.0,29.3,4.8,5.9,9.0,5.5,0.0,2.2,3.8,13.2,17.1,14.9,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,438.1,145.1,18
6,,Ulhasnagar,301.9,78.0,76.0,12.0,22.1,54.0,78.0,1.0,0.0,13.0,32.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.3,121.3,8
7,,Ambarnath,301.9,70.2,61.0,11.6,18.5,47.6,100.4,0.0,1.9,7.7,16.7,30.0,1.1,3.7,0.0,1.4,0.3,0.0,0.0,0.8,0.0,10.9,0.0,0.1,0.0,0.0,7.2,0.0,0.0,0.0,0.0,391.1,124.9,12
8,Raigadh,Alibag,313.1,154.7,45.9,11.6,16.0,22.6,105.7,1.9,3.1,6.1,13.7,11.2,5.7,0.9,5.0,0.0,0.0,0.0,2.4,5.6,3.2,2.5,0.7,0.0,0.0,0.0,1.6,1.4,0.0,0.0,1.4,422.9,105.2,14
9,,Panwel,402.0,44.4,64.5,8.7,13.8,21.3,126.0,3.3,3.7,13.0,19.5,13.0,3.3,2.7,5.0,0.2,0.0,0.0,1.0,8.7,1.0,0.8,0.3,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,354.9,81.4,15
10,,Karjat,436.0,60.0,45.9,7.4,16.6,23.5,72.5,16.0,9.5,31.7,39.0,28.0,4.5,0.0,4.8,0.0,2.4,0.3,0.4,9.5,4.4,4.4,2.8,1.6,0.0,0.0,1.7,0.0,0.0,0.0,0.0,386.9,84.4,17
11,,Khalapur,458.5,80.7,45.7,6.7,23.7,28.7,61.0,3.0,4.3,11.3,31.0,14.7,2.7,6.3,4.0,1.3,0.0,0.3,0.0,23.0,15.7,9.3,0.3,0.0,0.0,0.0,19.7,0.0,0.0,0.0,0.0,393.4,128.4,18
12,,Uran,306.3,59.0,78.3,20.0,12.7,26.3,132.3,1.3,2.7,8.0,11.3,9.3,6.7,4.7,2.3,0.3,0.0,0.0,3.3,11.3,7.7,2.7,0.7,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,402.2,89,16
13,,Sudhagad,452.1,163.7,61.0,31.0,47.0,37.0,87.3,5.3,0.0,19.7,20.0,13.7,11.7,2.7,12.7,0.7,0.0,0.0,1.0,2.0,4.7,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,530.2,130.2,16
14,,Pen,407.3,132.8,40.0,17.6,21.8,27.0,69.8,5.0,2.4,8.6,28.8,11.4,4.8,2.0,2.2,0.2,0.0,0.0,4.3,38.8,3.4,7.1,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,431.8,104.3,16
15,,Mahad,414.1,65.3,27.0,18.1,23.0,32.3,27.3,6.0,2.3,15.5,36.8,40.8,14.0,8.5,3.2,6.0,1.0,0.2,3.0,2.8,3.0,4.8,0.7,0.0,0.0,0.0,16.8,0.0,0.0,0.0,0.0,358.4,92.6,19
16,,Mangaon,387.1,71.0,54.6,13.0,16.2,21.4,75.6,4.2,2.0,18.4,27.8,21.4,5.0,6.6,0.0,0.2,3.4,0.0,0.8,0.4,2.2,8.0,2.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,355.6,97.1,14
17,,Roha,366.3,103.8,48.5,21.8,46.3,34.8,109.8,4.8,5.5,12.3,18.8,27.0,6.3,9.5,4.3,0.3,0.0,0.0,0.3,1.5,5.3,7.5,2.0,0.0,0.0,0.0,23.0,4.0,0.0,0.0,0.0,497.4,120.6,18
18,,Poladpur,412.4,92.0,7.3,14.0,15.0,30.3,73.7,0.7,0.0,48.3,42.3,64.3,6.3,9.7,3.0,2.0,0.7,1.3,0.7,2.0,1.0,9.0,1.0,0.0,0.0,2.3,2.0,0.0,0.0,0.0,0.0,428.9,123,13
19,,Murud,348.8,87.3,64.7,22.3,23.3,31.0,87.7,3.3,1.7,10.3,6.7,21.3,4.7,1.3,6.7,0.0,0.0,0.0,0.0,4.0,8.3,0.7,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,386,114.5,14
20,,Shriwardhan,337.1,61.0,55.7,8.7,19.7,34.7,57.3,4.7,4.0,20.7,25.7,18.7,13.0,3.3,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.3,12.7,0.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,357.5,90.7,17
21,,Mahasala,394.3,41.7,47.0,15.7,20.5,34.0,67.0,3.5,1.0,12.0,22.0,52.0,29.0,7.0,0.0,0.0,0.5,0.0,10.0,0.5,0.0,4.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,369.9,95.6,14
22,,Tala,387.1,141.0,58.0,17.0,15.5,42.0,108.0,3.0,1.0,22.5,35.0,24.0,22.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,504,117.3,13
23,Ratnagiri,Chiplun,429.5,117.3,21.8,17.0,30.4,23.9,126.9,12.4,4.4,30.7,63.6,55.3,17.2,18.1,9.0,2.3,0.8,2.6,11.7,22.3,0.0,9.0,2.9,0.0,0.7,8.7,9.1,0.0,0.0,0.0,4.9,623,148.9,22
24,,Dapoli,418.5,145.3,8.7,10.0,22.4,30.0,172.9,8.9,9.0,33.9,27.7,34.3,6.7,6.9,1.0,0.4,3.1,18.0,4.3,7.7,3.6,6.3,3.7,0.4,0.0,0.4,8.0,0.0,0.0,0.0,0.0,573.6,140,21
25,,Khed,409.6,128.7,25.6,15.9,29.6,18.4,166.4,9.6,8.3,32.4,31.4,39.0,23.7,16.3,3.6,0.4,0.0,8.0,18.7,10.9,0.0,2.6,15.1,0.0,0.0,0.7,11.6,0.0,0.0,0.0,0.0,616.9,93.8,20
