Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,534.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.4,15.0,22.2,30.2,55.9,9.2,2.8,8.5,4.8,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151,31.7,8
2,,Kalyan,476.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.6,12.4,21.6,42.2,2.4,0.2,7.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.4,23.6,5
3,,Murbad,378.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,12.7,6.6,5.5,1.0,0.8,20.7,1.6,1.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,62.2,13.2,5
4,,Bhivandi,471.7,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.7,6.0,18.2,21.9,28.2,6.0,0.8,9.1,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8,23,6
5,,Shahapur,412.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.8,7.7,7.0,17.2,4.4,0.7,16.4,2.8,2.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,62,13.6,7
6,,Ulhasnagar,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,18.0,33.0,43.0,4.0,5.0,4.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.1,23.7,6
7,,Ambarnath,457.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,14.9,21.5,31.1,5.2,1.1,8.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.6,15.8,5
8,Raigadh,Alibag,540.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,4.8,5.4,9.1,4.9,36.2,2.1,4.6,1.7,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,70.2,12.4,6
9,,Panwel,567.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.3,2.5,2.2,9.0,0.3,0.0,0.3,1.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.3,0.2,19.2,3.5,1
10,,Karjat,548.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,4.8,11.8,5.2,1.2,2.7,0.6,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.7,8.1,6
11,,Khalapur,563.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,29.7,15.7,39.7,6.7,3.3,6.3,1.0,0.7,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,121.7,23.2,7
12,,Uran,524.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2.0,1.0,1.0,2.3,1.0,1.7,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1.8,1
13,,Sudhagad,735.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,10.0,5.3,31.0,6.7,12.0,21.7,0.0,0.3,0.0,1.0,0.0,1.3,0.0,0.0,0.0,0.0,91,16.4,6
14,,Pen,554.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,6.2,2.6,8.4,1.6,1.2,0.2,0.6,0.8,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,24.4,3.7,3
15,,Mahad,651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,26.0,34.7,5.3,5.7,8.4,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,91.3,14.5,6
16,,Mangaon,630.3,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4,13.2,8.4,55.2,4.6,8.6,12.4,1.2,0.0,0.4,0.0,0.0,1.4,0.0,0.0,0.0,0.0,109.2,15.5,6
17,,Roha,704.9,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.5,8.8,20.5,12.5,39.8,5.5,13.0,13.5,5.5,0.5,0.3,0.8,0.3,3.3,0.0,0.0,0.0,0.0,132.8,18.2,10
18,,Poladpur,728.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,21.0,1.3,5.7,2.3,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.4,4.9,2
19,,Murud,664.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.7,10.0,8.3,12.0,10.0,19.3,7.3,23.3,7.3,3.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,109.9,12.1,10
20,,Shriwardhan,911.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,2.7,1.4,2.7,1.7,21.3,0.3,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,51.1,6.4,4
21,,Mahasala,803.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,51.2,8.3,63.3,9.9,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.6,22.3,5
22,,Tala,630.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,3.0,6.0,43.5,22.5,48.0,12.0,18.0,42.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203,25.9,9
23,Ratnagiri,Chiplun,783.9,0.0,0.0,25.2,32.9,4.8,0.0,0.0,0.0,0.0,1.6,0.2,1.0,1.1,7.2,35.0,35.3,55.3,14.2,22.1,52.6,34.7,28.7,8.9,3.7,0.0,0.6,0.0,0.0,0.0,0.4,365.5,40.2,14
24,,Dapoli,910.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,8.7,16.2,17.3,29.5,61.7,6.5,20.4,19.6,4.3,3.0,14.4,1.0,0.0,1.4,1.0,0.0,0.0,0.4,207,25,11
25,,Khed,827.2,0.0,0.0,4.0,15.2,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.3,4.3,11.6,25.3,53.7,44.3,8.3,16.6,43.6,9.3,6.0,3.4,0.0,0.0,0.3,0.0,0.0,0.0,0.0,256.5,36.8,14
26,,Guhagar,696.6,0.0,0.0,0.0,32.2,0.0,0.0,0.0,0.0,0.0,0.8,4.2,10.0,12.2,15.2,28.0,24.8,41.0,17.2,32.8,76.0,30.0,11.0,9.0,6.0,0.0,1.6,0.2,0.0,0.0,3.0,355.2,41.4,16
27,,Mandangad,858.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.7,16.7,38.3,100.0,7.0,16.0,11.0,2.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.4,24,8
28,,Ratnagiri,825.2,0.0,0.0,17.3,15.5,0.1,0.7,4.8,0.0,0.4,0.0,9.7,5.7,9.3,10.6,27.7,17.7,15.1,9.1,14.2,11.2,8.2,7.5,5.2,5.1,0.0,0.3,0.0,0.0,0.0,1.2,196.6,25.1,17
29,,Sangameshwar,783.1,0.0,0.0,22.9,25.1,8.6,0.0,28.3,0.0,0.4,7.4,2.8,3.4,4.8,18.0,28.7,31.6,27.4,23.4,28.3,62.7,18.6,34.8,8.2,1.2,0.1,0.2,0.4,0.0,0.0,0.3,387.6,45.6,18
30,,Rajapur,849.2,0.0,11.5,6.4,14.5,0.0,36.1,1.6,0.0,0.0,1.4,10.6,8.6,10.1,17.9,34.5,29.8,31.0,34.4,12.4,38.3,6.4,4.3,3.6,1.4,0.4,0.0,0.3,0.0,0.0,0.5,316,38.2,17
31,,Lanja,828.0,4.4,4.4,24.6,11.0,8.8,2.6,6.4,0.8,0.0,2.0,7.2,5.2,9.4,21.2,39.6,34.2,31.6,25.0,14.2,54.0,15.4,12.6,5.4,10.0,0.0,0.2,0.0,0.0,0.0,0.0,350.2,47.6,21
32,Sindhudurg,Devgad,735.2,0.0,0.0,4.5,0.0,10.0,3.2,19.3,0.0,1.2,0.3,6.7,14.3,17.7,17.3,29.3,36.7,30.3,43.2,6.5,19.7,1.0,0.0,2.2,0.0,0.2,0.0,0.0,0.0,0.0,0.8,264.4,36.2,14
33,,Malwan,730.1,0.0,3.4,0.0,5.9,25.3,0.0,0.0,0.0,0.3,0.4,7.9,26.3,8.3,19.1,42.6,23.6,59.1,39.0,12.4,3.7,1.7,3.1,0.4,0.0,1.7,0.0,0.0,0.0,0.0,0.0,284.2,28.2,14
34,,Sawantwadi,1008.7,0.0,0.0,9.2,5.4,14.4,1.4,3.4,0.0,0.0,0.2,27.4,34.6,34.0,32.4,43.4,21.0,114.8,41.4,53.8,24.8,4.8,4.8,0.4,0.6,0.6,0.0,0.2,0.2,0.0,0.0,473.2,50.7,16
35,,Vengurla,932.8,0.0,0.0,17.8,0.0,13.3,0.0,0.0,1.5,0.5,1.7,42.8,27.6,36.5,31.9,57.9,12.0,91.7,26.9,32.8,7.1,1.8,0.0,1.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,405.8,46.4,12
36,,Kankawali,874.2,0.0,2.7,11.8,5.0,0.0,0.0,3.0,0.0,0.2,5.3,16.0,6.5,9.0,23.5,44.3,50.0,40.0,38.4,18.2,25.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.7,34.5,16
37,,Kudal,881.4,0.0,0.0,30.8,0.0,42.7,0.0,0.0,0.0,0.3,0.7,33.0,32.7,5.3,24.0,21.3,20.7,77.1,21.4,41.0,18.5,5.7,1.5,0.0,0.2,1.1,0.0,0.0,2.3,0.3,0.2,380.8,33.4,13
38,,Vaibhavwadi,1138.9,0.0,0.0,10.7,0.0,1.3,0.0,9.0,0.0,3.7,0.0,7.5,17.7,17.7,29.0,32.0,36.7,44.0,26.3,20.3,82.0,1.0,3.0,7.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,353.2,35,16
39,,Dodamarg,1008.7,0.0,0.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,25.0,35.5,11.0,29.5,9.5,13.0,111.0,23.0,74.0,150.5,13.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552,116,13
40,Palghar,Vasai,475.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.3,7.8,8.8,12.1,2.4,0.7,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,8.8,4
41,,Wada,442.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,3.0,4.6,13.4,1.8,2.5,27.1,3.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.2,12.7,5
42,,Dahanu,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.5,4.1,9.7,36.1,30.1,2.9,14.6,11.0,0.4,0.9,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,111.7,27.6,7
43,,Palghar,405.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.4,2.6,28.8,17.4,2.0,5.0,2.0,3.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.3,14.4,5
44,,Javhar,453.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,41.5,10.0,8.5,23.0,2.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.5,35.3,7
45,,Mokhada,324.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,5.3,13.0,17.9,40.2,14.0,5.4,35.4,5.1,11.9,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,149.2,36.8,9
46,,Talasari,405.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.5,43.5,18.0,6.0,5.0,26.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.5,23.2,6
47,,Vikramgad,453.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,37.5,83.2,2.6,13.5,30.8,0.5,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.2,182,7
