Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,121.8,9.0,27.0,0.0,0.0,12.0,0.0,0.0,1.0,8.0,0.0,47.0,5.0,67.0,67.0,0.0,0.0,0.0,0.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281,227.7,10
2,,Baglan,Satana,123.4,42.0,16.0,1.0,0.0,6.0,32.0,0.0,0.0,20.0,2.0,47.0,12.0,53.0,53.0,5.0,0.0,0.0,0.0,45.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346,220.9,12
3,,Kalwan,Kalwan,156.6,38.0,4.0,13.0,33.0,19.0,7.0,4.0,0.0,11.0,14.0,65.0,12.0,90.0,90.0,11.0,1.0,0.0,12.0,6.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486,344.7,17
4,,Nandgaon,Nandgaon,141.0,31.0,24.0,0.0,0.0,34.0,33.0,17.0,19.0,13.0,0.0,66.0,4.0,155.0,155.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573,177.1,15
5,,Surgana,Surgana,323.6,0.0,27.0,20.0,71.0,43.0,11.0,25.0,0.0,20.0,1.0,51.0,8.0,102.0,102.0,21.0,6.0,8.0,57.0,54.0,116.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748,460.9,18
6,,Nasik,Nasik,162.3,14.0,0.0,42.0,13.0,53.0,6.0,2.0,0.0,8.0,20.1,55.0,18.4,127.0,127.0,13.0,7.0,0.5,8.0,32.0,107.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655,457.7,16
7,,Dindori,Dindori,143.1,2.5,0.0,66.0,6.0,22.0,1.0,4.0,0.0,2.0,73.0,28.0,12.0,152.0,152.0,16.0,6.0,4.0,22.0,8.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.5,136.5,15
8,,Egatpuri,Igatpuri,463.4,0.0,1.0,27.0,1.0,15.0,7.0,1.0,11.0,19.0,45.0,31.0,2.0,42.0,42.0,31.0,43.0,68.0,87.0,88.0,243.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824,244.4,16
9,,Peth,Peth,337.1,0.0,14.0,5.0,0.0,39.0,4.0,13.0,0.0,8.0,6.0,18.0,8.0,58.0,58.0,74.0,19.0,41.0,40.0,90.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542,428.8,17
10,,Niphad,Niphad,126.4,14.8,1.5,3.0,0.0,48.0,18.0,2.8,0.0,8.0,11.0,78.0,6.2,90.0,90.0,9.0,12.0,0.0,2.0,2.2,60.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.3,315,14
11,,Sinnar,Sinnar,145.8,18.4,0.0,29.8,42.0,24.0,9.2,9.0,0.0,34.0,13.4,45.0,23.0,37.0,37.0,12.0,2.0,1.0,2.0,2.4,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.2,307.2,14
12,,Yevla,Yeola,124.4,21.0,3.0,5.0,33.0,14.0,4.0,63.0,18.0,5.0,7.0,78.0,41.0,96.0,96.0,17.0,0.0,0.0,3.0,0.0,60.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.6,410.6,17
13,,Chandwad,Chandwad,137.5,62.0,5.0,0.0,20.0,4.0,0.0,0.0,3.0,4.0,5.0,91.0,4.0,65.0,65.0,12.0,7.0,0.0,8.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387,114.8,15
14,,Trimbakeshwar,Tryambakeshwar,337.1,0.0,0.0,23.0,0.0,25.0,1.0,0.0,0.0,0.0,74.0,17.0,2.0,56.0,56.0,28.0,18.0,13.0,36.0,48.0,145.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558,417.4,13
15,,Devali,Devala,133.7,27.0,9.0,0.0,0.0,31.0,2.0,0.0,1.0,20.0,12.0,77.0,7.0,50.0,50.0,5.0,0.0,0.0,2.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310,231.9,11
