Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,104.4,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,7.0,50.0,3.0,0.0,0.0,0.0, - , - ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,13.0,85,86.4,6
2,,Baglan,Satana,98.4,0.0,0.0,0.0,1.0,1.0,14.0,0.0,0.0,3.0,1.0,23.0,26.0,2.0,3.0,0.0,2.0, - , - ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,46.6,5
3,,Kalwan,Kalwan,163.0,0.0,1.0,4.0,1.0,3.0,28.0,5.0,5.0,9.0,9.0,40.0,23.0,15.0,5.0,4.0,2.0,2.0, - ,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,178,164.8,13
4,,Nandgaon,Nandgaon,108.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,1.0,2.0,5.0,14.0,5.0,0.0,0.0,0.0,0.0,1.0, - ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,3.0,0.0,0.0,0.0,66,12,7
5,,Surgana,Surgana,550.2,2.0,0.0,56.0,20.0,19.0,58.0,50.0,8.0,54.0,21.0,69.0,78.0,96.0,64.0,43.0,31.0,5.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681,504.8,17
6,,Nasik,Nasik,134.9,2.0,23.0,9.0,7.0,9.0,25.0,3.0,5.0,13.0,17.0,130.0,56.0,17.0,6.0,3.0,1.0,1.0, - ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,329,180.7,14
7,,Dindori,Dindori,182.1,1.0,4.0,10.0,8.0,7.0,12.0,5.0,3.0,17.0,10.0,70.0,65.0,17.0,7.5,8.0,2.0,14.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261,24.7,15
8,,Egatpuri,Igatpuri,1057.4,13.0,66.0,45.0,45.0,37.0,61.0,66.0,21.0,66.0,65.0,207.0,233.0,156.0,68.0,39.0,20.0,14.0,5.0,10.0,0.0,0.0,7.0,0.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1265,191.7,21
9,,Peth,Peth,660.0,5.0,0.0,58.0,34.0,43.0,28.0,23.0,18.0,43.0,46.0,208.0,152.0,84.0,44.0,52.0,13.0,10.0,9.0,1.0,0.0,4.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883,1071.6,19
10,,Niphad,Niphad,82.4,0.0,8.2,5.0,1.0,18.4,5.0,1.2,1.4,3.8,3.5,49.0,20.0,4.0,6.4,2.8,1.0,2.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.2,129.4,11
11,,Sinnar,Sinnar,104.5,3.0,16.0,5.2,2.0,10.2,7.6,2.0,4.0,3.8,5.2,49.8,41.0,1.2,2.2,3.0,2.0, - , - ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.2,194.6,11
12,,Yevla,Yeola,81.3,0.0,1.0,3.0,9.2,8.0,20.0,0.0,2.0,7.0,3.0,29.2,14.0,0.0,0.0,2.0,0.0, - , - ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,105.4,87.8,9
13,,Chandwad,Chandwad,120.0,0.0,0.0,7.0,1.0,9.0,2.0,0.0,1.0,6.0,2.0,26.0,41.0,12.0,8.0,2.0,4.0,1.0, - ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,18.5,8
14,,Trimbakeshwar,Tryambakeshwar,660.0,8.0,39.0,44.0,34.0,13.0,33.0,11.0,13.0,36.0,71.0,238.0,209.0,81.0,57.0,26.0,11.0,5.0,7.0,0.0,0.0,0.0,2.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956,773.5,19
15,,Devali,Devala,123.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,31.0,7.0,4.0,2.0,0.0,2.0, - , - ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,68,55,4
