Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,121.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,1.8,1.0,0.0,0.0,6.6,2.0,35.2,22.2,2.2,89.2,72.3,4
2,,Baglan,Satana,123.4,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,12.0,70.0,52.0,3.0,1.0,162,103.4,6
3,,Kalwan,Kalwan,156.6,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,45.0,12.0,5.0,3.0,141,100,8
4,,Nandgaon,Nandgaon,141.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,2.0,0.0,2.0,12.0,2.0,19.0,22.0,5.0,78,24.1,6
5,,Surgana,Surgana,323.6,6.0,0.0,8.0,10.0,14.0,5.0,6.0,4.0,0.0,0.0,4.0,5.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,27.0,1.0,5.0,36.0,29.0,64.0,3.0,12.0,271,167,20
6,,Nasik,Nasik,162.3,1.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,9.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,38.4,42.2,9.0,0.0,132.6,92.7,7
7,,Dindori,Dindori,143.1,0.0,2.0,2.0,1.5,1.0,0.0,0.0,3.0,0.0,0.0,1.5,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,23.0,3.0,56,12.1,6
8,,Egatpuri,Igatpuri,463.4,8.0,8.0,26.0,10.0,25.0,13.0,28.0,8.0,1.0,10.0,50.0,46.0,18.2,24.0,8.0,8.0,0.0,0.0,0.0,7.0,0.0,10.0,2.2,40.2,10.0,9.0,8.2,16.0,49.0,3.0,445.8,132.2,24
9,,Peth,Peth,337.1,15.0,1.0,16.0,19.0,21.0,2.0,5.0,12.0,0.0,0.0,32.0,2.0,2.0,11.0,3.0,0.0,0.0,0.0,0.0,9.0,11.0,9.0,9.0,5.0,2.0,2.0,25.0,6.0,6.0,4.0,229,181.2,18
10,,Niphad,Niphad,126.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,75.0,9.0,0.0,3.0,135,92.6,4
11,,Sinnar,Sinnar,145.8,2.0,1.8,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,1.0,81.0,9.0,48.0,2.0,0.4,158,127,4
12,,Yevla,Yeola,124.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,26.0,6.0,0.0,40,29.1,3
13,,Chandwad,Chandwad,137.5,0.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,31.0,9.0,0.0,61,18.1,4
14,,Trimbakeshwar,Tryambakeshwar,337.1,15.0,11.0,20.0,13.0,11.0,8.0,3.0,8.0,0.0,0.0,30.0,32.0,18.0,8.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,3.0,9.0,8.0,25.0,30.0,3.0,284,212.4,22
15,,Devali,Devala,133.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,38.0,10.0,3.0,0.0,72,53.9,4
