Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,637.2,5.1,4.9,5.8,3.6,3.5,15.1,2.9,4.2,7.5,13.2,6.5,4.3,4.0,13.9,4.7,9.1,8.5,9.1,0.9,0.0,0.7,7.4,1.3,2.3,14.5,57.2,9.6,16.7,5.5,12.0,13.1,267.1,40.9,26
2,,Kalyan,652.7,0.8,2.6,6.4,2.3,1.7,11.9,1.7,5.2,4.4,11.1,5.2,5.7,5.7,11.9,15.6,10.8,2.0,5.5,1.3,0.0,2.5,2.9,0.4,0.6,9.1,65.4,3.7,4.7,4.3,7.0,22.2,234.6,37,21
3,,Murbad,634.3,9.8,12.5,12.6,7.4,14.2,28.2,5.2,17.0,11.4,4.2,2.8,5.6,8.4,15.0,28.6,6.9,13.6,4.3,1.4,0.0,0.0,7.2,12.2,9.2,23.0,29.2,4.6,11.0,12.4,6.8,9.4,334.1,51.7,28
4,,Bhivandi,646.4,2.5,1.7,4.5,1.6,3.8,7.3,3.0,3.5,3.3,6.0,3.0,4.2,4.2,8.2,9.6,5.2,3.2,7.7,0.8,0.0,2.0,2.5,1.6,2.7,21.8,80.8,6.0,11.4,13.2,24.5,10.7,260.5,37,23
5,,Shahapur,703.2,4.0,9.3,3.0,4.9,4.9,15.0,8.6,10.7,8.4,7.8,3.9,5.1,5.7,15.3,23.0,12.8,10.7,5.5,2.6,0.0,0.9,10.1,6.1,6.2,18.4,36.8,1.8,9.2,12.2,4.2,2.6,269.7,44.6,28
6,,Ulhasnagar,604.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,5.0,8.4,2.6,19.0,5.0,8.0,1.0,0.0,0.0,12.0,3.0,3.0,4.0,12.0,72.0,0.0,13.0,3.0,8.0,10.0,209,34.6,19
7,,Ambarnath,604.3,2.6,6.2,3.7,4.7,5.1,10.7,2.2,1.6,4.0,8.5,7.2,2.6,14.1,7.1,24.0,8.1,6.4,10.6,0.0,0.0,2.4,2.1,0.0,1.8,23.1,73.4,9.4,10.1,5.9,14.5,18.0,290.1,60.5,23
8,Raigadh,Alibag,479.4,6.9,5.4,0.0,0.4,7.4,6.7,3.9,3.7,9.0,10.1,8.0,8.0,2.9,4.1,9.0,4.7,3.6,8.4,0.3,0.0,0.6,3.6,1.7,1.0,1.7,15.0,1.0,62.0,16.1,6.6,6.9,218.7,27.7,22
9,,Panwel,790.4,11.5,3.5,7.0,0.8,5.4,9.4,5.5,9.0,9.7,10.4,7.0,4.7,4.5,7.0,3.8,4.2,9.7,1.0,0.0,0.0,1.1,8.7,3.8,3.2,15.0,51.3,5.3,14.0,8.8,11.3,3.5,240.1,25.6,26
10,,Karjat,937.6,5.3,5.2,9.1,5.2,5.4,21.2,4.4,9.6,8.1,4.0,4.8,5.4,12.2,5.8,18.6,6.6,6.2,14.3,0.2,0.0,1.8,12.8,3.6,5.2,14.0,34.7,6.6,10.0,13.4,5.0,5.6,264.3,25.8,28
11,,Khalapur,1026.1,5.3,6.3,4.0,1.3,8.0,19.0,6.0,6.7,14.3,2.7,6.3,2.7,3.3,16.3,19.0,3.0,7.7,6.0,0.0,0.0,0.0,11.7,3.0,5.0,13.3,73.3,1.0,11.7,33.3,10.3,9.0,309.5,63.6,26
12,,Uran,486.6,2.7,4.3,1.3,0.0,2.7,5.0,1.3,3.0,14.0,6.7,2.7,1.7,6.3,8.3,5.0,3.3,3.7,8.3,0.0,0.3,2.3,3.3,1.3,1.7,2.7,37.0,1.3,4.0,4.0,13.7,11.3,163.2,15.3,21
13,,Sudhagad,1067.7,8.0,26.0,2.7,2.3,9.3,25.3,13.3,14.7,24.0,13.7,5.0,6.0,6.0,5.7,19.7,9.0,9.7,9.3,6.3,0.0,0.0,5.7,5.3,6.0,4.0,29.7,3.3,20.7,8.7,10.3,10.3,320,42.1,28
14,,Pen,760.2,11.8,8.8,17.5,5.7,10.7,9.6,12.3,6.4,10.9,9.0,10.0,7.2,4.8,10.9,18.7,11.2,8.2,8.5,2.6,0.0,0.0,2.8,0.0,1.6,7.0,37.9,5.8,29.7,18.1,8.0,7.8,303.5,33.2,27
15,,Mahad,912.9,12.2,4.2,5.2,5.4,17.4,34.4,18.1,13.9,12.6,8.9,6.4,5.2,6.4,9.1,16.8,10.5,4.0,11.3,3.7,1.7,0.2,7.5,20.8,32.0,11.7,46.7,12.8,19.6,6.0,6.2,13.0,383.9,49.4,29
16,,Mangaon,776.4,9.0,5.2,2.0,6.8,13.0,14.6,11.6,8.8,16.0,11.6,10.4,11.6,5.8,9.8,14.2,4.0,4.2,14.4,1.2,0.4,0.0,6.6,18.2,16.4,7.4,36.2,5.4,21.8,12.4,7.2,24.0,330.2,39.9,27
17,,Roha,827.5,12.8,2.8,4.3,7.0,13.0,10.0,13.0,7.3,18.5,7.5,8.3,7.0,7.0,5.8,24.8,10.0,14.3,20.5,2.8,0.0,0.0,8.0,4.0,7.8,4.3,37.0,3.5,32.3,9.3,10.0,25.0,337.9,32.1,29
18,,Poladpur,1051.1,19.3,4.3,5.0,8.0,44.7,39.0,14.0,31.7,23.7,21.7,6.7,8.7,7.7,3.3,16.0,8.3,5.3,7.7,0.3,0.0,2.7,6.3,29.0,20.7,10.7,39.3,10.0,17.3,8.7,13.3,7.3,440.7,62.9,29
19,,Murud,700.2,2.0,0.7,0.7,10.0,5.3,4.7,1.0,5.3,9.3,20.3,12.3,7.7,3.0,10.0,12.3,5.7,27.3,11.0,2.3,0.0,0.0,11.0,7.7,3.3,7.7,4.3,0.0,30.0,28.7,22.3,21.0,286.9,38.5,23
20,,Shriwardhan,745.4,14.0,2.7,2.3,11.7,20.3,29.0,5.3,15.0,42.0,26.0,15.7,13.3,4.0,9.7,14.0,2.7,7.7,4.1,0.0,0.0,0.0,1.0,10.7,0.4,9.4,14.3,3.1,17.8,26.1,13.2,19.1,354.6,37.9,25
21,,Mahasala,935.6,23.9,9.0,2.0,13.5,26.6,24.5,8.7,17.8,14.1,13.2,6.5,14.8,9.5,14.6,18.0,6.0,9.7,8.2,0.0,0.0,0.0,5.0,49.5,3.1,14.9,45.5,4.6,16.2,9.0,28.8,13.5,430.7,55.5,27
22,,Tala,776.4,9.0,2.0,0.0,9.0,12.0,12.0,29.5,7.5,9.0,8.5,12.5,10.5,4.5,11.0,20.5,5.0,15.0,4.5,0.0,0.0,0.0,12.5,6.5,9.0,11.5,19.0,7.5,35.5,15.0,15.0,30.0,343.5,35.9,26
