Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,121.8,33.0,0.0,0.0,79.0,0.0,8.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,154,124.8,6
2,,Baglan,Satana,123.4,7.0,2.0,0.0,75.0,0.0,5.0,9.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,129,82.4,8
3,,Kalwan,Kalwan,156.6,7.0,0.0,0.0,29.0,3.0,11.0,14.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,93,66,9
4,,Nandgaon,Nandgaon,141.0,44.0,0.0,0.0,15.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,29.7,5
5,,Surgana,Surgana,323.6,14.0,1.0,10.0,8.0,25.0,40.0,14.0,1.0,2.0,8.0,40.0,3.0,4.0,6.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,187,115.2,13
6,,Nasik,Nasik,162.3,11.0,0.0,0.0,4.0,2.0,20.0,7.0,3.0,2.0,2.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,80.4,8
7,,Dindori,Dindori,143.1,2.0,0.0,6.0,6.0,10.0,49.0,11.0,1.0,3.0,3.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141,30.4,8
8,,Egatpuri,Igatpuri,463.4,28.0,2.0,8.0,29.0,36.0,31.0,103.0,21.0,37.0,64.0,82.0,11.0,4.0,27.0,18.0,4.0,0.0,9.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528,156.6,17
9,,Peth,Peth,337.1,28.0,0.0,5.0,5.0,17.0,44.0,25.0,11.0,5.0,24.0,72.0,1.0,1.0,29.0,13.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293,231.8,15
10,,Niphad,Niphad,126.4,7.0,0.0,0.0,24.0,2.0,25.0,11.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,80.2,7
11,,Sinnar,Sinnar,145.8,2.0,0.0,0.0,1.0,0.0,2.0,9.0,2.0,0.0,2.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,50.6,2
12,,Yevla,Yeola,124.4,25.0,0.0,0.0,36.0,0.0,17.0,15.0,2.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132,96,8
13,,Chandwad,Chandwad,137.5,16.0,0.0,0.0,23.0,17.0,23.0,6.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,32.9,7
14,,Trimbakeshwar,Tryambakeshwar,337.1,9.0,0.0,1.0,5.0,10.0,22.0,22.0,9.0,16.0,14.0,70.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,5.0,0.0,25.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222,166,15
15,,Devali,Devala,133.7,3.0,0.0,0.0,10.0,0.0,3.0,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,54,40.4,8
