Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,104.4,10.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,18.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,22.0,23.0,1.0,74.0,172,174.8,7
2,,Baglan,Satana,98.4,16.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,33.0,4.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,68.0,152,93.3,8
3,,Kalwan,Kalwan,163.0,40.0,1.0,3.0,2.0,1.0,5.0,2.0,0.0,3.0,26.0,8.0,7.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,9.0,0.0,53.0,192,177.8,13
4,,Nandgaon,Nandgaon,108.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,9.0,43,7.8,6
5,,Surgana,Surgana,550.2,102.0,4.0,11.0,15.0,7.0,23.0,6.0,5.0,15.0,88.0,30.0,33.0,42.0,41.0,14.0,0.0,4.0,16.0,11.0,6.0,2.0,9.0,14.0,0.0,8.0,3.0,11.0,85.0,20.0,10.0,46.0,681,504.8,28
6,,Nasik,Nasik,134.9,30.0,0.0,5.5,0.0,3.0,4.0,4.0,0.0,6.0,2.0,5.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,7.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,51.0,137.5,75.5,10
7,,Dindori,Dindori,182.1,45.0,2.0,5.0,1.0,8.0,9.0,2.0,1.0,8.0,19.0,5.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,4.0,1.0,2.0,29.0,159,15,12
8,,Egatpuri,Igatpuri,1057.4,85.0,39.0,47.0,16.0,20.0,32.0,60.0,9.0,48.0,27.0,51.0,41.0,44.0,29.0,14.0,3.0,2.0,4.0,33.0,18.0,6.0,11.0,14.0,3.0,13.0,12.0,43.0,62.0,15.0,0.0,20.0,821,124.4,29
9,,Peth,Peth,660.0,100.0,14.0,15.0,10.0,5.0,15.0,3.0,8.0,23.0,84.0,39.0,35.0,9.0,19.0,4.0,1.0,1.0,8.0,18.0,11.0,24.0,11.0,6.0,1.0,0.0,9.0,15.0,93.0,15.0,2.0,50.0,648,786.4,26
10,,Niphad,Niphad,82.4,26.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,0.0,0.0,55.0,145,138.8,4
11,,Sinnar,Sinnar,104.5,24.0,2.0,2.0,0.0,2.0,2.0,5.0,4.0,8.0,3.0,5.0,9.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80.0,157,193.1,10
12,,Yevla,Yeola,81.3,31.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,9.0,0.0,42.0,135,112.5,7
13,,Chandwad,Chandwad,120.0,20.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,15.0,8.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,28.0,0.0,44.0,18.0,178,27,11
14,,Trimbakeshwar,Tryambakeshwar,660.0,44.0,14.0,17.0,7.0,17.0,22.0,4.0,10.0,35.0,35.0,38.0,10.0,27.0,33.0,5.0,0.0,0.0,7.0,6.0,5.0,2.0,8.0,40.0,1.0,1.0,5.0,13.0,22.0,1.0,2.0,21.0,452,365.7,24
15,,Devali,Devala,123.6,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,24.0,35.0,125,101.1,8
