Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,637.2,0.0,12.3,1.4,33.0,77.1,38.3,139.0,148.3,59.0,72.4,43.2,31.0,11.2,9.4,2.3,8.2,9.4,6.0,5.1,2.3,4.0,0.2,2.3,3.1,29.2,15.3,2.0,2.1,2.4,63.3,15.3,848.1,129.9,22
2,,Kalyan,652.7,0.0,4.0,10.0,17.0,112.0,37.0,120.0,294.0,57.0,94.0,49.0,46.0,19.0,12.0,2.0,8.0,3.0,21.0,3.0,2.0,2.0,3.0,1.0,8.0,38.0,32.0,5.0,3.0,3.0,6.0,32.0,1043,164.4,26
3,,Murbad,634.3,0.0,0.0,27.2,17.2,77.2,62.0,152.2,192.7,70.6,72.2,82.3,92.4,23.4,42.2,23.1,20.5,8.3,27.3,20.3,19.2,7.2,9.5,7.1,43.3,82.2,89.4,27.4,3.0,2.3,12.2,89.4,1403.3,217.1,28
4,,Bhivandi,646.4,0.0,0.0,10.0,39.0,99.0,69.0,130.0,182.0,80.0,53.0,40.0,37.0,4.0,1.0,4.0,5.0,5.0,10.0,2.0,1.0,0.0,1.0,1.0,3.0,32.0,28.0,3.0,3.0,5.0,47.0,28.0,922,131.1,23
5,,Shahapur,703.2,0.0,2.0,4.0,2.0,36.0,31.0,160.0,92.0,27.0,49.0,46.0,38.0,26.0,4.0,1.0,6.0,12.0,24.0,19.0,8.0,1.0,1.0,0.0,3.0,50.0,38.0,7.0,0.0,0.0,8.0,38.0,733,121.3,22
6,,Ulhasnagar,604.3,1.2,3.2,3.2,31.0,45.5,32.4,129.6,181.4,57.1,48.2,28.6,36.2,5.4,6.6,3.2,2.2,5.4,8.4,1.2,2.4,2.4,0.9,0.0,4.4,10.3,15.1,3.1,3.2,2.1,28.0,15.1,717,118.6,23
7,,Ambarnath,604.3,0.0,9.2,3.0,48.0,94.2,40.4,177.9,210.0,53.4,57.0,30.8,51.2,8.2,6.0,7.0,3.8,2.2,18.2,4.4,3.8,7.2,2.0,2.2,5.8,27.2,37.4,1.0,7.4,15.6,55.0,37.4,1026.9,214.2,26
8,Raigadh,Alibag,479.4,0.8,5.8,5.8,5.7,60.7,25.0,19.4,138.7,51.3,186.6,40.1,18.2,13.0,2.0,0.4,2.7,2.7,4.5,1.0,1.6,0.0,0.4,0.9,8.2,33.2,1.5,8.6,2.5,0.6,12.2,7.6,661.7,83.7,20
9,,Panwel,790.4,0.0,0.0,0.0,54.2,62.0,16.4,189.0,115.4,49.0,88.2,32.2,45.2,12.0,2.0,5.4,11.4,11.4,19.0,17.0,2.0,0.0,3.4,8.4,6.0,49.2,10.0,5.2,2.0,4.4,19.2,15.0,854.6,91.1,24
10,,Karjat,937.6,0.3,0.1,2.2,10.3,40.8,42.3,247.7,95.1,69.6,106.8,56.0,60.7,22.0,0.3,2.0,22.0,22.0,31.4,3.2,12.6,1.7,0.8,7.2,14.2,64.4,51.0,0.0,0.5,2.0,35.6,4.6,1029.4,100.3,21
11,,Khalapur,1026.1,4.5,0.0,0.0,35.5,57.0,48.0,124.0,112.4,49.0,76.6,41.0,54.0,39.0,8.0,15.0,15.6,15.6,33.4,20.2,9.6,0.0,3.0,12.0,11.0,84.4,22.0,12.2,0.0,4.3,20.5,23.0,950.8,195.4,27
12,,Uran,486.6,0.0,0.0,0.0,25.8,93.0,27.2,106.8,92.1,30.6,104.4,34.9,21.6,10.2,0.0,0.0,14.3,14.6,30.4,4.3,0.0,8.4,8.4,4.0,2.0,8.5,4.3,0.0,0.0,0.0,27.4,78.0,751.2,70.4,21
13,,Sudhagad,1067.7,1.0,0.0,0.0,20.2,66.2,40.3,78.0,153.3,96.0,137.2,95.0,40.2,29.0,8.2,8.1,12.2,6.0,30.0,4.3,7.4,0.0,5.2,7.0,12.6,59.0,10.0,13.0,0.0,4.8,12.3,57.2,1013.7,133.3,26
14,,Pen,760.2,0.0,0.0,0.0,18.2,78.2,48.4,121.6,186.8,57.4,181.8,51.2,36.2,26.2,3.2,13.6,2.0,13.2,64.6,9.2,4.2,1.0,2.2,15.4,30.2,77.5,15.2,2.2,0.0,6.4,7.2,106.6,1179.9,129.2,23
15,,Mahad,912.9,11.0,2.2,2.2,4.6,53.2,57.2,136.9,104.0,55.0,100.5,61.4,155.3,21.5,5.4,0.0,11.0,5.6,16.0,22.5,8.5,0.0,1.2,2.3,17.1,47.5,16.4,23.2,0.0,3.5,1.4,11.2,957.8,123.4,23
16,,Mangaon,776.4,0.0,0.0,0.0,10.0,75.0,29.0,62.0,139.0,61.0,148.0,85.0,133.0,15.0,5.0,5.0,10.0,10.0,15.0,9.0,22.0,1.0,5.0,2.0,12.0,86.0,26.0,0.0,0.0,0.0,3.0,11.0,979,118.3,23
17,,Roha,827.5,0.0,0.0,5.0,50.0,47.0,20.0,20.0,142.0,95.0,151.0,100.0,64.3,16.2,5.5,16.3,20.7,15.0,9.0,10.0,8.3,0.1,1.2,11.0,5.7,54.3,25.0,9.2,3.0,0.0,20.0,19.0,943.8,89.8,26
