Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,961.6,2.0,0.0,3.0,1.0,0.0,2.0,3.0,4.3,2.2,1.2,0.3,5.0,3.3,3.3,14.3,9.1,2.4,27.0,22.3,29.1,4.5,12.4,17.2,13.2,9.1,4.9,1.0,9.0,5.2,1.1,0.0,212.4,20.8,19
2,,Kalyan,1023.4,0.0,2.0,2.0,1.0,2.0,0.0,4.0,0.0,2.0,6.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,54.0,36.0,44.0,11.0,17.0,29.0,18.0,19.0,3.0,5.0,3.0,1.0,0.0,0.0,275,28.4,14
3,,Murbad,968.9,17.3,2.4,3.1,0.0,7.2,0.0,2.2,0.0,3.4,4.5,3.1,7.0,0.0,0.0,13.2,23.2,62.3,26.0,97.3,82.2,27.1,48.2,55.2,47.2,22.3,52.2,22.1,13.0,12.2,12.2,0.0,666.1,69,23
4,,Bhivandi,965.8,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,1.0,0.0,9.0,14.0,11.0,12.0,39.0,38.0,4.0,14.0,13.0,22.0,9.0,6.0,2.0,0.0,0.0,0.0,0.0,220,20,15
5,,Shahapur,1102.4,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,5.0,0.5,6.0,1.5,4.0,11.0,8.0,11.0,23.0,7.0,30.0,16.0,23.0,5.0,25.0,16.0,8.0,16.0,7.0,9.0,1.0,1.0,0.0,246,24.6,19
6,,Ulhasnagar,1001.4,0.0,2.6,1.6,0.0,3.2,0.0,7.4,1.2,0.0,3.2,9.6,1.2,0.0,0.0,7.1,1.0,9.3,27.6,38.4,28.2,10.4,22.6,27.2,5.2,9.6,4.2,2.6,3.4,0.0,2.2,0.0,229,22.9,18
7,,Ambarnath,1001.4,1.8,1.0,0.8,0.0,0.8,0.0,6.0,0.0,2.3,8.4,13.7,2.6,2.4,0.0,9.0,1.4,12.2,31.8,34.2,47.4,6.2,13.0,21.4,9.0,12.4,1.2,9.2,6.6,0.0,0.0,0.0,254.8,35.2,16
8,Raigadh,Alibag,723.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.0,1.0,0.0,0.8,1.9,1.7,5.5,0.0,7.3,7.5,0.0,13.6,23.1,2.1,10.2,13.0,57.2,8.8,4.2,0.5,0.0,175,15.5,12
9,,Panwel,1128.9,1.2,1.0,0.0,2.0,0.6,1.0,0.4,0.0,2.4,7.0,4.0,2.0,0.0,0.0,18.2,6.0,5.0,2.0,68.4,21.0,9.0,47.2,27.4,3.2,46.0,15.0,106.4,33.0,20.2,13.4,1.0,464,33.7,17
10,,Karjat,1378.2,28.0,3.0,0.5,4.0,0.0,0.5,0.0,14.0,1.0,13.0,12.0,5.0,0.0,0.0,68.0,55.0,32.0,61.9,42.5,21.9,10.5,19.0,52.6,14.2,40.0,14.4,269.0,56.0,9.0,8.9,7.3,863.2,66.3,24
11,,Khalapur,1302.2,3.0,0.0,3.0,5.0,2.0,0.0,2.0,1.0,3.0,8.5,11.0,9.5,0.0,13.0,35.0,26.0,15.0,24.2,25.0,33.6,15.0,83.0,68.0,18.4,38.0,10.6,147.0,7.0,22.0,19.0,4.5,652.3,85.6,25
12,,Uran,762.4,1.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.2,0.0,0.0,0.0,4.0,4.0,14.6,22.9,17.2,10.0,14.0,0.0,84.8,17.4,12.6,8.4,0.0,226.5,15.3,14
13,,Sudhagad,1484.0,2.4,6.6,7.4,0.2,7.4,1.1,0.0,2.2,3.0,9.2,4.2,9.0,4.2,9.0,13.7,10.0,28.4,19.0,23.0,52.0,6.2,16.0,56.0,30.0,48.4,29.2,210.0,49.3,19.7,22.0,2.0,700.8,63,25
14,,Pen,1112.4,3.6,1.4,0.0,13.6,1.2,0.0,0.0,0.0,3.4,9.2,3.2,7.2,0.0,3.4,21.6,4.2,2.1,5.2,34.2,36.4,4.2,19.4,38.2,10.0,44.8,21.2,119.4,4.3,23.8,19.2,5.4,459.8,34.1,23
15,,Mahad,1348.2,11.6,1.2,0.4,0.0,0.0,0.0,0.0,0.0,0.2,2.5,23.0,4.0,8.0,0.0,32.5,15.6,26.0,22.0,9.3,40.6,6.2,5.4,69.0,70.5,44.4,65.0,65.0,48.5,7.5,7.0,3.0,588.4,47.1,21
16,,Mangaon,1248.4,3.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,10.0,11.0,3.0,0.0,0.0,54.0,20.0,36.0,6.0,28.0,20.0,19.0,34.0,90.0,75.0,38.0,33.0,52.0,10.0,7.0,15.0,0.0,571,45.1,21
17,,Roha,1265.5,5.5,3.0,3.0,1.0,6.0,3.0,0.0,4.5,13.0,5.0,10.0,4.0,4.0,20.0,13.0,8.0,37.0,4.0,19.0,11.0,14.0,50.0,63.0,27.3,55.4,24.3,44.0,8.0,3.0,8.0,2.0,473,34.5,28
18,,Poladpur,1371.3,5.0,2.0,4.0,1.0,0.0,0.0,8.0,0.0,2.0,3.0,23.4,19.0,1.6,24.0,17.0,35.0,31.6,10.0,51.0,8.0,5.9,29.4,58.0,102.2,63.0,64.3,120.0,22.0,15.0,18.0,4.0,747.4,81.5,24
19,,Murud,917.6,1.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,1.0,7.0,0.0,4.0,0.0,0.0,0.0,3.0,7.6,0.0,38.0,2.0,2.0,21.4,30.0,6.0,19.0,13.0,111.0,52.0,10.0,0.8,0.0,338.8,29.4,15
20,,Shriwardhan,1150.5,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,3.2,2.0,0.0,0.0,19.2,0.0,8.4,6.3,2.2,3.2,0.2,32.1,13.2,62.2,31.3,45.2,34.0,6.0,9.4,0.0,1.0,294.4,23,15
21,,Mahasala,1277.4,4.4,2.0,1.8,0.0,7.2,3.0,3.8,0.0,4.0,11.6,16.0,4.2,2.1,12.2,23.0,23.0,16.4,3.0,24.0,5.0,5.0,43.0,33.2,33.0,36.6,27.6,9.3,9.3,3.2,28.0,0.0,394.9,31.6,25
22,,Tala,1248.4,5.0,5.0,5.0,1.0,0.0,0.0,3.0,4.0,3.0,17.0,7.0,6.0,12.0,18.0,32.0,39.0,47.0,3.0,25.0,8.0,14.0,37.0,43.0,36.0,41.0,38.0,30.0,25.3,9.0,5.0,0.0,518.3,37.6,27
23,Ratnagiri,Chiplun,1377.8,2.0,1.0,0.0,3.0,0.0,3.0,2.0,1.0,2.0,11.0,22.0,4.0,5.0,2.0,84.0,28.0,63.0,14.0,36.0,48.0,2.0,41.0,67.0,83.0,65.0,22.0,28.0,6.0,2.0,1.0,0.0,648,49.9,19
24,,Dapoli,1298.3,3.0,10.2,10.2,1.0,3.0,0.3,4.0,0.5,1.4,30.4,14.8,6.2,0.0,9.0,27.0,7.2,97.0,9.3,48.2,29.2,29.0,22.0,27.0,79.8,57.2,17.0,12.6,0.0,3.4,1.6,0.5,562,40.7,23
25,,Khed,1379.9,4.0,3.0,10.0,4.0,4.0,2.0,4.0,3.0,1.0,20.0,68.0,27.0,3.0,12.0,72.0,45.0,122.0,27.0,55.0,48.0,7.0,69.0,81.0,143.0,97.0,49.0,13.0,9.0,1.0,0.0,9.0,1012,113.3,27
26,,Guhagar,893.3,4.0,1.0,1.0,2.0,0.0,7.0,0.0,0.0,4.0,26.0,12.0,5.0,8.0,0.0,7.0,1.0,3.0,7.0,45.0,14.0,16.0,15.0,27.0,34.0,23.0,2.0,25.0,0.0,0.0,1.0,0.0,290,18.3,18
