Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,101.1,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.9,20.1,0.2,15.3,0.5,1.4,0.0,17.4,16.2,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2,109.5,7
2,,Kalyan,90.6,0.0,0.0,0.0,0.0,0.0,0.0,11.3,15.2,42.5,0.6,14.4,2.1,0.0,7.5,14.3,4.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.5,119.7,8
3,,Murbad,103.2,0.0,1.6,0.0,0.0,0.0,0.0,7.2,18.0,42.6,22.8,60.0,27.8,0.0,5.6,9.8,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.4,213.5,9
4,,Bhivandi,94.8,0.0,0.0,0.0,0.0,0.0,0.0,2.7,28.7,76.2,1.0,43.0,1.0,0.0,9.7,58.8,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.1,235.4,6
5,,Shahapur,95.2,11.5,0.0,0.0,0.0,0.0,0.0,3.0,22.0,40.5,6.1,55.6,13.3,3.6,3.4,9.9,0.8,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.9,190.8,11
6,,Ulhasnagar,90.6,33.0,0.0,0.0,0.0,0.0,0.0,23.0,13.0,35.0,0.0,16.0,0.0,0.0,8.0,16.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147,162.3,7
7,,Ambarnath,90.6,8.4,0.0,0.0,0.0,0.0,0.0,10.3,27.1,54.6,4.6,19.4,3.6,0.0,6.7,7.1,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.2,194.1,10
8,Raigadh,Alibag,74.8,7.3,0.0,0.0,0.0,0.0,0.0,12.9,4.3,4.1,0.0,13.4,6.6,0.0,1.7,3.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.2,58.4,7
9,,Panwel,94.5,7.8,0.0,0.0,0.0,0.0,0.0,10.2,17.9,13.4,18.8,18.0,0.4,0.2,14.9,7.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.9,83.6,8
10,,Karjat,131.4,5.5,0.0,0.0,0.0,0.0,0.0,12.6,12.1,27.4,14.4,39.6,7.7,0.0,35.4,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.8,114.6,9
11,,Khalapur,142.0,9.0,0.0,0.0,0.0,0.0,0.0,18.0,13.0,12.0,1.7,34.0,0.0,0.0,26.7,1.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.1,163.3,6
12,,Uran,71.7,2.0,0.0,0.0,0.0,0.0,0.0,11.7,82.7,15.0,7.7,17.0,6.3,11.3,5.0,10.3,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.7,163.7,10
13,,Sudhagad,105.5,1.7,0.0,0.0,0.0,0.0,0.0,65.7,10.7,11.7,5.7,1.0,12.0,0.0,17.3,11.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.1,133.9,7
14,,Pen,103.9,25.0,0.0,0.0,0.0,0.0,0.0,14.6,23.0,8.6,9.6,16.2,16.6,6.0,11.4,29.4,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.4,142.2,11
