Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,334.4,2.8,5.5,15.5,11.8,0.0,0.3,0.0,0.0,8.8,0.7,0.0,4.5,30.9,1.2,12.9,2.1,11.3,0.0,0.0,187.9,108.7,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8,3.2,419.2,138.9,13
2,,Kalyan,301.7,1.4,1.8,16.9,17.3,0.0,0.0,0.0,0.0,15.6,11.2,0.0,10.0,27.4,0.8,69.1,17.2,0.0,0.0,0.0,145.7,83.8,20.8,6.4,0.0,0.0,0.0,0.0,0.0,3.2,6.0,454.6,131,14
3,,Murbad,347.1,1.6,1.6,9.2,7.0,4.2,8.2,0.0,7.0,7.8,19.4,3.2,0.0,16.4,24.2,29.4,15.8,17.0,0.0,11.6,163.6,65.8,56.2,8.8,0.0,0.0,0.0,0.6,2.0,13.4,1.8,495.8,146.9,19
4,,Bhivandi,337.6,3.7,2.0,16.8,25.3,0.2,0.8,0.0,0.0,3.5,1.8,1.0,48.5,29.3,1.7,0.0,1.8,6.2,0.0,3.8,123.5,101.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.8,380.7,112.6,12
5,,Shahapur,338.1,1.4,3.5,20.6,10.0,0.6,1.1,0.0,0.0,5.0,12.3,0.5,1.5,15.1,14.0,6.9,21.5,8.2,0.0,0.0,110.4,53.1,36.7,0.0,0.0,0.0,0.0,0.0,1.8,3.3,19.1,346.6,114.8,15
6,,Ulhasnagar,301.9,0.0,2.0,19.0,15.0,0.0,0.0,0.0,0.0,9.0,30.0,0.0,62.0,19.0,0.0,61.0,14.0,0.0,0.0,3.0,184.0,105.0,53.0,62.0,0.0,0.0,0.0,0.0,0.0,43.0,5.0,686,227.2,15
7,,Ambarnath,301.9,0.4,3.4,12.9,16.6,0.0,0.0,0.0,0.0,12.9,21.9,0.0,21.9,17.8,0.0,60.1,9.9,0.0,0.0,3.5,173.1,78.4,42.6,12.9,0.0,0.0,0.0,0.0,0.0,17.2,12.9,518.4,165.6,16
8,Raigadh,Alibag,313.1,6.3,6.1,40.1,9.0,0.1,0.6,0.0,0.0,0.4,0.0,1.0,0.4,21.7,0.3,54.6,4.1,24.1,26.7,21.9,121.6,58.4,42.4,0.1,0.0,0.0,0.0,0.0,0.0,0.6,9.6,450.1,112,14
9,,Panwel,402.0,2.9,3.9,20.8,9.2,1.6,0.3,0.0,0.0,3.2,8.0,0.9,2.1,33.3,1.2,47.8,0.3,4.1,4.6,0.2,233.0,67.7,35.7,3.5,0.0,0.0,0.0,0.0,0.0,1.9,8.9,495.1,113.6,15
10,,Karjat,436.0,2.8,1.7,10.7,18.6,0.0,0.1,0.0,0.0,11.3,7.6,4.5,3.6,49.5,1.0,54.8,0.9,5.6,5.3,3.2,160.3,39.5,35.4,0.1,0.0,0.0,0.0,0.0,0.0,0.9,5.5,422.9,92.2,16
11,,Khalapur,458.5,1.3,0.0,5.3,12.7,0.0,2.0,0.0,0.0,7.0,4.7,2.0,0.3,31.3,0.0,25.7,0.0,7.0,12.0,0.0,148.0,91.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,7.7,401.7,131.1,13
12,,Uran,306.3,3.0,11.0,15.7,5.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,39.0,0.7,16.7,0.3,2.0,10.7,0.0,221.7,60.7,82.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,24.0,495.2,109.5,11
13,,Sudhagad,452.1,0.0,2.0,3.0,7.3,0.0,0.0,0.0,1.0,15.3,5.3,21.0,15.0,20.0,1.0,43.0,1.3,2.3,4.3,20.0,101.3,37.3,94.0,30.3,0.0,0.0,0.0,2.0,0.0,4.3,4.0,435,106.8,16
14,,Pen,407.3,8.0,3.2,17.2,13.0,1.4,0.8,0.0,0.0,5.8,0.2,0.0,3.0,39.8,0.0,67.0,3.2,11.2,17.0,5.0,184.4,44.4,104.2,1.2,0.0,0.0,0.0,0.0,0.0,1.2,15.2,546.4,131.9,16
15,,Mahad,414.1,10.1,7.4,11.3,7.0,2.0,0.0,0.0,49.5,2.7,21.7,71.5,20.2,19.9,2.4,31.8,0.0,0.0,14.7,66.5,87.5,38.2,51.2,29.3,1.7,0.3,0.0,0.0,4.8,28.2,25.2,605.1,156.3,20
16,,Mangaon,387.1,0.6,3.0,8.8,3.4,0.0,0.0,0.0,43.0,21.2,3.4,70.4,29.2,19.0,0.0,45.0,0.8,6.2,74.6,47.8,99.2,53.2,55.2,16.6,0.0,1.4,1.2,11.2,6.4,12.4,44.6,677.8,185,21
17,,Roha,366.3,1.5,6.8,14.8,10.3,0.0,0.0,0.0,4.3,15.8,3.5,6.5,11.8,9.8,0.0,24.5,0.2,3.8,9.3,32.8,56.3,50.0,69.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,332.5,80.6,16
18,,Poladpur,412.4,2.0,11.0,5.0,16.7,2.3,0.0,0.0,74.7,17.7,18.7,27.7,20.0,4.0,0.0,34.0,3.7,14.3,1.7,132.0,134.0,55.0,50.3,12.3,0.0,26.3,0.0,22.3,31.0,25.7,45.7,788.1,225.9,22
19,,Murud,348.8,1.3,28.3,32.7,10.3,0.0,0.0,0.0,1.3,2.0,0.0,2.3,4.0,6.0,0.0,25.0,3.3,10.3,15.3,22.7,71.3,70.7,79.7,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.7,389.5,115.5,13
20,,Shriwardhan,337.1,6.8,17.9,38.8,22.8,0.0,0.0,0.0,46.6,7.8,0.0,2.5,0.7,0.0,0.0,76.1,36.5,0.0,1.3,50.9,92.8,66.1,96.4,2.4,0.0,0.0,0.0,0.0,1.0,8.2,10.0,585.6,148.5,14
21,,Mahasala,394.3,14.1,25.4,32.4,3.6,0.0,0.0,0.0,22.4,10.8,0.0,32.8,1.6,0.0,0.0,2.5,0.0,0.0,44.0,132.6,140.7,78.2,88.1,16.4,0.0,1.1,0.0,0.0,0.0,8.0,19.0,673.7,174,15
