Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,534.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,12.2,69.2,4.1,9.1,18.7,0.0,21.9,2.2,0.0,0.0,1.8,4.0,1.6,14.3,23.2,5.0,177.5,54.1,48.7,81.7,98.4,31.5,684,143.5,17
2,,Kalyan,476.8,0.0,0.4,11.2,0.0,0.0,0.0,0.0,0.8,2.6,41.5,1.0,3.2,26.1,0.0,27.9,4.4,0.0,0.5,2.2,3.8,3.2,15.2,9.8,1.8,174.0,28.0,34.1,97.6,117.0,78.4,684.7,181,17
3,,Murbad,378.3,0.0,0.0,28.2,64.4,6.8,2.4,3.4,8.2,24.0,17.0,0.0,26.2,49.2,0.0,18.2,46.8,2.0,0.4,3.0,1.8,2.8,16.4,18.0,11.0,162.6,28.2,23.0,42.8,73.6,77.0,757.4,160.6,22
4,,Bhivandi,471.7,0.0,11.0,0.0,0.8,0.0,0.0,0.0,0.3,16.0,30.0,0.0,2.8,20.0,0.0,6.2,0.5,0.0,0.2,2.7,1.0,1.0,31.0,4.8,3.3,181.2,22.0,29.2,99.7,109.2,31.7,604.6,146.5,16
5,,Shahapur,412.7,0.0,19.6,68.7,4.1,0.0,0.0,0.0,1.3,10.9,10.8,0.0,48.7,45.1,0.0,22.1,1.7,3.3,0.0,0.5,3.4,4.0,8.5,7.3,5.0,211.8,21.9,12.3,55.2,78.6,107.8,752.6,164.7,20
6,,Ulhasnagar,457.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,66.0,0.0,0.0,25.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,21.0,17.0,173.0,60.0,24.0,130.0,86.0,60.0,690,151,13
7,,Ambarnath,457.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,1.0,0.0,33.3,0.0,0.5,37.3,4.5,19.6,0.0,0.0,0.0,0.0,6.0,2.5,4.9,24.2,11.1,170.9,18.4,28.3,90.6,100.3,82.1,638.3,118,15
8,Raigadh,Alibag,540.8,0.0,2.3,0.0,0.0,0.0,1.0,1.3,63.0,28.3,38.4,15.0,15.3,51.1,0.0,1.7,0.0,0.0,0.0,0.0,8.7,1.7,1.1,35.1,2.7,3.7,68.0,99.0,59.7,210.6,85.3,793,139.7,15
9,,Panwel,567.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,10.1,41.2,0.4,4.9,24.3,0.0,0.7,0.2,0.0,0.4,0.4,3.6,2.2,11.9,40.4,6.4,81.7,47.0,55.6,104.1,128.4,57.3,634.6,115.7,15
10,,Karjat,548.7,0.0,9.6,0.3,4.8,0.0,0.0,0.0,1.8,0.1,26.4,0.2,3.0,9.6,0.0,13.2,5.2,0.0,0.0,0.0,8.6,1.2,5.9,5.9,4.0,55.2,18.9,23.4,32.2,97.9,90.3,417.7,74.1,17
