Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,121.8,0.0,0.0,0.0,0.0,0.0,0.0,30.3,1.6,19.0,0.0,9.4,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,12.9,3.5,0.0,0.0,18.0,9.0,30.0,1.0,0.0,0.0,0.0,135.9,110.1,8
2,,Baglan,Satana,123.4,0.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,53.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,11.0,0.0,0.0,5.0,30.0,41.0,0.0,0.0,0.0,0.0,194,123.9,10
3,,Kalwan,Kalwan,156.6,0.0,0.0,3.0,0.0,0.0,0.0,58.0,5.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,7.0,0.0,0.0,5.0,28.0,32.0,0.0,33.0,7.0,0.0,218,154.6,11
4,,Nandgaon,Nandgaon,141.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,0.0,1.0,24.8,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,5.0,0.0,0.0,32.0,12.2,0.0,0.0,0.0,0.0,135.4,41.8,7
5,,Surgana,Surgana,323.6,7.0,1.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,15.0,106.0,14.0,0.0,12.0,3.0,60.0,256,157.7,12
6,,Nasik,Nasik,162.3,0.0,0.0,0.0,0.0,0.0,0.0,13.0,25.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,28.0,2.0,19.0,28.0,1.0,142,99.2,9
7,,Dindori,Dindori,143.1,0.0,0.0,0.0,0.0,0.0,0.0,80.0,44.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,4.0,54.0,50.0,1.0,6.0,46.0,0.0,289,62.4,7
8,,Egatpuri,Igatpuri,463.4,0.0,6.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,5.0,4.0,13.0,23.0,0.0,0.0,10.0,13.0,0.0,0.0,5.0,0.0,1.0,0.0,18.0,32.0,34.0,1.0,18.0,57.0,12.0,260,77.1,15
9,,Peth,Peth,337.1,0.0,0.0,0.0,0.0,0.0,0.0,76.0,17.0,0.0,6.0,11.0,15.0,1.0,0.0,0.0,5.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,48.0,8.0,6.0,22.0,15.0,2.0,246,194.6,13
10,,Niphad,Niphad,126.4,0.0,0.0,0.0,0.0,0.0,0.0,15.2,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,62.8,13.0,80.0,14.0,22.0,15.0,0.0,248.8,170.6,9
11,,Sinnar,Sinnar,145.8,0.0,0.0,0.0,0.0,0.0,0.0,29.0,4.8,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,16.0,0.0,7.2,22.6,12.0,0.0,0.0,32.0,0.0,155.8,125.2,9
12,,Yevla,Yeola,124.4,0.0,0.0,0.0,0.0,0.0,24.0,12.0,22.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,41.0,9.0,0.0,0.0,30.0,35.0,0.0,13.0,3.0,0.0,207,150.5,13
13,,Chandwad,Chandwad,137.5,0.0,0.0,0.0,0.0,0.0,18.0,52.0,17.3,23.2,0.0,0.0,10.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,19.0,4.3,0.0,0.0,3.1,67.0,41.0,5.0,1.0,15.2,0.0,277.5,82.3,12
14,,Trimbakeshwar,Tryambakeshwar,337.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,6.0,6.0,22.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,0.0,42.0,24.0,1.0,148,110.7,11
15,,Devali,Devala,133.7,0.0,0.0,0.0,0.0,0.0,0.0,24.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,13.0,16.0,20.0,3.0,0.0,0.0,0.0,117,87.5,9
