Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,112.3,0.0,0.0,38.0,0.8,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,23.6,4.8,0.0,0.0,0.0,0.0,46.6,0.6,13.2,25.2,0.0,1.8,4.0,14.2,218.6,224,10
2,,Baglan,Satana,97.6,0.0,0.0,3.0,3.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,2.0,0.0,3.0,5.0,11.0,191,85.3,8
3,,Kalwan,Kalwan,223.9,0.0,5.5,0.0,23.0,17.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,13.5,2.5,1.0,1.0,14.0,9.0,93.5,83.9,6
4,,Nandgaon,Nandgaon,111.5,8.0,0.0,2.6,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,31.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,13.6,1.0,4.0,5.6,7.0,109.4,15.4,12
5,,Surgana,Surgana,711.8,18.0,19.0,9.0,2.0,1.0,2.0,7.0,0.0,1.0,4.0,7.0,15.0,6.0,22.0,1.0,7.0,0.0,10.0,9.0,4.0,15.0,22.0,14.0,2.0,0.0,69.0,24.0,8.0,22.0,46.0,60.0,426,190.6,22
6,,Nasik,Nasik,223.5,15.0,26.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,9.0,7.2,16.0,33.0,17.0,151.2,58.9,10
7,,Dindori,Dindori,256.5,24.0,0.0,0.0,0.0,8.0,3.0,3.0,0.0,0.0,0.0,9.0,2.0,0.0,1.5,0.0,0.0,0.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,19.0,2.5,3.0,14.0,7.0,117,8.7,12
8,,Egatpuri,Igatpuri,1339.8,72.0,67.0,12.0,2.0,2.0,33.0,16.0,3.0,11.0,20.0,26.0,18.0,30.0,11.0,13.0,5.0,12.0,10.0,6.0,8.0,16.0,45.0,14.0,0.0,0.0,26.0,0.0,55.0,20.0,81.0,62.0,696,74.3,26
9,,Peth,Peth,936.4,52.0,20.0,3.0,9.0,1.0,10.5,4.0,2.0,3.0,11.0,38.0,11.0,16.0,44.0,9.0,1.0,1.0,7.0,6.0,5.0,18.2,17.0,0.0,4.5,0.0,37.0,15.0,15.0,50.0,50.0,47.0,507.2,429.5,25
10,,Niphad,Niphad,118.1,10.0,5.0,0.0,0.0,41.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,3.2,18.7,30.0,7.3,135.2,88.6,9
11,,Sinnar,Sinnar,152.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,8.8,0.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.2,0.0,4.6,11.0,11.2,89,82.9,7
12,,Yevla,Yeola,107.4,0.0,0.0,0.0,112.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,41.0,5.0,4.0,12.0,3.0,3.0,202,139.2,11
13,,Chandwad,Chandwad,145.1,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,41.0,2.0,5.0,4.0,11.0,5.0,100.2,10.7,8
14,,Trimbakeshwar,Tryambakeshwar,936.4,55.0,43.0,0.0,0.0,0.0,32.0,7.0,0.0,2.0,15.0,11.0,7.0,9.0,13.0,9.0,0.0,0.0,2.0,2.0,6.0,6.0,12.0,3.0,0.0,0.0,24.0,11.0,9.0,13.0,52.0,40.0,383,193.3,20
15,,Devali,Devala,198.1,0.0,0.0,0.0,1.8,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.0,0.0,2.0,0.0,4.0,58.8,29.7,5
