Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,112.3,0.0,0.0,0.0,6.0,0.5,0.0,0.0,17.0,0.0,0.0,0.0,3.0,18.0,0.0,14.0,7.0,2.0,8.0,0.0,2.0,0.0,5.0,0.0,51.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,138.5,123.3,10
2,,,Dabhadi,112.3,0.0,0.0,0.2,0.1,0.3,86.7,0.0,0.5,0.0,0.0,0.0,0.1,0.9,0.0,0.0,19.4,2.0,8.0,0.0,1.0,0.0,2.6,1.0,51.0,2.0, - , - ,0.0,0.0, - ,0.0,175.8,156.5,5
3,,,Wadner,112.3,0.0,0.0,0.2,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,10.6,0.0,11.2,7.2,3.0,12.2,0.2,4.0,0.0,5.2,0.0,51.2,0.0,2.4,0.0,0.4,0.0,0.0,0.0,119,106,10
4,,,Karanjgavhan,112.3,0.2,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,14.0,0.0,19.0,8.0,3.0,21.0,1.0,6.0,0.0,8.0,1.0,48.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,147.2,131.1,10
5,,,Zodga,112.3,0.0,1.4,3.4,6.0,0.0,0.0,0.0,1.6,0.0,0.0,2.8,0.0,60.0,0.0,11.6,8.0,3.2,16.4,0.0,3.2,0.0,4.6,1.0,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.4,155.3,11
6,,,Kalwadi,112.3,0.0,0.0,0.0,5.0,0.0,4.0,0.0,8.0,0.0,0.0,3.0,6.0,1.0,0.0,1.0,1.0,6.0,2.0,3.0,1.0,0.0,2.0,0.0,25.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,74,65.9,9
7,,,Kaulane,112.3,1.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,19.0,0.0,14.0,34.0,3.0,10.0,0.0, - ,0.0,4.0,0.0,62.0,1.0,0.0, - , - ,0.0,0.0,0.0,163,145.1,9
8,,,Saudane,112.3,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,11.0,4.0,0.0,0.0,0.0,1.0,0.0,54.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,94,83.7,6
9,,,Sayane,112.3,0.0,0.0,0.0,8.0,2.0,1.0,0.0,28.0,1.0,0.0,1.0,3.0,14.0,0.0,22.0,8.0,1.0,24.0,2.0,0.0,0.0,0.0,0.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,178,182.4,8
10,,Baglan,Satana,97.6,0.0,13.6,0.0,10.2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,6.2,10.0,0.0,0.6,9.0,3.6,2.4,0.4,1.0,0.0,1.6,0.0,51.0,2.4,4.0,0.0,0.0,6.0,0.0,0.8,124,127,9
