Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,39.0,8.0,0.0,13.0,0.0,0.0,2.0,3.0,0.0,0.0,30.0,0.0,3.0,23.0,0.0,4.0, - ,0.0,0.0,0.0,0.0, - ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,220.5,7
2,,,Dabhadi,39.0,1.0,0.0,3.0, - ,0.0,14.0,15.0,0.0,9.0, - , - ,3.0,3.0,0.0,3.0, - ,0.0,0.0,0.0,0.0,0.0,0.0, - ,0.0, - ,0.0,0.0,0.0,0.0,0.0,0.0,51,130.8,7
3,,,Wadner,39.0,0.0,0.0, - , - ,2.2,0.0,27.6,0.0,0.0,76.8,3.2,1.0,8.0,0.0,0.0, - ,0.0,0.0,0.0,0.0, - , - , - , - , - , - , - , - , - , - , - ,118.8,304.6,4
4,,,Karanjgavhan,39.0,17.0,0.0,0.0,0.0,18.0,0.0,44.0,0.0,0.0,60.0,0.0,5.0,31.0,0.0,0.0, - ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175,448.7,6
5,,,Zodga,39.0,6.4,21.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,1.4,0.0,0.0,1.6, - ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, - ,0.0,0.0,0.0, - ,0.0,39.8,102.1,3
6,,,Kalwadi,39.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,9.0,8.0,21.0,8.0,0.0,15.0, - ,0.0,0.0,0.0,0.0,0.0,0.0, - ,0.0, - ,0.0,0.0,0.0,0.0, - ,0.0,87,223.1,7
7,,,Kaulane,39.0,0.0, - ,3.4, - , - ,1.4,0.0,0.0, - ,32.5,0.0,27.4,22.6,0.0,14.2, - ,0.0,0.0, - , - , - ,0.0, - , - , - , - , - , - , - , - , - ,101.5,260.3,5
8,,,Saudane,39.0,0.0,0.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,11.0,0.0,0.0,13.0, - ,0.0,0.0,0.0, - , - ,0.0,0.0,0.0,0.0,0.0, - , - , - , - , - ,58,148.7,6
9,,,Sayane,39.0,42.0,0.0,7.0,0.0,0.0,0.0,1.0, - , - ,16.0,0.0,10.0,1.0, - ,24.0, - ,0.0, - , - , - , - , - ,0.0,0.0,0.0,0.0,0.0,0.0, - , - , - ,101,249.4,5
10,,Baglan,Satana,40.5,0.0,0.0,0.0,0.0,1.8,0.0,3.4,2.8,2.8,2.0,0.0,0.0,2.2,0.0,7.4, - ,0.0,0.0, - , - , - , - , - , - , - , - , - , - , - , - , - ,22.4,55.3,4
11,,,Brahmangaon,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, - , - , - ,0.0,0.0,14.0, - , - ,0.0,0.0,0.0,0.0, - , - ,0.0, - , - , - , - , - , - , - ,14,34.6,1
12,,,Nampur,40.5,0.0,0.9,0.0,0.0,5.6,0.0,0.0,33.8,0.0,3.4,1.6,0.2,9.8,0.0,2.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0, - ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.5,144.4,4
13,,,Jaikheda,40.5,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,5.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0, - ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4,97.3,4
14,,,Virgaon,40.5,0.0,0.0,2.5,0.0,0.0, - ,3.1,11.0,0.2,0.5,0.6,1.5,0.3,0.0,2.3, - , - ,0.0, - ,0.0, - ,0.0, - , - , - , - , - , - , - , - , - ,22,54.3,2
15,,,Dangsaudane,40.5,0.0,0.0,21.2,0.0,0.0,0.0,0.0,17.2,0.0,9.0,3.4,0.0, - ,0.0,0.0, - , - ,0.0, - ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, - ,50.8,125.4,4
16,,,Mulher,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,0.0,0.0,4.8,0.0,0.0,0.0,0.0, - ,0.0,0.0,0.0, - , - , - ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2,72.1,2
17,,,Taharabad,40.5,-,41.0,170.0,39.0,0.0, - , - ,11.0,0.0,7.8,9.2, - , - , - ,0.0, - ,0.0, - , - , - , - ,0.0, - ,0.0,0.0, - , - , - , - ,0.0,0.0,278,508.2,6
18,,Kalwan,Kalwan,54.7,0.0,0.0,16.6,0.0,0.0,1.7,0.0,27.4,0.0,0.0,25.2,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, - ,73.3,134,3
19,,,Navibej,54.7,0.0,0.0,4.6,0.0,0.0,0.0,0.0,9.2,1.4,0.4,17.4,1.0,0.0,0.0,0.2, - ,0.0,0.0,0.0, - , - , - , - , - , - , - , - , - , - , - , - ,34.2,62.5,3
20,,,Mokbhangi,54.7,0.0,0.0,17.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0, - ,0.0,0.0,0.0, - ,28.7, - , - , - , - , - , - , - , - , - , - ,55.7,101.8,4
21,,,Kanashi,54.7,0.0,0.0,23.0,0.0,0.6,0.0,0.0,0.0,0.0,7.2,0.5,0.0,0.0,0.0,0.0, - ,0.0,0.0,0.0, - ,0.0,0.0,0.0,0.0,0.0, - ,0.0, - ,0.0, - , - ,31.3,57.2,2
