Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,102.3,0.0,2.0,4.0,5.0,3.0,0.0,58.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,73.0,5.0,1.0,1.0,0.0,0.0,5.0,7.0,0.0,0.0,12.0,3.0,4.0,0.0,0.0,0.0,209,204.3,12
2,,,Dabhadi,102.3,0.0,2.0,4.0,5.0,3.0,0.0,58.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,6.5,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.3,0.8,0.0,0.0,0.0,107.1,104.7,6
3,,,Wadner,102.3,0.0,2.0,4.0,5.0,3.0,0.0,58.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,109.5,7
4,,,Karanjgavhan,102.3,0.0,2.0,4.0,5.0,3.0,0.0,58.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,1.9,4.0,2.6,3.0,0.2,1.4,4.8,0.0,0.2,0.0,1.4,3.0,1.0,0.0,0.0,0.0,121.5,118.8,10
5,,,Zodga,102.3,0.0,2.0,4.0,5.0,3.0,0.0,58.0,0.0,25.0,1.0,0.0,0.0,0.0,32.5,0.0,4.4,3.2,0.0,0.0,0.0,1.4,6.4,0.0,0.0,12.4,5.2,2.2,0.0,0.0,0.0,165.7,162,11
6,,,Kalwadi,102.3,0.0,2.0,4.0,5.0,3.0,0.0,58.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,8.0,2.0,0.0,4.0,0.0,8.0,2.0,4.0,1.0,0.0,0.0,0.0,132,129,10
7,,,Kaulane,102.3,0.0,2.0,4.0,5.0,3.0,0.0,58.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,3.0,4.0,0.0,0.0,0.0,199,194.5,8
8,,,Saudane,102.3,0.0,2.0,4.0,5.0,3.0,0.0,58.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,73.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,190,185.7,8
9,,,Sayane,102.3,0.0,2.0,4.0,5.0,3.0,0.0,58.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,61.0,5.0,1.0,8.0,0.0,0.0,22.0,0.0,0.0,2.0,10.0,6.0,3.0,3.0,0.0,0.0,219,219.4,13
10,,Baglan,Satana,99.8,0.0,29.0,0.0,2.0,2.0,0.0,60.0,0.0,52.0,2.0,0.0,0.0,0.0,0.0,10.2,0.0,2.5,7.6,1.0,0.0,11.5,1.2,0.0,0.0,7.0,1.3,0.2,0.0,0.0,0.0,189.5,189.9,7
