Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,104.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,8.2,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,35.0,36.8,0.0,2.1,34.2,0.0,0.0,0.0,143.8,146.1,7
2,,Baglan,Satana,98.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,52.0,49.0,0.0,2.0,0.0,0.0,0.0,0.0,140,85.9,3
3,,Kalwan,Kalwan,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,25.0,5.0,46.0,7.0,1.0,1.0,1.0,1.0,1.0,114,105.6,6
4,,Nandgaon,Nandgaon,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,10.0,180.0,5.0,6.0,10.0,0.0,0.0,0.0,394,71.6,9
5,,Surgana,Surgana,550.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,19.0,9.0,14.0,3.0,3.0,2.0,15.0,19.0,6.0,10.0,8.0,4.0,13.0,10.0,8.0,7.0,0.0,2.0,29.0,17.0,4.0,232,172,19
6,,Nasik,Nasik,134.9,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.7,8.0,19.5,0.5,1.1,0.0,3.0,0.0,2.0,11.0,0.7,2.0,4.0,1.5,3.2,0.0,64.3,16.0,2.0,5.0,13.0,3.5,1.0,162.5,89.2,11
7,,Dindori,Dindori,182.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,7.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,2.0,0.0,0.0,4.0,0.0,42.0,1.0,0.0,14.0,0.0,4.0,3.0,118,11.2,10
8,,Egatpuri,Igatpuri,1057.4,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,14.0,22.0,25.0,15.0,26.0,14.0,6.0,8.2,4.0,33.0,15.0,14.0,20.0,41.0,20.0,2.2,39.0,9.0,21.0,28.0,99.0,35.2,23.0,536.6,81.3,23
9,,Peth,Peth,660.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,28.0,14.0,15.0,0.0,0.0,11.0,14.0,12.0,0.0,25.0,17.0,5.0,17.0,12.0,5.0,32.0,0.0,0.0,0.0,18.0,35.0,5.0,285,345.9,18
10,,Niphad,Niphad,82.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,25.0,4.0,5.0,3.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,3.0,4.0,67.0,6.0,0.0,5.0,3.0,2.0,1.0,166,158.9,12
11,,Sinnar,Sinnar,104.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,6.2,3.4,2.2,43.2,5.3,0.0,13.8,13.2,0.0,5.2,111,136.5,9
12,,Yevla,Yeola,81.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,3.0,7.0,4.0,17.0,76.0,3.0,2.0,4.0,0.0,0.0,0.0,151,125.8,10
13,,Chandwad,Chandwad,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,25.0,22.0,120.0,72.0,2.0,0.0,0.0,0.0,0.0,270,40.9,6
14,,Trimbakeshwar,Tryambakeshwar,660.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,3.0,10.0,8.0,5.0,0.0,11.0,23.0,8.0,9.0,22.0,14.0,2.0,0.0,47.0,2.0,12.0,6.0,46.0,19.0,14.0,291,235.4,18
15,,Devali,Devala,123.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,33.0,37.0,41.0,0.0,0.0,0.0,0.0,0.0,131,106,5
