Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,121.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.8,0.0,0.0,0.0,51.6,41.8,2
2,,Baglan,Satana,123.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,20,12.8,3
3,,Kalwan,Kalwan,156.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,21.0,0.0,0.0,3.0,0.0,0.0,0.0,37,26.2,4
4,,Nandgaon,Nandgaon,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,6.0,0.0,0.0,0.0,17,5.3,2
5,,Surgana,Surgana,323.6,12.0,11.0,0.0,0.0,2.0,22.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,26.0,0.0,2.0,0.0,2.0,110,67.8,9
6,,Nasik,Nasik,162.3,1.5,6.0,5.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,4.4,10.3,28.5,0.0,0.0,0.5,2.5,0.0,0.0,78.7,55,6
7,,Dindori,Dindori,143.1,2.0,3.0,2.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,3.0,1.0,0.0,36.0,5.0,0.0,0.0,66,14.2,6
8,,Egatpuri,Igatpuri,463.4,18.0,46.2,16.0,0.0,8.0,15.2,7.0,5.0,10.0,2.2,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,10.0,6.2,13.0,1.0,4.2,6.0,0.0,1.0,181,53.7,15
9,,Peth,Peth,337.1,13.0,8.0,4.0,5.0,0.0,6.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,59.0,21.0,0.0,0.0,136,107.6,10
10,,Niphad,Niphad,126.4,4.0,1.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,39,26.7,6
11,,Sinnar,Sinnar,145.8,2.2,6.2,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.4,0.0,0.0,7.6,24.1,23.4,0.8,0.0,0.0,72,57.9,5
12,,Yevla,Yeola,124.4,0.0,3.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,29.0,56.0,0.0,18.0,0.0,0.0,0.0,124.5,90.5,5
13,,Chandwad,Chandwad,137.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,3.6,1
14,,Trimbakeshwar,Tryambakeshwar,337.1,19.0,22.0,11.0,0.0,9.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,16.0,8.0,0.0,11.0,0.0,43.0,3.0,0.0,0.0,182,136.1,11
15,,Devali,Devala,133.7,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,46.0,0.0,0.0,15.0,0.0,0.0,0.0,82,61.3,6
