Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,102.3,0.0,14.8,15.6,0.0,34.8,19.8,6.2,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,14.2,116.3,116.5,8
2,,Baglan,Satana,99.8,0.0,0.0,26.0,0.0,35.0,15.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,108,89.6,6
3,,Kalwan,Kalwan,120.6,10.0,0.0,2.0,0.0,18.0,9.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,77,71,5
4,,Nandgaon,Nandgaon,108.5,10.0,10.0,18.0,34.0,44.0,24.0,27.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,20.0,221,139.6,10
5,,Surgana,Surgana,158.3,0.0,0.0,41.0,8.0,16.0,20.0,10.0,0.0,3.0,0.0,0.0,6.0,5.0,51.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,183,195.7,13
6,,Nasik,Nasik,93.5,33.0,33.0,28.0,44.0,6.0,76.0,29.0,2.0,1.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,274.5,240.4,9
7,,Dindori,Dindori,114.2,4.0,4.0,5.0,0.0,5.0,48.0,19.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,114,24.5,8
8,,Egatpuri,Igatpuri,465.0,0.0,66.0,0.0,15.0,4.0,29.0,52.0,9.0,8.0,1.0,4.0,3.0,44.0,35.0,23.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.2,23.0,16.0,6.0,9.0,30.0,0.0,16.0,398.4,152.9,19
9,,Peth,Peth,260.5,0.0,0.0,46.0,0.0,3.0,13.0, - , - , - , - , - , - , - , - ,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,10.0,0.0,16.0,113,112.4,7
10,,Niphad,Niphad,100.5,45.0,45.0,20.0,36.0,12.0,8.0,22.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,208,232.9,10
11,,Sinnar,Sinnar,89.3,45.2,45.2,23.6,50.4,7.4,44.6,13.6,1.8,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,245.4,218.3,8
12,,Yevla,Yeola,112.4,9.0,9.0,6.0,29.0,6.0,21.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,49.0,159,137.4,10
13,,Chandwad,Chandwad,115.7,30.0,30.0,8.0,0.0,28.0,3.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,138,53,7
14,,Trimbakeshwar,Tryambakeshwar,260.5,0.0, - , - ,0.0,3.0,42.0,25.0,4.0,5.0,0.0,0.0,0.0,19.0,39.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,2.0,0.0,0.0,13.0,169,146.4,12
15,,Devali,Devala,115.4,13.0,13.0,12.3,0.0,14.0,16.0,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,120,104,7
