Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,104.4,0.0,16.5,16.5,9.4,69.0,0.0,6.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,106.0,0.5,0.0,0.0,0.0,0.0,11.0,240,243.9,8
2,,Baglan,Satana,98.4,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,46.0,13.0,0.0,0.0,0.0,0.0,10.0,79,48.5,5
3,,Kalwan,Kalwan,163.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,95.0,14.0,0.0,0.0,0.0,0.0,3.0,143,132.4,7
4,,Nandgaon,Nandgaon,108.0,0.0,5.0,5.0,20.0,42.0,0.0,4.0,0.0,4.0,3.0,0.0,5.0,29.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,72.0,6.0,0.0,0.0,0.0,0.0,4.0,202,36.7,12
5,,Surgana,Surgana,550.2,0.0,12.0,0.0,1.0,31.0,11.0,21.0,31.0,33.0,36.0,59.0,46.0,9.0,5.0,4.0,15.0,3.6,14.0,44.0,3.0,1.2,0.0,0.1,14.0,133.0,47.0,1.0,1.0,1.2,11.4,31.0,619.5,459.2,22
6,,Nasik,Nasik,134.9,0.0,0.0,0.0,0.0,1.0,2.0,11.0,12.0,10.0,9.0,7.0,8.0,1.0,2.0,3.0,2.0,0.0,4.0,8.0,2.0,0.0,0.0,9.0,0.0,20.0,27.0,0.0,0.0,0.0,0.0,3.0,141,77.4,13
7,,Dindori,Dindori,182.1,0.0,1.0,0.0,1.0,2.0,1.0,10.0,1.0,2.0,0.0,43.0,64.0,33.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,12.0,0.0,0.0,0.0,0.0,2.0,214,20.2,7
8,,Egatpuri,Igatpuri,1057.4,3.0,24.0,12.0,5.0,38.2,23.0,124.0,106.0,64.0,61.0,15.2,48.3,16.0,12.0,17.0,22.0,0.0,33.2,33.2,14.0,0.0,1.0,2.4,12.0,74.0,82.2,1.0,0.0,0.0,0.0,23.0,866.7,131.3,23
9,,Peth,Peth,660.0,0.0,0.0,1.0,3.5,38.2,10.2,22.8,31.4,35.0,34.0,0.0,4.0,7.0,6.0,5.0,9.5,3.0,9.5,22.6,8.2,0.0,1.0,0.0,2.0,73.0,62.2,4.0,0.0,0.0,1.5,23.0,417.6,506.8,20
10,,Niphad,Niphad,82.4,0.0,17.0,2.0,0.0,7.0,2.0,6.0,2.0,2.0,3.0,0.0,6.4,3.4,0.0,2.0,0.0,0.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,123.8,118.5,9
11,,Sinnar,Sinnar,104.5,0.0,3.4,0.0,0.0,24.0,2.8,0.0,0.0,4.6,4.8,2.6,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,25.3,7.0,0.0,0.0,0.0,0.0,0.0,84.1,103.4,11
12,,Yevla,Yeola,81.3,0.0,49.0,0.0,8.0,13.0,8.0,5.0,2.0,1.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,25.3,8.9,0.0,0.0,0.0,0.0,0.0,130.4,108.7,9
13,,Chandwad,Chandwad,120.0,0.0,3.0,0.0,25.0,0.0,0.0,5.0,88.0,3.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,57.0,0.0,1.0,0.0,0.0,0.0,248,37.6,11
14,,Trimbakeshwar,Tryambakeshwar,660.0,0.0,2.0,0.0,1.0,0.0,13.0,73.0,0.0,50.0,34.0,32.0,73.0,39.0,0.0,10.0,13.0,0.0,11.0,36.0,21.2,1.6,1.0,2.4,0.0,51.0,6.5,0.0,1.0,0.0,0.0,0.0,471.7,381.6,14
15,,Devali,Devala,123.6,0.0,5.0,0.0,7.0,0.0,0.0,5.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,55,44.5,7
