Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,102.3,0.0,0.0,0.0,4.2,0.0,5.8,0.0,0.0,0.0,0.0,3.2,9.4,0.0,3.5,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,44.2,19.4,12.3,10.0,2.2,0.0,128.7,129,11
2,,Baglan,Satana,99.8,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,7.0,27.0,0.0,25.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,51.0,55.0,9.0,35.0,14.0,5.0,245.2,203.3,11
3,,Kalwan,Kalwan,120.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,14.0,1.0,42.0,0.0,0.0,10.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,48.0,89.0,70.0,39.0,11.0,22.0,410,377.9,12
4,,Nandgaon,Nandgaon,108.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,60.0,6.0,4.0,0.0,2.0,178,112.4,7
5,,Surgana,Surgana,158.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,15.0,24.0,0.0,0.0,10.0,0.0,0.0,12.0,0.0,0.0,1.0,2.0,22.0,70.0,154.0,99.0,139.0,65.0,56.0,688,735.8,12
6,,Nasik,Nasik,93.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,3.0,24.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,44.0,67.0,78.0,51.0,30.0,39.0,394.1,345.1,10
7,,Dindori,Dindori,114.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,3.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,27.0,61.0,29.0,26.0,20.0,42.0,277,59.6,12
8,,Egatpuri,Igatpuri,465.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,42.0,19.0,0.0,11.2,1.0,0.0,5.0,29.0,7.2,18.2,45.0,5.2,18.0,74.0,141.0,237.0,169.0,99.2,81.0,83.0,1130,433.8,19
9,,Peth,Peth,260.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.2,0.0,8.0,0.0,0.0,3.0,0.0,9.0,7.0,0.0,12.0,11.0,11.0,50.0,145.0,98.7,137.0,65.0,89.0,668.9,665.6,14
10,,Niphad,Niphad,100.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,9.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,38.0,51.0,126.0,13.0,16.0,405,453.5,11
11,,Sinnar,Sinnar,89.3,0.0,0.0,16.8,0.0,0.0,0.0,0.0,0.0,0.0,3.6,14.6,20.6,0.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.4,30.4,48.6,13.6,4.0,17.4,228.4,203.2,11
12,,Yevla,Yeola,112.4,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,34.0,20.0,8.0,1.0,1.0,162,140,9
13,,Chandwad,Chandwad,115.7,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,26.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,46.0,15.0,24.0,8.0,24.0,304,116.7,12
14,,Trimbakeshwar,Tryambakeshwar,260.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,44.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,5.0,4.0,35.0,125.0,113.0,174.0,109.0,91.0,115.0,844,731.4,13
15,,Devali,Devala,115.4,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,11.0,7.0,18.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,28.0,14.0,14.0,12.0,17.0,186,161.2,11
