Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,534.8,0.0,8.2,0.0,0.0,0.0,2.4,4.0,16.0,32.0,0.0,15.1,2.7,0.0,0.0,44.0,67.0,33.8,0.0,41.0,8.0,1.0,0.0,131.6,51.6,94.0,13.8,0.0,18.2,30.0,2.2,616.6,129.3,17
2,,Kalyan,476.8,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,10.0,12.0,38.0,2.0,1.0,0.0,44.0,52.0,70.0,0.0,38.0,9.0,0.0,0.0,59.0,27.0,36.0,6.0,0.0,5.0,9.0,1.0,438,115.8,16
3,,Murbad,378.3,0.0,5.0,0.0,0.0,1.2,11.0,5.0,11.3,0.0,8.0,23.0,7.0,20.0,0.0,20.0,48.0,68.3,0.0,29.1,30.2,2.3,0.0,8.1,2.1,38.0,3.0,0.0,1.0,24.0,0.0,365.6,77.5,17
4,,Bhivandi,471.7,0.0,12.0,0.0,0.0,2.0,0.0,9.0,15.0,0.0,10.0,42.0,2.0,0.0,0.0,10.0,28.0,40.0,0.0,24.0,9.0,0.0,1.0,46.0,25.0,58.0,42.0,0.0,14.0,11.0,0.2,400.2,97,16
5,,Shahapur,412.7,0.0,0.2,0.0,0.0,4.8,0.0,9.0,0.0,2.0,12.6,20.4,8.0,0.0,0.0,14.8,52.2,43.0,3.0,15.0,0.2,0.0,0.0,18.0,52.0,32.1,5.0,1.0,0.4,16.0,1.4,311.1,68.1,15
6,,Ulhasnagar,457.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,37.0,4.0,2.6,0.0,7.0,85.8,68.3,0.0,38.2,20.3,0.0,0.0,58.0,16.2,41.2,0.0,0.0,14.0,10.0,1.2,410.8,89.9,14
7,,Ambarnath,457.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.3,2.0,3.1,30.1,3.0,10.2,0.0,8.0,55.0,65.0,0.0,34.0,17.0,1.5,0.0,41.4,12.6,31.4,2.0,0.0,7.8,15.6,0.0,347.5,64.3,15
8,Raigadh,Alibag,540.8,0.0,2.6,0.0,0.0,0.0,1.8,0.4,29.0,5.9,0.0,10.0,7.3,0.0,9.0,6.0,43.3,67.0,1.5,82.3,1.0,8.0,25.0,55.0,22.0,90.0,24.0,0.0,5.4,24.6,7.0,528.1,93.1,19
9,,Panwel,567.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,15.0,1.6,44.4,3.4,0.0,0.0,25.0,61.0,125.0,4.0,63.0,5.0,0.0,0.0,48.0,88.0,52.4,2.0,0.0,2.4,6.4,0.0,602.6,109.8,14
10,,Karjat,548.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,5.0,68.0,8.5,5.0,0.0,23.0,74.0,250.0,0.0,58.0,9.0,0.0,0.0,31.0,103.0,29.0,4.0,3.0,3.0,32.0,3.5,724,128.5,18
11,,Khalapur,563.4,0.0,0.0,0.0,0.0,0.0,0.0,1.2,24.2,1.2,2.0,19.2,22.2,0.0,0.0,20.0,45.0,100.0,0.0,50.0,0.0,1.0,1.0,24.3,28.0,17.0,4.0,0.0,1.0,8.0,7.0,376.3,71.8,13
12,,Uran,524.2,0.0,11.0,0.0,6.0,0.0,0.0,0.0,7.0,5.0,4.0,35.0,1.0,0.0,2.0,15.0,62.0,93.0,10.0,86.0,0.0,5.0,0.0,92.0,34.0,80.0,18.0,0.0,1.0,4.0,0.0,571,77.6,17
13,,Sudhagad,735.6,0.0,2.3,0.0,0.0,0.0,1.0,9.0,3.5,2.0,39.0,26.3,18.2,0.0,1.0,13.0,51.0,96.2,0.0,13.0,0.0,0.0,0.0,2.5,5.1,30.5,11.0,0.0,34.2,22.2,9.0,390,70.4,15
14,,Pen,554.1,0.0,1.2,0.0,0.0,0.0,0.0,9.2,11.2,15.2,0.0,31.4,9.2,5.2,0.0,7.4,31.4,71.2,0.0,49.2,0.0,0.0,2.2,19.2,7.4,32.2,4.2,0.0,4.2,7.2,3.2,321.6,49.4,17
15,,Mahad,651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,40.0,3.3,39.0,2.2,4.6,20.1,61.1,24.1,16.3,54.0,3.8,8.0,0.0,6.1,13.0,14.4,0.0,0.0,21.1,7.3,5.0,346.9,55,18
