Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,334.4,88.0,16.4,8.0,3.0,30.2,22.6,14.0,14.8,63.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,39.0,8.0,0.0,58.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,0.0,0.0,399,132.3,15
2,,Kalyan,301.7,106.0,11.0,3.0,1.0,66.0,50.0,18.0,30.0,57.0,8.0,1.0,1.0,0.0,2.0,0.0,21.0,58.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,4.0,0.0,473,136.3,13
3,,Murbad,347.1,86.1,11.0,3.0,4.1,31.2,49.0,14.2,6.2,115.0,4.2,0.0,2.3,0.0,0.0,0.0,4.0,104.2,21.2,14.2,1.0,0.0,1.0,0.0,0.0,5.4,0.0,0.0,0.0,2.0,6.2,485.5,143.8,16
4,,Bhivandi,337.6,76.0,8.0,3.0,0.0,8.0,24.0,9.0,18.0,66.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,10.0,0.0,391,115.6,13
5,,Shahapur,338.1,45.6,11.0,11.8,2.6,11.0,81.8,25.2,44.8,69.2,6.4,1.2,1.0,0.0,0.0,0.2,2.2,63.0,11.0,0.0,0.2,0.0,0.0,0.0,0.0,45.0,0.0,0.0,10.0,9.0,0.0,452.2,149.8,15
6,,Ulhasnagar,301.9,130.5,19.5,6.0,0.0,50.0,50.4,10.0,31.0,34.8,6.8,1.3,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,452.3,149.8,12
7,,Ambarnath,301.9,91.2,20.5,9.3,0.0,62.2,50.3,10.6,34.0,32.0,10.2,0.0,0.0,0.0,0.0,0.0,1.0,64.4,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,7.6,5.2,8.2,422.3,134.9,14
8,Raigadh,Alibag,313.1,50.0,11.6,6.2,0.2,2.2,42.0,42.4,10.6,40.9,8.0,21.0,2.6,1.0,2.0,8.0,15.0,16.0,50.1,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,2.0,4.0,1.0,337.9,84.1,15
9,,Panwel,402.0,162.8,24.4,12.2,5.0,6.6,16.6,33.4,44.0,63.0,10.8,0.0,0.0,0.0,0.0, - ,1.0,10.8,10.2,65.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,10.2,506.6,116.2,15
10,,Karjat,436.0,64.9,38.5,19.5,7.0,12.5,27.7,37.5,21.7,63.7,21.0,1.8,0.0,0.0,0.0,8.8,0.0,31.4,31.7,28.4,0.0,0.0,0.0,0.0,0.0,24.2,0.0,21.2,42.0,0.0,12.2,515.7,112.5,18
11,,Khalapur,458.5,84.0,25.0,10.0,10.0,7.0,20.0,50.0,20.0,52.0,22.0,3.0,0.0,0.0,0.0, - ,8.0,15.0,22.0,7.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,55.0,20.0,0.0,11.0,478,156.1,19
12,,Uran,306.3,75.0,6.0,7.0,0.0,0.0,13.0,12.0,26.0,32.0,0.0,3.0,0.0,0.0,0.0, - ,0.0,50.0,53.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,304,67.2,13
13,,Sudhagad,452.1,99.1,46.2,11.1,5.0,13.3,50.2,73.4,8.4,94.0,34.0,5.2,1.2,0.0,23.3,1.3,11.4,31.3,2.3,20.2,2.0,0.0,0.0,0.0,0.0,23.4,0.0,9.1,4.0,11.0,5.2,585.6,143.8,20
14,,Pen,407.3,63.0,23.4,7.4,5.2,5.2,19.2,33.4,7.2,27.4,9.2,4.2,1.2,0.0,0.0,7.4,0.0,2.2,19.2,4.2,3.2,21.2,0.0,0.0,0.0,4.2,7.2,0.0,13.4,2.0,4.2,294.4,71.1,20
15,,Mahad,414.1,52.5,65.0,11.0,8.0,15.0,35.9,56.0,2.5,68.7,33.0,4.0,2.0,0.0,9.0,8.0,4.0,1.2,46.0,4.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,2.0,8.0,29.0,24.0,495.2,127.9,19
16,,Mangaon,387.1,61.4,45.0,24.8,5.0,10.3,48.0,26.4,16.2,90.2,24.0,5.0,5.0,0.0,3.6,1.4,25.8,9.2,3.6,21.8,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,10.2,17.7,9.8,474.4,129.5,21
17,,Roha,366.3,69.0,47.0,20.9,3.6,16.0,78.0,44.0,7.0,65.8,21.0,5.0,3.2,0.0,30.0,9.0,3.0,12.0,25.0,12.0,0.0,1.0,0.0,0.0,0.0,59.0,1.0,11.0,29.0,6.0,18.0,596.5,144.6,23
18,,Poladpur,412.4,61.0,69.0,9.0,9.0,23.0,35.0,48.1,5.0,57.0,22.0,5.0,1.0,0.0,1.0,18.0,1.0,6.0,20.0,3.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,5.0,28.0,22.0,32.0,494.1,141.7,20
19,,Murud,348.8,24.0,32.0,0.0,6.0,7.0,75.0,24.0,27.0,104.0,20.0,5.0,3.0,0.0,36.0,8.0,5.0,8.0,103.0,4.0,30.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,3.0,4.0,28.0,574,170.3,22
20,,Shriwardhan,337.1,43.0,55.0,5.0,15.0,27.0,92.0,50.0,12.0,84.0,15.0,4.0,2.0,0.0,2.0,20.0,22.0,0.0,100.0,48.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,70.0,0.0,66.0,740,187.7,19
21,,Mahasala,394.3,85.4,48.0,22.0,4.2,21.0,47.4,30.0,5.2,126.4,22.0,2.0,0.0,0.0,6.6, - ,10.0,10.4,37.2,8.0,0.0,0.0,0.0,0.0,0.0,29.4,0.0,3.0,29.2,0.0,21.0,568.4,146.8,19
22,,Tala,387.1,50.0,53.0,16.0,21.0,11.0,74.0,21.0,40.0,111.0,27.0,6.0,2.0,0.0,50.0, - ,5.0,0.0,3.0,23.0,0.0,0.0,0.0,0.0,2.0,11.4,2.0,27.0,13.0,1.0,15.0,584.4,136.1,19
23,Ratnagiri,Chiplun,429.5,119.0,47.0,9.0,7.0,42.0,110.0,38.0,13.0,84.0,28.0,6.0,2.0,0.0,3.0,2.0,9.0,2.0,14.0,87.0,1.0,0.0,0.0,0.0,4.0,0.0,52.0,8.0,22.0,32.0,127.0,868,207.4,21
24,,Dapoli,418.5,100.4,58.0,7.7,9.1,35.4,120.0,64.0,29.2,193.2,18.8,8.8,18.8,0.0,3.8,0.8,16.4,0.0,137.0,22.0,10.6,0.0,0.0,0.0,0.0,8.0,0.0,1.9,2.9,12.2,26.2,905.2,221,21
25,,Khed,409.6,76.0,75.0,12.0,7.0,52.0,79.0,33.0,23.0,108.0,25.0,2.0,1.0,1.0,3.0,5.0,5.0,2.0,12.0,40.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,0.0,34.0,632,96.1,18
26,,Guhagar,657.9,51.0,25.0,8.0,8.0,19.0,88.0,56.0,4.0,90.0,16.0,8.0,4.0,1.0,2.0,1.0,20.0,3.0,24.0,15.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,55.0,512,116.5,19
27,,Mandangad,439.6,63.0,77.0,10.0,10.0,22.0,61.0,49.0,12.0,66.0,16.0,6.0,2.0,0.0,5.0,5.0,12.0,12.0,16.0,66.0,33.0,0.0,0.0,0.0,5.2,24.0,0.0,1.0,43.0,2.8,38.0,657,189.1,23
28,,Ratnagiri,347.5,12.5,9.4,1.0,1.6,12.6,44.4,34.5,3.2,57.1,34.1,2.6,0.9,9.1,10.1,0.0,1.2,2.6,14.3,54.6,0.1,0.0,0.0,0.0,0.0,2.2,0.0,6.9,10.7,9.0,58.0,392.7,91.4,18
29,,Sangameshwar,429.7,146.0,60.0,25.0,17.0,82.0,119.0,29.0,40.0,118.0,89.0,3.0,3.0,0.0,36.0,1.0,5.0,14.0,25.0,30.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,77.0,10.0,41.0,49.0,1024,284.7,22
30,,Rajapur,359.7,34.0,12.0,15.0,4.0,26.0,30.0,59.0,20.0,49.0,14.0,5.0,4.0,1.0,1.0,0.0,6.0,68.0,26.0,37.0,4.0,0.0,0.0,0.0,0.0,17.0,0.0,13.0,42.0,2.0,64.0,553,143.3,21
31,,Lanja,386.0,23.0,21.0,6.0,5.0,24.0,53.0,24.0,4.0,71.0,8.0,14.0,3.0,2.0,0.0,1.0,3.0,4.0,12.0,32.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,80.0,31.0,83.0,529,185.2,21
32,Sindhudurg,Devgad,285.6,5.0,9.0,6.0,20.0,5.0,25.0,10.0,12.0,14.0,7.0,5.0,0.0,3.0,1.0,1.0,14.0,3.0,35.0,112.0,5.0,0.0,0.0,0.0,5.0,36.0,0.0,2.0,10.0,5.0,70.0,420,163.7,22
33,,Malwan,256.6,14.0,6.0,4.0,8.0,49.0,41.0,27.0,9.0,21.0,22.0,26.0,7.0,1.0,3.0,1.0,12.0,20.0,52.0,94.0,0.0,0.0,0.0,0.0,72.0,58.0,0.0,3.0,10.0,6.0,16.0,582,162.7,23
34,,Sawantwadi,357.8,27.0,11.0,15.0,51.0,12.5,49.0,17.0,21.7,34.0,27.0,15.0,2.0,5.0,1.0,1.0,17.0,25.0,38.0,34.0,13.0,0.0,0.0,0.0,76.0,0.0,12.0,35.0,19.0,11.0,17.0,586.2,198.4,23
35,,Vengurla,295.5,14.0,9.4,9.6,10.6,19.8,44.2,16.2,5.2,18.3,39.4,10.8,3.8,1.0,1.0,20.4,33.2,50.4,44.0,28.2,19.8,0.0,0.0,0.0,52.2,8.6,0.0,5.8,4.0,2.6,6.8,479.3,123.7,24
36,,Kankawali,387.6,13.0,18.0,17.0,16.0,28.0,39.0,31.0,8.0,46.0,54.0,18.0,8.0,0.0,4.0,0.0,42.0,34.0,19.0,72.0,3.0,0.0,0.0,0.0,45.0,23.0,0.0,22.0,39.0,5.0,38.0,642,221.8,24
37,,Kudal,289.4,36.0,23.0,18.0,22.0,28.0,41.0,14.0,10.0,18.0,55.0,12.0,5.0,7.0,0.0,6.0,23.0,35.0,39.0,42.0,29.0,0.0,0.0,0.0,45.0,27.0,0.0,26.0,22.0,5.0,8.0,596,78.3,25
38,,Vaibhavwadi,761.2,15.0,11.0,18.0,6.0,40.0,41.0,42.0,17.0,40.0,4.0,10.0,1.0,0.0,18.0,2.0,15.0,17.0,42.0,20.0,10.0,0.0,0.0,0.0,16.0,37.0,1.0,8.0,24.0,12.0,76.0,543,151.8,23
