Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,15.1,0.0,0.0,0.0,22.4,0.0,0.0,0.0,0.0,0.0,39.4,0.0,0.0,0.0,0.0,7.4,43.2,0.0,0.0,0.0,0.0,0.0,4.2,0.0,4.4,1.0,0.0, - , - , - , - ,122,748.5,6
2,,Kalyan,16.3,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,7.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,0.0, - , - , - , - ,116,571.4,5
3,,Murbad,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,8.0,0.0,0.0,0.0,2.1,2.1,4.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0, - , - , - , - ,31.7,296.3,4
4,,Bhivandi,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0, - , - , - , - ,40,253.2,3
5,,Shahapur,15.8,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.4,0.0, - , - , - , - ,31.4,192.6,5
6,,Ulhasnagar,16.3,0.0,0.0,0.0,45.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,27.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0, - , - , - , - ,129,791.4,6
7,,Ambarnath,16.3,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,31.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0, - , - , - , - ,96.3,472.1,4
8,Raigadh,Alibag,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,4.2,0.0,0.0,5.2,0.0,0.0,0.4,0.0,0.2,1.0,0.0,0.0, - , - , - , - ,13.2,86.3,2
9,,Panwel,15.3,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0, - , - , - , - ,85.4,429.1,3
10,,Karjat,19.9,0.0,0.0,0.0,0.0,4.8,37.5,54.2,0.0,0.0,2.6,31.0,3.2,0.0,4.5,8.5,28.0,0.0,0.0,0.0,19.5,0.0,9.3,0.0,0.0,1.5,0.0, - , - , - , - ,204.6,2623.1,11
