Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,534.8,6.0,28.1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.1,19.1,3.0,5.1,43.0,33.0,82.2,29.4,17.4,36.2,105.0,12.1,39.2,44.3,3.2,7.3,5.2,7.0,590.9,123.9,21
2,,Kalyan,476.8,7.0,14.0,0.0,0.0, - ,0.0,0.0,0.0,0.0,0.0,0.0,5.0,49.0,10.0,0.0,0.0,24.0,31.0,62.0,74.0,17.0,63.0,144.0,18.0,44.0,63.0,11.0,8.0,9.0,3.0,656,173.4,19
3,,Murbad,378.3,0.0,8.0,0.0, - , - ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,23.0,0.0,0.0,14.0,0.0,4.0,8.0,27.0,58.0,151.0,35.0,59.0,72.0,9.0,0.0,0.0,16.0,502,106.4,14
4,,Bhivandi,471.7,2.0,19.0,1.0, - , - ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,95.0,7.0,99.0,18.0,26.0,56.0,74.0,14.0,24.0,36.0,21.0,5.0,15.0,0.0,517,125.3,15
5,,Shahapur,412.7,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.5,1.5,40.0,35.0,23.0,83.0,220.0,45.0,30.0,10.0,5.0,5.0,4.0,1.0,510,111.6,12
6,,Ulhasnagar,457.0,15.0,11.4,0.0, - , - ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,6.4,0.0,0.0,12.6,7.2,13.6,25.0,28.4,44.2,87.2,19.4,27.4,52.4,7.2,5.2,2.2,5.6,379.6,83.1,17
7,,Ambarnath,457.0,15.2,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,6.4,0.0,0.0,12.6,7.2,13.6,25.6,28.4,44.2,87.2,19.4,27.4,52.4,7.2,5.2,2.2,5.5,380.3,70.3,17
8,Raigadh,Alibag,540.8,2.7,4.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,9.0,21.7,13.7,6.6,11.6,98.7,41.6,49.0,21.2,7.0,42.8,135.8,12.5,13.3,11.4,0.0,19.0,57.3,8.8,603.5,106.3,21
9,,Panwel,567.5,14.2,25.4,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.4,2.6,2.2,0.0,45.4,8.0,31.0,100.6,47.2,37.0,23.0,19.0,48.2,9.3,0.3,3.0,9.0,2.4,442.8,80.7,17
10,,Karjat,548.7,4.0,25.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,70.0,35.0,25.0,0.8,1.2,4.2,5.0,24.2,32.7,39.4,98.9,293.2,108.6,43.0,47.6,4.0,7.6,13.4,4.8,892.2,158.4,19
11,,Khalapur,563.4,3.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,140.0,0.0,7.0,5.0,16.0,55.0,30.0,9.0,61.0,69.0,105.0,223.0,94.0,0.0,99.0,0.0,17.0,10.0,16.0,995,189.8,20
12,,Uran,524.2,15.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.6,4.0,5.0,5.0,125.0,1.0,4.0,3.0,22.0,20.0,200.0,19.0,18.0,16.0,3.0,10.0,1.0,0.0,483.6,65.7,16
13,,Sudhagad,735.6,2.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,90.0,7.0,6.0,17.0,0.0,46.0,19.0,135.0,25.0,40.0,75.0,222.0,50.0,46.0,90.0,30.0,33.0,16.0,16.0,1001,180.7,21
14,,Pen,554.1,6.4,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,7.4,3.2,3.2,0.0,0.0,0.0,30.2,42.4,48.0,4.2,42.2,102.4,120.0,35.2,39.2,54.2,0.0,28.2,26.2,27.2,642.6,98.7,19
15,,Mahad,651.0,9.0,2.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,82.5,27.0,1.5,19.0,15.5,10.0,51.0,51.0,58.0,24.4,37.6,162.0,82.5,36.0,55.5,5.0,13.5,15.0,12.0,839,133.1,22
16,,Mangaon,630.3,11.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,123.0,8.0,4.0,6.0,15.0,32.0,66.0,93.0,54.0,48.0,54.0,168.0,53.0,28.0,129.0,11.0,52.0,2.0,30.0,1029,146,22
17,,Roha,704.9,5.0,22.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,124.0,1.0,13.0,4.0,1.0,61.0,29.0,157.0,30.0,27.0,45.0,175.0,19.0,35.0,193.0,7.0,39.0,50.0,11.0,1062,145.8,21
