Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,334.4,3.0,4.1,5.1,7.1,17.0,6.1,1.2,0.0,3.2,10.1,11.2,38.0,58.3,8.1,2.3,2.1,12.4,0.0,0.0,5.1,0.0,1.1,11.0,9.0,0.0,3.1,28.4,37.0,6.3,8.0,298.3,98.9,21
2,,Kalyan,301.7,1.0,22.0,10.0,3.0,18.0,15.0,1.0,0.0,31.0,30.0,26.0,32.0,62.0,9.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,24.0,3.0,0.0,1.0,0.0,4.0,14.0,9.0,322,92.8,17
3,,Murbad,347.1,6.0,5.0,2.0,4.0,44.0,15.0,5.0,4.0,22.0,59.0,20.0,9.0,11.0,39.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,3.0,12.0,0.0,38.1,0.0,0.0,10.0,7.0,14.0,333.4,98.8,20
4,,Bhivandi,337.6,1.0,17.0,18.0,20.0,4.0,24.0,6.0,1.0,8.0,7.0,8.0,53.0,37.0,9.0,1.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,7.0,0.0,6.0,6.0,12.0,13.0,280,82.8,20
5,,Shahapur,338.1,1.0,0.0,0.0,25.0,2.0,25.0,4.0,0.0,30.0,16.0,8.0,35.0,80.0,12.0,3.0,0.0,2.0,0.0,0.0,0.0,10.0,2.0,3.0,0.0,2.0,0.0,0.0,48.0,2.0,28.0,338,112,14
6,,Ulhasnagar,301.9,0.0,11.4,7.2,9.4,18.2,9.2,1.2,0.0,16.4,26.2,17.4,20.6,38.2,28.6,0.0,0.0,9.2,2.4,0.0,0.0,0.0,0.0,11.4,0.0,2.0,1.2,0.0,3.2,3.4,14.2,251,83.1,16
7,,Ambarnath,301.9,0.0,11.4,7.2,9.4,18.2,9.2,1.2,0.0,16.4,26.2,17.4,20.6,38.2,28.6,0.0,0.0,9.2,2.4,0.0,0.0,0.0,0.0,11.4,0.0,2.2,1.2,0.0,3.2,3.4,14.2,251.2,80.2,16
8,Raigadh,Alibag,313.1,11.5,4.2,7.8,27.0,5.1,6.0,1.5,0.2,0.6,18.0,9.5,82.4,58.1,2.2,0.2,9.0,7.8,0.2,5.0,2.0,0.0,0.8,0.0,3.8,0.4,0.0,34.2,42.2,2.0,16.6,358.3,89.1,17
9,,Panwel,402.0,7.2,24.4,9.8,6.0,27.4,24.8,8.2,0.0,0.0,77.6,17.3,51.0,76.6,20.2,6.0,7.0,8.1,0.0,0.0,3.4,0.0,0.0,6.6,0.4,0.2,0.0,16.0,8.6,18.0,32.0,456.8,104.8,21
10,,Karjat,436.0,14.2,11.8,16.4,8.2,20.1,46.3,6.6,0.0,0.0,6.6,10.6,8.1,94.0,62.6,10.4,5.8,6.0,0.0,0.0,6.6,0.2,0.0,2.0,0.0,5.1,0.6,10.1,5.6,8.2,29.2,395.3,86.2,21
11,,Khalapur,458.5,22.0,22.0,62.0,26.0,34.0,22.0,50.0,5.0,7.0,73.0,5.0,56.0,97.0,59.0,13.0,12.0,14.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,34.0,71.0,0.0,7.0,4.0,52.0,756,246.8,23
12,,Uran,306.3,3.0,13.0,3.0,4.0,5.0,22.0,2.0,0.0,3.0,40.0,1.0,28.0,26.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,1.0,21.0,190,42,13
13,,Sudhagad,452.1,14.0,10.0,20.0,11.0,12.0,27.0,1.0,3.0,9.0,85.0,11.0,27.0,13.0,17.0,2.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,5.0,10.0,27.0,7.0,4.0,30.0,399,98,21
14,,Pen,407.3,-,27.6,19.2,13.8,3.2,13.2,0.0,0.0,0.0,36.3,10.5,0.0,72.3,15.2,12.4,4.2,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.4,0.0,3.2,8.0,8.4,38.2,353.3,85.3,17
15,,Mahad,414.1,6.0,12.2,6.5,7.0,18.0,28.0,10.5,5.0,10.8,13.0,30.5,52.0,24.0,11.5,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.5,0.0,7.0,24.0,23.0,32.0,342.5,88.5,22
16,,Mangaon,387.1,38.0,6.0,7.0,19.0,28.0,18.0,22.0,0.0,4.0,32.0,6.0,17.0,19.0,23.0,6.0,10.0,9.0,3.0,2.0,0.0,0.0,0.0,0.0,36.0,0.0,9.0,10.0,2.0,9.0,98.0,433,118.2,22
17,,Roha,366.3,23.0,7.0,9.0,20.0,2.0,23.0,10.0,1.0,5.0,63.0,0.0,7.0,2.0,44.0,4.0,8.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,54.0,2.0,26.0,15.0,352,85.4,17
18,,Poladpur,412.4,5.0,22.0,21.0,12.0,23.0,31.0,12.0,4.0,2.0,5.0,2.0,5.0,13.0,27.0,7.0,3.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,7.0,4.0,35.0,68.0,329,94.3,21
19,,Murud,348.8,4.0,4.0,7.0,8.0,7.0,15.0,11.0,2.0,1.0,50.0,8.0,48.0,0.0,0.0,16.0,1.0,1.0,1.0,3.0,3.5,0.0,0.0,0.0,17.0,2.0,0.0,6.0,7.0,0.0,12.0,234.5,69.6,17
20,,Shriwardhan,337.1,2.0,2.2,0.0,13.2,20.2,12.2,3.0,2.3,20.0,63.2,1.0,32.0,75.3,7.0,4.0,0.0,0.0,1.0,25.3,0.0,0.0,0.0,1.0,32.3,0.0,0.0,14.0,7.3,5.2,4.0,347.7,88.2,16
21,,Mahasala,394.3,19.0,6.0,28.0,16.0,21.0,31.0,20.0,1.4,8.0,44.0,1.0,12.0,40.0,31.0,108.0,2.6,7.4,16.0,20.0,0.0,0.0,0.0,0.0,36.0,1.0,0.0,13.0,15.0,15.0,13.0,525.4,135.7,22
22,,Tala,387.1,38.0,6.0,7.0,19.0,28.0,18.0,22.0,0.0,4.0,32.0,6.0,17.0,19.0,23.0,6.0,10.0,9.0,3.0,2.0,0.0,0.0,0.0,0.0,36.0,0.0,9.0,10.0,2.0,9.0,98.0,433,100.8,22
23,Ratnagiri,Chiplun,429.5,9.0,16.0,19.0,17.0,66.0,22.0,5.0,7.0,8.0,5.0,2.0,35.0,10.0,14.0,0.0,17.0,9.0,8.0,0.0,3.0,0.0,0.0,0.0,32.0,0.0,0.0,3.0,7.0,2.0,19.0,335,80,21
24,,Dapoli,418.5,2.0,42.0,26.0,24.6,26.0,10.8,4.0,18.0,4.0,89.4,1.0,41.0,13.8,29.0,7.4,15.0,17.0,5.2,1.2,2.6,2.0,0.0,0.0,43.2,2.4,0.0,0.6,6.6,5.0,3.8,443.6,108.3,21
25,,Khed,409.6,5.0,9.0,5.0,39.0,27.0,27.0,9.0,18.0,1.0,17.0,30.0,2.0,11.0,9.0,10.0,8.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,1.0,4.0,0.0,37.0,10.0,357,54.3,19
26,,Guhagar,657.9,4.0,7.0,10.0,11.0,16.0,28.0,2.0,0.0,2.0,11.0,0.0,40.0,2.0,27.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,7.0,2.0,2.0,201,45.7,12
27,,Mandangad,439.6,5.0,22.0,7.0,4.0,30.2,5.8,3.2,1.8,6.4,11.8,7.8,5.8,2.8,28.2,6.8,0.0,4.4,5.2,2.6,0.0,0.8,0.0,0.0,27.0,4.8,0.0,0.0,6.0,12.0,43.0,254.4,73.2,22
28,,Ratnagiri,347.5,0.5,2.2,34.7,40.9,28.1,14.6,0.8,1.4,7.8,40.5,9.6,8.6,6.3,14.2,10.2,0.8,9.4,0.8,1.2,0.0,0.0,0.0,0.1,12.1,0.0,0.0,44.2,0.0,0.0,0.7,289.7,67.4,14
29,,Sangameshwar,429.7,2.0,7.0,14.0,26.0,18.0,26.0,10.0,0.0,2.0,24.0,10.0,23.0,14.0,10.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,17.0,3.0,262,72.8,16
30,,Rajapur,359.7,3.0,14.0,17.0,25.0,21.0,9.0,11.0,1.0,5.0,31.0,6.0,6.0,14.0,2.0,11.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0,195,50.5,15
31,,Lanja,386.0,0.0,2.0,13.0,31.4,25.0,25.8,9.0,2.0,5.0,23.2,24.0,12.2,15.0,16.2,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,3.0,244.8,85.7,14
32,Sindhudurg,Devgad,285.6,7.0,3.0,23.0,8.0,12.0,10.0,21.0,5.0,1.0,28.0,18.0,19.0,4.0,11.0,8.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189,73.7,16
33,,Malwan,256.6,2.0,10.0,8.0,18.0,28.0,12.0,13.0,4.0,0.0,7.0,10.0,2.0,0.0,0.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,35.8,11
34,,Sawantwadi,357.8,0.0,6.0,21.0,41.0,20.0,44.0,17.0,3.0,7.0,53.0,23.0,12.0,0.0,0.0,10.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,275,93.1,15
35,,Vengurla,295.5,0.0,5.4,19.6,15.8,32.0,15.0,17.6,2.8,6.0,17.4,1.0,1.4,3.6,2.6,4.6,6.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.4,39.8,14
36,,Kankawali,387.6,2.0,8.0,27.0,37.0,7.0,23.0,2.0,9.0,0.0,77.0,18.0,10.0,3.0,26.0,7.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267,92.3,13
37,,Kudal,289.4,0.0,13.0,19.0,21.0,28.0,25.0,6.0,3.0,8.8,51.0,0.0,0.0,0.0,6.0,5.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.8,26.2,13
38,,Vaibhavwadi,761.2,4.0,16.5,11.0,37.8,18.0,43.2,9.0,5.0,1.0,16.4,5.6,21.4,21.8,7.2,15.3,5.0,3.4,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.8,68.7,17
39,,Dodamarg,357.8, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,0,0,0
40,Palghar,Vasai,297.1,0.0,0.0,2.0,10.0,39.0,185.0,11.0,2.0,9.0,41.0,11.0,157.0,105.0,5.0,0.0,2.0,2.0,0.0,10.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,173.0,5.0,11.0,792,218.5,16
41,,Wada,362.5,2.0,2.0,3.0,3.0,52.0,21.0,8.0,3.0,55.0,1.0,4.0,40.0,54.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,16.2,0.0,0.0,0.0,0.0,15.0,17.0,26.0,342.2,114.2,16
42,,Dahanu,299.7,0.5,2.8,1.2,7.7,30.7,6.7,0.1,0.0,0.0,0.0,2.5,32.0,10.0,39.8,0.0,8.6,0.0,8.1,4.1,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,24.2,4.3,2.2,186.1,65.6,12
43,,Palghar,283.6,0.0,0.0,0.0,8.0,62.6,9.0,10.8,0.0,0.5,4.0,4.5,104.5,28.0,16.0,8.0,0.0,1.0,0.0,8.1,0.0,0.0,1.0,0.0,14.0,0.0,27.0,0.0,13.0,0.0,32.0,352,71.3,15
