Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,534.8,0.0,0.0,20.0,0.0,0.0,0.0,1.0,80.0,32.6,219.0,78.6,18.4,11.6,38.2,95.4,53.0,145.6,13.0,70.2,19.8,27.0,41.8,15.2,12.7,99.9,41.0,26.6,17.2,18.4,12.2,1208.4,253.4,24
2,,Kalyan,476.8,0.0,0.0,2.0,0.0,0.0,0.0,1.0,50.0,6.0,259.0,41.0,29.0,15.0,33.0,66.0,44.0,127.0,16.0,70.0,15.0,61.0,28.0,9.0,9.0,66.0,53.0,31.0,16.0,24.0,23.0,1094,289.2,23
3,,Murbad,378.3,0.0,0.0,0.0,6.0,0.0,0.0,20.0,42.0,0.0,55.0,28.0,29.0,0.0,48.0,32.0,34.0,165.0,26.0,54.0,47.0,35.0,45.0,10.0,2.0,40.0,28.0,47.0,13.8,15.4,7.8,830,176,22
4,,Bhivandi,471.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,7.0,210.0,40.0,2.0,10.0,24.0,41.0,50.0,115.0,40.0,50.0,10.0,26.0,65.0,1.0,4.0,65.0,20.0,22.0,22.0,20.0,10.0,894,216.6,21
5,,Shahapur,412.7,0.0,0.0,17.0,0.0,0.0,0.0,5.0,22.4,0.0,67.0,22.4,11.8,6.2,28.0,77.2,105.0,93.0,32.6,48.4,16.0,46.6,47.4,24.0,4.4,17.0,17.0,29.0,37.4,38.2,17.4,830.4,181.7,24
6,,Ulhasnagar,457.0,0.0,0.0,5.4,0.0,0.0,0.0,2.0,93.4,4.6,186.0,35.6,68.2,30.0,13.0,42.0,70.0,185.4,30.0,61.2,2.0,21.4,58.8,9.6,6.0,94.4,44.0,42.6,37.0,28.4,14.0,1185,259.3,23
7,,Ambarnath,457.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,59.1,4.6,223.5,35.6,60.0,15.6,10.4,44.0,65.8,185.4,30.0,61.2,1.4,15.6,4.3,9.6,8.0,78.8,30.5,48.0,23.1,20.8,14.6,1051,194.3,22
8,Raigadh,Alibag,540.8,0.0,0.0,19.6,11.4,0.2,0.0,0.0,54.8,64.0,40.0,45.0,5.5,23.8,31.4,74.0,129.1,101.3,35.0,29.0,5.0,6.9,5.6,4.9,8.7,23.9,50.4,8.8,10.3,21.9,9.5,820,144.5,25
9,,Panwel,567.5,0.0,0.0,12.6,1.4,0.0,0.0,0.0,63.6,27.2,112.0,80.0,5.6,24.0,28.0,60.9,94.7,36.2,60.2,47.3,9.4,21.1,15.7,11.4,5.4,33.6,36.2,16.4,11.0,21.8,5.4,841.1,153.3,24
10,,Karjat,548.7,0.0,0.0,0.0,28.7,1.5,0.0,13.0,13.0,5.0,55.3,76.3,6.5,18.6,24.1,63.6,119.6,125.7,22.0,81.7,7.1,35.6,43.8,34.5,12.6,51.9,30.6,20.2,18.5,18.6,13.3,941.3,167.1,25
11,,Khalapur,563.4,0.0,0.0,12.0,39.0,2.0,0.0,0.0,5.0,7.0,47.0,66.0,6.0,26.0,48.1,11.7,95.0,73.3,12.7,37.3,2.3,43.0,40.0,7.7,7.3,29.3,53.3,27.0,14.7,27.7,11.7,752.1,143.5,24
12,,Uran,524.2,0.0,0.0,15.0,2.0,0.0,0.0,0.0,70.0,56.0,103.0,84.0,7.0,24.0,24.0,160.5,249.3,144.7,137.3,126.7,28.7,16.7,18.2,11.7,23.3,72.3,135.0,25.3,26.0,64.3,35.7,1660.7,225.8,24
13,,Sudhagad,735.6,0.0,0.0,0.0,30.0,8.0,2.0,13.0,35.0,17.2,19.0,67.0,9.0,19.0,45.0,52.3,93.3,55.0,56.3,72.7,11.3,5.3,3.0,4.3,5.3,47.0,42.7,37.3,15.0,34.0,31.3,830.3,149.8,26
14,,Pen,554.1,0.0,0.0,2.3,10.4,1.1,0.0,0.0,135.4,53.0,62.1,126.3,16.2,43.4,35.4,135.4,232.2,188.1,31.4,90.1,0.0,7.3,12.0,8.3,3.1,66.3,80.4,10.2,15.8,32.5,4.9,1403.6,215.6,23
15,,Mahad,651.0,0.0,0.0,18.6,18.8,0.2,0.0,18.2,40.0,53.0,52.0,32.0,18.0,8.6,36.3,60.2,117.4,68.5,48.5,61.6,27.1,29.1,14.0,18.6,25.3,48.4,42.6,20.9,8.7,32.8,35.0,954.4,151.4,26
16,,Mangaon,630.3,0.0,0.0,1.0,30.0,0.0,0.0,9.6,35.2,39.0,67.0,35.0,31.0,23.4,61.8,88.0,146.5,40.7,50.2,95.0,21.0,46.8,5.8,7.4,10.0,49.0,56.2,22.8,13.2,39.2,31.6,1056.4,149.9,25
17,,Roha,704.9,0.0,0.0,7.0,62.0,0.0,0.0,2.4,34.0,42.2,80.6,39.0,14.8,37.0,36.0,83.0,131.8,113.8,23.5,80.8,3.3,17.3,16.8,10.8,14.8,79.5,50.0,21.2,15.8,25.1,19.2,1061.7,145.7,25
18,,Poladpur,728.6,0.0,0.0,12.0,7.0,0.0,8.0,26.0,30.0,56.0,90.0,61.0,15.0,20.0,36.0,64.0,67.7,102.3,102.3,77.7,18.7,29.0,30.7,5.7,15.0,52.3,72.0,31.7,4.0,29.0,21.0,1084.1,163.2,27
19,,Murud,664.2,0.0,10.0,38.6,22.0,10.0,0.0,0.0,73.7,109.0,34.0,51.0,7.0,16.0,39.0,169.7,127.0,61.0,27.0,37.0,0.0,26.0,7.0,8.7,19.0,46.0,15.0,28.0,9.0,40.0,22.7,1053.4,115.6,26
20,,Shriwardhan,911.6,0.0,0.0,0.0,11.0,0.0,0.0,15.0,126.0,167.0,50.0,77.0,4.0,12.0,61.0,31.9,96.9,47.3,51.0,54.5,10.1,31.0,3.8,4.3,22.7,26.9,42.9,9.0,6.1,22.5,16.9,1000.8,124.6,25
21,,Mahasala,803.5,0.0,0.0,42.2,5.0,0.0,0.0,0.7,42.5,49.9,66.4,44.4,19.9,20.6,71.9,108.8,89.0,36.3,62.7,55.3,8.2,34.5,4.1,13.4,12.3,37.8,88.9,11.7,14.6,26.6,29.5,997.2,158.2,25
22,,Tala,630.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,69.0,70.0,95.0,43.0,3.0,28.0,93.0,230.0,198.0,83.0,47.0,74.0,0.5,38.5,13.0,14.0,28.5,72.0,56.5,48.5,12.5,56.0,29.5,1406.5,179.4,23
23,Ratnagiri,Chiplun,783.9,0.0,31.0,5.0,35.0,0.0,0.0,4.0,48.0,136.0,86.0,80.0,10.0,9.0,116.0,193.0,127.0,124.4,64.0,46.0,13.0,15.0,17.0,10.0,20.0,133.0,71.7,40.9,13.6,15.3,21.2,1485.1,163.1,27
24,,Dapoli,910.3,0.0,4.2,52.6,15.8,2.0,0.0,1.2,154.8,169.2,128.8,183.6,28.6,2.2,109.9,88.0,233.6,115.1,46.6,107.4,19.6,15.6,21.6,1.6,37.6,62.0,39.1,39.6,16.6,17.2,24.2,1738.3,210.1,24
25,,Khed,827.2,0.0,1.7,57.9,9.4,3.3,1.1,32.5,20.0,119.0,134.4,87.7,19.3,41.0,75.6,103.7,156.6,141.9,88.9,88.0,26.3,39.6,10.1,10.3,19.1,88.9,80.6,48.6,31.3,39.7,34.1,1610.6,231.2,27
26,,Guhagar,696.6,0.0,16.0,8.0,10.0,3.0,3.0,3.0,69.0,169.0,107.0,133.0,11.0,12.0,39.0,44.0,181.0,100.0,68.8,74.0,11.2,17.0,13.0,14.0,12.0,110.0,62.0,33.0,10.0,13.0,24.0,1370,159.7,29
27,,Mandangad,858.0,0.0,0.0,11.0,7.0,0.0,0.0,4.0,10.0,74.0,60.0,72.0,15.0,21.0,103.0,124.0,166.0,95.0,118.0,93.0,8.0,40.0,11.0,14.0,29.0,67.0,76.0,36.0,9.0,44.0,42.0,1349,163.5,26
28,,Ratnagiri,825.2,0.0,2.6,9.0,1.8,6.2,6.8,1.7,121.7,139.5,129.7,95.0,3.1,6.6,9.0,20.2,122.3,62.6,57.9,101.8,26.0,5.6,10.6,17.5,29.6,45.2,56.8,4.8,0.1,15.0,19.7,1128.4,144.1,26
29,,Sangameshwar,783.1,0.0,10.2,6.7,10.4,0.0,0.1,11.6,81.7,113.7,103.0,85.3,13.7,13.6,59.8,44.5,153.3,102.1,101.7,45.6,10.1,20.6,6.9,17.8,26.0,93.1,90.8,39.6,8.8,13.1,36.2,1320,155.4,27
