Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,961.6,4.6,36.3,22.8,21.1,8.8,21.1,20.9,10.2,57.8,36.5,87.6,84.5,122.9,8.3,3.2,7.1,27.4,96.9,23.7,82.6,94.8,29.0,50.4,168.5,40.8,15.0,13.0,10.5,17.9,10.7,37.0,1271.9,124.3,31
2,,Kalyan,1023.4,1.6,7.4,42.6,4.8,2.2,17.4,16.0,4.5,38.8,25.6,88.6,91.8,128.4,10.0,1.2,5.8,53.4,55.4,35.4,30.8,78.4,26.8,20.4,85.0,49.6,19.0,30.2,20.0,22.8,11.2,37.0,1062.1,109.6,28
3,,Murbad,968.9,10.1,33.2,33.2,15.9,15.1,24.5,11.4,11.4,22.0,31.9,56.2,79.3,87.8,17.9,11.9,26.6,57.4,55.1,66.0,39.5,55.2,46.8,34.1,65.6,52.4,38.4,19.2,18.6,32.2,8.2,73.0,1150.1,119.1,31
4,,Bhivandi,965.8,6.7,20.8,62.8,5.7,6.7,15.4,27.9,13.2,34.9,32.2,91.4,168.8,125.0,9.0,5.9,8.7,38.2,68.8,40.0,50.8,83.7,23.1,25.7,88.8,39.3,18.3,17.0,12.3,21.8,14.5,39.8,1217.2,110.4,31
5,,Shahapur,1102.4,16.4,10.2,52.0,37.5,7.4,20.6,8.9,27.7,20.8,38.2,113.4,87.8,62.8,17.1,16.8,15.6,56.0,49.7,50.4,43.1,78.7,51.0,36.3,76.0,30.9,39.9,22.2,18.7,62.1,20.0,50.7,1238.9,123.7,31
6,,Ulhasnagar,1001.4,2.0,21.2,43.8,4.4,2.0,22.0,8.0,3.0,15.4,51.4,124.6,108.8,116.0,16.2,7.6,6.0,65.0,76.6,31.0,52.6,83.2,50.0,33.5,154.4,33.4,21.4,10.4,7.0,22.2,6.6,46.2,1245.9,124.4,29
7,,Ambarnath,1001.4,13.4,10.1,29.9,7.1,58.0,19.8,15.9,15.9,20.9,30.4,84.1,120.3,110.9,18.7,6.0,6.8,58.0,78.2,26.1,53.7,67.0,39.5,21.5,103.8,60.3,35.2,13.0,25.3,26.7,8.4,62.4,1247.3,172.5,31
8,Raigadh,Alibag,723.0,15.2,60.9,49.7,5.1,2.3,7.6,11.7,39.4,34.7,39.6,139.4,73.3,70.4,5.7,4.6,13.3,15.7,29.7,28.3,88.7,53.7,51.1,31.3,143.3,31.4,14.4,7.6,18.1,15.1,7.0,6.9,1115.2,98.8,30
9,,Panwel,1128.9,16.9,46.7,27.4,5.4,8.5,11.4,24.2,14.4,116.1,56.8,137.0,105.6,101.5,14.6,9.5,15.3,33.4,72.7,40.5,101.3,85.0,55.8,49.2,198.3,84.8,25.2,16.2,29.8,24.5,9.3,34.7,1572,114.1,31
10,,Karjat,1378.2,16.7,10.2,28.5,24.0,19.6,12.7,14.0,9.0,21.0,28.0,84.8,103.2,80.6,44.0,21.8,26.6,65.2,80.0,54.0,83.4,73.2,78.6,40.2,90.0,90.6,34.8,16.4,30.6,30.0,7.6,53.6,1372.9,105.4,31
