Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,334.4,4.1,0.0,0.0,3.4,1.4,4.6,3.9,2.8,3.8,3.9,10.8,34.7,8.2,1.2,3.7,66.8,5.8,4.0,25.8,12.4,0.1,0.0,0.5,19.8,39.4,3.4,20.5,2.9,11.2,1.4,300.5,99.6,22
2,,Kalyan,301.7,1.2,0.0,0.0,2.8,2.4,12.0,1.8,0.6,0.0,2.8,24.6,29.8,22.2,19.8,5.6,23.2,5.8,4.0,25.6,25.0,0.2,0.6,0.2,24.8,32.4,14.0,9.4,2.2,5.4,1.6,300,86.4,18
3,,Murbad,347.1,2.6,0.0,0.0,1.0,10.3,20.1,14.1,8.4,10.9,23.3,31.3,60.7,28.4,1.8,1.0,36.1,9.8,3.3,23.2,10.6,1.7,0.2,1.2,8.8,27.6,9.8,10.0,5.1,7.8,5.3,374.4,110.9,22
4,,Bhivandi,337.6,1.7,0.0,0.0,1.3,0.8,11.7,3.7,1.7,3.5,11.7,13.5,20.5,17.0,20.5,4.8,39.7,14.0,3.5,9.3,12.3,0.0,0.8,12.0,26.2,38.6,38.6,14.6,2.2,6.5,2.7,333.4,98.6,21
5,,Shahapur,338.1,3.1,0.6,0.0,3.5,3.2,11.4,8.6,0.0,2.6,12.4,10.8,13.9,18.8,1.7,0.2,15.3,1.6,4.8,14.4,12.5,0.8,0.0,13.2,20.5,40.9,8.1,1.6,1.0,6.0,0.2,231.7,76.7,19
6,,Ulhasnagar,301.9,8.4,0.0,0.0,3.0,2.0,9.0,0.0,0.0,0.0,3.0,46.4,18.4,32.0,52.0,7.0,28.0,2.0,0.0,3.0,33.0,0.0,0.0,0.0,31.2,35.0,16.2,7.2,3.6,6.0,0.0,346.4,114.7,18
7,,Ambarnath,301.9,1.2,0.0,0.0,1.8,1.8,10.3,0.0,0.2,0.1,3.0,18.5,13.3,22.4,11.0,10.5,52.8,1.0,1.1,22.0,20.2,0.0,0.0,0.5,22.1,24.2,20.3,4.9,3.8,2.7,1.6,271.3,86.6,16
8,Raigadh,Alibag,313.1,0.1,0.0,0.0,0.1,0.3,5.0,1.0,0.4,1.1,5.0,9.6,6.3,5.9,0.0,18.6,34.3,0.1,5.6,21.6,46.9,0.7,1.0,0.4,5.6,3.7,11.0,34.1,13.3,13.9,0.7,246.3,61.3,16
9,,Panwel,402.0,0.2,0.0,0.2,0.3,1.3,5.7,2.8,0.3,1.6,2.2,43.3,13.5,8.7,0.0,28.5,54.8,5.7,2.0,25.3,29.5,0.0,0.8,0.2,16.3,27.0,19.8,15.2,3.3,14.3,0.2,323,74.1,16
10,,Karjat,436.0,2.0,0.0,0.2,1.0,1.6,5.0,0.6,2.0,0.4,0.2,40.8,9.0,5.8,3.0,30.4,49.6,3.6,0.4,22.4,9.8,0.0,0.0,0.0,5.0,9.2,1.2,2.8,4.4,1.4,0.6,212.4,46.3,14
11,,Khalapur,458.5,1.0,0.0,0.0,0.0,1.0,13.0,2.3,4.3,2.0,0.3,29.0,14.3,58.0,2.0,17.7,50.3,0.3,0.0,16.0,4.7,1.7,0.0,0.0,3.3,0.0,4.7,0.0,10.0,2.3,3.0,241.2,78.7,13
