Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,637.2,16.5,67.9,20.4,6.9,4.6,2.6,8.7,10.1,10.0,18.6,16.4,13.9,13.0,43.1,23.4,6.9,17.8,23.5,5.5,1.1,0.7,3.2,0.8,21.1,22.8,3.7,9.5,2.7,4.2,3.9,10.1,413.6,63.4,28
2,,Kalyan,652.7,11.2,41.6,5.2,9.6,5.2,2.6,4.4,5.2,7.6,27.6,14.8,18.4,8.6,59.8,49.6,5.2,17.2,48.8,7.8,1.4,0.8,0.2,0.0,10.8,27.4,3.2,2.4,5.0,2.2,7.8,1.2,412.8,65.1,24
3,,Murbad,634.3,36.3,53.4,28.2,10.8,23.4,15.8,11.5,15.0,14.4,29.8,42.0,14.9,14.6,41.6,31.7,5.1,10.0,29.6,18.5,1.9,0.4,2.8,2.1,16.4,37.4,11.2,7.8,5.9,7.2,4.2,12.7,556.6,86.1,28
4,,Bhivandi,646.4,21.7,38.5,25.7,9.2,4.8,7.0,5.7,13.2,14.0,29.7,29.7,19.7,20.1,68.0,24.8,6.2,21.7,34.4,6.7,0.5,0.0,0.2,0.0,6.7,25.3,2.7,13.5,0.7,0.5,4.7,3.7,459.3,65.3,25
5,,Shahapur,703.2,40.9,57.1,55.0,28.3,19.9,24.4,12.5,24.8,31.8,43.2,25.4,38.7,32.5,72.7,39.9,10.0,7.4,47.5,15.6,4.0,2.0,1.0,1.5,9.3,18.1,6.0,11.8,3.3,6.5,4.7,3.5,699.3,115.7,28
6,,Ulhasnagar,604.3,17.6,54.4,54.4,7.2,2.4,8.0,7.4,5.6,10.0,15.0,15.0,18.4,5.0,49.0,52.2,8.4,12.0,52.0,3.6,2.0,0.0,0.0,0.0,18.2,27.2,4.0,6.0,2.0,0.0,10.0,0.0,467,77.3,23
7,,Ambarnath,604.3,24.3,67.3,67.3,13.5,6.1,6.5,6.8,6.8,8.5,14.8,14.8,15.4,6.6,49.4,36.9,6.6,7.7,51.0,4.3,2.9,1.1,0.8,0.0,13.4,27.8,5.2,7.8,4.7,3.4,2.6,7.9,492.2,102.7,28
8,Raigadh,Alibag,479.4,16.0,35.3,6.9,10.6,3.0,3.9,5.7,5.6,8.0,11.0,0.7,6.3,12.9,6.7,4.0,2.9,8.7,5.7,2.0,0.3,0.9,2.7,1.9,5.6,1.9,8.6,2.4,2.6,1.1,2.4,1.6,187.9,23.8,21
9,,Panwel,790.4,28.2,87.7,10.2,8.3,5.0,1.5,4.7,8.7,13.7,13.3,7.3,10.2,21.7,34.0,10.2,5.8,18.7,15.9,2.7,0.2,1.5,0.3,1.7,19.5,11.8,1.8,7.0,3.2,1.7,6.8,3.0,366.3,39.1,24
10,,Karjat,937.6,34.2,87.2,21.8,18.8,5.0,4.0,5.4,9.4,23.4,33.4,17.4,12.8,15.6,30.0,22.2,4.4,4.6,45.4,6.4,2.6,3.4,2.4,1.2,23.6,49.4,7.6,8.4,2.6,1.6,4.2,4.4,512.8,50,28
11,,Khalapur,1026.1,20.3,90.3,12.7,11.0,3.7,1.3,4.7,16.3,15.0,19.7,6.3,17.7,30.0,36.3,9.7,5.7,4.7,45.0,10.3,1.3,1.0,6.0,0.7,44.7,21.7,6.0,7.3,3.3,3.7,3.3,0.7,460.4,94.6,26
12,,Uran,486.6,9.7,46.0,4.0,6.7,2.0,1.0,4.3,6.7,7.3,12.3,3.3,12.0,12.0,23.3,10.0,8.0,10.0,15.7,3.0,0.7,1.3,1.0,0.3,8.3,3.0,7.3,16.0,9.3,2.3,5.0,8.3,260.1,24.4,24
13,,Sudhagad,1067.7,46.3,82.7,19.7,4.0,5.7,7.7,4.3,5.0,9.3,13.3,12.7,11.0,28.7,16.0,14.0,12.7,16.0,12.7,3.7,4.0,1.0,2.0,5.7,9.0,9.3,34.3,10.0,1.0,8.0,2.7,6.0,418.5,55.1,28
14,,Pen,760.2,10.5,48.7,16.7,7.8,5.6,7.6,5.6,9.7,15.8,16.1,2.6,14.7,29.0,21.0,21.3,3.8,7.0,17.6,4.9,1.8,1.2,2.2,1.4,11.6,11.1,6.4,5.4,1.8,5.4,4.9,4.2,323.4,35.4,26
15,,Mahad,912.9,60.5,123.9,61.3,15.0,8.3,8.7,11.0,14.0,15.3,15.3,14.9,16.0,20.0,24.3,11.0,14.7,15.0,26.7,14.4,3.0,3.2,5.1,6.1,11.6,10.5,11.4,8.2,7.1,21.0,10.9,8.0,596.4,76.8,31
16,,Mangaon,776.4,30.0,105.2,16.6,9.0,4.6,4.2,7.2,5.0,13.2,14.4,12.2,10.2,13.8,15.8,6.2,6.2,11.8,25.2,3.4,1.6,0.2,7.0,3.4,8.0,11.4,12.2,3.0,3.0,10.6,10.0,1.4,386,46.6,28
17,,Roha,827.5,34.5,81.3,8.3,9.0,4.5,5.8,5.9,5.8,9.3,9.5,4.8,7.5,12.3,10.8,11.5,5.3,28.5,15.3,9.5,1.3,2.0,2.3,1.5,3.5,6.8,20.5,2.5,1.5,2.5,11.5,2.0,337.3,32.1,23
18,,Poladpur,1051.1,100.0,84.3,48.7,11.7,12.0,4.7,14.7,16.3,21.3,5.3,13.3,18.7,22.3,26.3,6.3,9.7,13.3,59.7,5.0,2.7,8.0,1.3,7.7,3.3,11.3,16.3,9.0,9.3,19.7,13.0,20.3,615.5,87.9,30
19,,Murud,700.2,9.3,52.7,2.0,4.0,2.7,0.0,1.3,0.7,3.3,2.3,0.7,1.7,9.7,6.7,2.7,3.3,7.0,15.7,14.7,0.7,0.0,0.3,0.0,0.3,4.0,9.0,0.0,2.0,2.7,14.7,0.0,174.2,23.4,16
