Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,104.4,0.0,0.0,0.0,0.0,3.0,7.7,2.0,0.0,3.0,3.2,1.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,27.4,27.8,6
2,,Baglan,Satana,98.4,0.0,0.0,0.0,0.0,2.0,6.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,17,10.4,2
3,,Kalwan,Kalwan,163.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,2.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29,26.9,4
4,,Nandgaon,Nandgaon,108.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,2.0,6.0,7.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,11.0,49,8.9,8
5,,Surgana,Surgana,550.2,6.0,20.0,4.0,4.0,11.0,49.0,46.0,48.0,17.0,14.0,19.0,4.0,3.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,4.0,0.0,1.0,276,204.6,18
6,,Nasik,Nasik,134.9,0.3,0.0,0.0,2.0,6.2,5.1,3.2,4.2,6.7,5.0,4.4,0.0,1.0,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3.2,3.0,0.0,0.0,0.0,47.3,26,9
7,,Dindori,Dindori,182.1,0.0,0.0,0.0,0.0,5.4,6.0,6.0,4.0,3.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,37.4,3.5,7
8,,Egatpuri,Igatpuri,1057.4,6.0,21.0,4.2,18.0,34.0,72.0,67.0,37.0,42.0,20.0,16.0,7.0,8.0,7.0,6.0,10.0,2.0,0.0,0.0,0.0,0.0,6.0,3.2,8.0,0.0,2.0,32.0,21.0,4.0,2.0,2.0,457.4,69.3,22
9,,Peth,Peth,660.0,5.0,7.0,4.0,6.0,16.0,46.0,30.0,25.0,20.0,10.0,12.0,6.0,0.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.0,4.0,6.0,9.0,0.0,241,292.5,19
10,,Niphad,Niphad,82.4,0.0,0.0,0.0,1.0,0.0,4.0,4.0,16.0,10.0,7.0,41.0,1.0,0.0,5.0,0.0,0.0,0.0,7.0,3.0,0.0,4.0,0.0,15.0,41.0,12.0,0.0,0.0,3.0,0.0,6.0,0.0,180,172.2,15
11,,Sinnar,Sinnar,104.5,0.0,0.0,0.0,0.0,5.0,7.1,4.3,2.3,2.1,1.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,28.4,3
12,,Yevla,Yeola,81.3,2.0,0.0,0.0,1.0,3.0,7.0,2.0,3.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,45,37.5,6
13,,Chandwad,Chandwad,120.0,0.0,0.0,0.0,0.0,7.0,4.0,3.0,6.0,3.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,38,5.8,8
14,,Trimbakeshwar,Tryambakeshwar,660.0,2.0,7.0,9.0,11.0,26.0,52.0,48.0,46.0,28.0,20.0,12.0,10.0,9.0,6.0,8.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,3.0,8.0,2.0,0.0,323,261.3,18
15,,Devali,Devala,123.6,0.0,0.0,0.0,0.0,5.0,4.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,12.9,3
