Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,112.3,1.0,2.6,0.0,0.0,0.2,0.0,6.6,1.0,12.3,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.4,5.0,0.0,0.0,0.0,2.0,9.8,60.1,9.0,119.1,122,9
2,,Baglan,Satana,97.6,0.0,0.0,0.0,0.0,0.0,6.0,23.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,16.0,4.0,0.0,0.0,4.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,33.5,8
3,,Kalwan,Kalwan,223.9,0.0,0.0,0.0,0.0,0.0,1.0,3.0,17.0,4.0,0.0,3.0,3.0,2.0,5.0,8.0,48.0,1.0,2.0,2.0,12.0,3.0,1.0,20.0,5.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,151,135.4,14
4,,Nandgaon,Nandgaon,111.5,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,12.0,0.0,2.0,0.0,2.0,3.0,5.0,7.0,15.0,0.0,2.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,69,9.7,9
5,,Surgana,Surgana,711.8,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,29.0,12.0,27.0,7.0,42.0,85.0,98.0,287.0,35.0,4.0,15.0,84.0,23.0,19.0,85.0,55.0,34.0,7.0,8.0,22.0,5.0,1.0,7.0,999,447,23
6,,Nasik,Nasik,223.5,0.0,0.5,0.0,0.0,0.0,0.0,20.5,12.0,0.0,6.0,5.0,0.0,8.0,18.0,24.3,76.0,7.0,0.0,20.0,6.0,4.0,2.0,2.0,4.0,8.0,4.0,4.0,4.0,0.0,0.0,1.2,236.5,92.2,17
7,,Dindori,Dindori,256.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,24.0,12.0,0.0,0.0,0.0,0.0,6.0,35.0,120.0,5.0,0.0,26.0,18.0,4.0,5.0,7.0,15.0,1.0,1.5,2.0,3.0,2.1,0.0,0.0,291.6,21.8,14
8,,Egatpuri,Igatpuri,1339.8,1.0,7.0,2.2,8.0,4.0,0.0,4.0,7.0,12.0,17.0,46.0,28.0,26.0,63.0,104.0,126.0,36.0,16.0,75.0,24.0,27.2,40.0,34.0,46.0,21.0,32.0,49.0,54.2,7.0,7.0,12.0,935.6,99.9,28
9,,Peth,Peth,936.4,0.0,0.0,2.0,0.0,0.0,0.0,2.0,34.0,28.0,3.0,10.0,14.0,20.0,82.0,146.0,88.0,25.0,4.2,47.0,68.8,27.0,26.0,32.0,56.0,10.0,9.0,20.0,19.0,5.0,4.0,5.0,787,666.4,24
10,,Niphad,Niphad,118.1,2.0,5.0,0.0,6.0,0.0,0.0,9.0,12.0,20.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0,1.0,119,78,10
11,,Sinnar,Sinnar,152.6,0.0,0.0,0.0,0.0,0.0,0.0,73.0,14.2,2.2,9.1,13.1,2.1,3.0,2.4,8.3,11.2,23.4,0.0,2.0,6.3,0.0,4.2,3.0,3.2,1.4,0.0,5.0,2.3,0.0,0.0,0.0,189.4,176.4,13
12,,Yevla,Yeola,107.4,0.0,0.0,0.0,0.0,0.0,29.0,1.0,15.0,2.0,0.0,0.0,0.0,3.0,6.0,0.0,8.0,6.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,84,57.9,7
13,,Chandwad,Chandwad,145.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,6.0,0.0,0.0,2.0,4.0,1.0,4.0,13.0,28.0,3.0,0.0,3.0,0.0,1.0,11.0,6.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,113,12.1,11
14,,Trimbakeshwar,Tryambakeshwar,936.4,0.0,0.0,3.0,0.0,0.0,0.0,5.0,6.0,6.0,0.0,29.0,16.0,65.0,24.0,58.0,183.0,23.0,6.0,66.0,62.0,47.0,32.0,38.0,44.0,28.0,12.0,19.0,43.0,6.0,6.0,16.0,843,425.5,25
15,,Devali,Devala,198.1,0.0,0.0,0.0,0.0,0.0,2.0,3.0,13.0,0.0,11.0,0.0,2.0,0.0,0.0,3.0,24.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,87,43.9,8
