Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,102.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,0.0,5.2,1.2,71.8,6.6,0.0,0.0,7.2,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.8,52.6,0.6,179.5,179.9,7
2,,Baglan,Satana,99.8,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,2.0,0.0,13.0,0.0,1.0,8.0,0.0,10.0, - ,0.0,0.0,0.0,0.0,0.0,66,54.7,5
3,,Kalwan,Kalwan,120.6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,16.0,0.0,1.0,0.0,1.0,40.0,8.0,3.0,7.0,33.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,144,132.7,9
4,,Nandgaon,Nandgaon,108.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,72.0,2.0,20.0,4.0,3.0,0.0,0.0,73.0,22.0,0.0,2.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,304,192,9
5,,Surgana,Surgana,158.3,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,69.0,25.0,41.0,101.0,56.0,21.0,4.0,2.0,0.0,0.0,0.0,368,393.6,11
6,,Nasik,Nasik,93.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.2,2.3,17.1,29.0,20.0,12.1,61.1,34.0,1.0,1.0,0.0,0.0,0.0,0.0,179,156.7,6
7,,Dindori,Dindori,114.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,15.0,19.0,1.0,3.0,42.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,100,21.5,5
8,,Egatpuri,Igatpuri,465.0,6.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,46.0,0.0,41.0,1.0,2.0,15.0,50.0,77.0,149.0,142.0,67.2,45.0,19.0,4.0,7.0,5.2,0.0,749.4,287.7,16
9,,Peth,Peth,260.5,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.4,2.0,14.0,88.0,24.0,52.0,139.0,40.0,28.0,9.6,0.0,0.0,0.0,0.0,445,442.8,11
10,,Niphad,Niphad,100.5,0.0,0.0,0.0,0.0,0.0,10.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,64,71.7,5
11,,Sinnar,Sinnar,89.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,2.3,7.2,44.0,27.3,2.4,0.0,0.0,0.0,0.0,0.0,121.5,108.1,6
12,,Yevla,Yeola,112.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,1.0,0.0,2.0,4.0,0.0,1.0,43.0,14.0,0.0,2.0,9.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,181,156.4,6
13,,Chandwad,Chandwad,115.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,5.0,0.0,1.0,6.0,17.0,4.0,3.0,8.0,60.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,123,47.2,10
14,,Trimbakeshwar,Tryambakeshwar,260.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,28.0,55.0,68.0,87.0,39.0,17.0,7.0,6.0,0.0,0.0,0.0,326,282.5,10
15,,Devali,Devala,115.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,10.0,2.0,0.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,65,56.3,6
