Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,121.8,3.5,0.1,0.0,0.0,0.0,0.0,0.0,13.0,0.0,8.1,41.2,6.2,0.0,0.0,11.4,0.0,0.0,0.0,0.0,7.5,3.2,0.0,0.0,0.0,7.6,18.3,7.1,1.0,14.1,0.0,142.3,115.3,12
2,,Baglan,Satana,123.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,9.0,5.0,0.0,0.0,53,33.8,6
3,,Kalwan,Kalwan,156.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,25.0,17.0,6.0,5.0,14.0,10.0,97,68.8,9
4,,Nandgaon,Nandgaon,141.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,20.0,10.0,0.0,10.0,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,2.0,121,37.4,8
5,,Surgana,Surgana,323.6,1.0,1.0,2.0,8.0,42.0,3.0,13.0,1.0,0.0,9.0,18.0,21.0,0.0,58.0,3.0,0.0,0.0,5.0,0.0,0.0,1.0,9.0,15.0,25.0,3.0,0.0,0.0,13.0,53.0,2.0,306,188.5,16
6,,Nasik,Nasik,162.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,5.1,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,19.3,0.0,12.2,30.2,2.0,10.3,93.8,65.5,8
7,,Dindori,Dindori,143.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,35,7.6,4
8,,Egatpuri,Igatpuri,463.4,0.0,39.0,6.0,30.0,30.0,14.0,3.9,0.0,0.0,17.0,13.0,0.0,77.0,18.0,6.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,28.0,0.0,0.0,18.0,2.0,32.0,345.9,102.6,15
9,,Peth,Peth,337.1,7.0,2.0,5.0,8.0,8.0,7.0,1.0,1.0,2.0,10.5,2.0,65.0,0.0,13.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,1.5,0.0,1.0,15.0,2.0,63.0,4.0,232,183.5,12
10,,Niphad,Niphad,126.4,0.0,11.0,0.0,0.0,0.0,15.0,5.0,34.0,46.0,0.0,16.0,41.0,0.0,9.0,41.0,14.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268,183.8,11
11,,Sinnar,Sinnar,145.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,22.0,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,10.4,10.7,6.0,68.1,54.7,6
12,,Yevla,Yeola,124.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,21.0,0.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,17.0,11.0,0.0,0.0,6.0,0.0,107,77.8,8
13,,Chandwad,Chandwad,137.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,36,10.7,4
14,,Trimbakeshwar,Tryambakeshwar,337.1,0.0,9.0,2.0,5.0,6.0,8.0,4.0,9.0,0.0,15.0,11.0,30.0,2.0,3.0,0.0,0.0,0.0,8.0,0.0,1.0,6.0,8.0,1.0,0.0,1.0,0.0,0.0,45.0,2.0,11.0,187,139.9,15
15,,Devali,Devala,133.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,35.0,11.0,11.0,0.0,100,74.8,7
