Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,112.3,0.0,0.0,1.0,35.0,93.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,14.0,2.0,18.0,2.0,0.0,209,214.1,8
2,,Baglan,Satana,97.6,3.0,5.0,2.0,9.0,91.0,19.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,9.0,2.0,0.0,0.0,0.0,7.0,46.0,9.0,4.0,225,100.5,13
3,,Kalwan,Kalwan,223.9,7.0,7.0,0.0,5.0,105.0,23.0,5.0,2.0,12.0,5.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,19.0,12.0,6.0,1.0,0.0,6.0,18.0,86.0,25.0,11.0,372,333.6,19
4,,Nandgaon,Nandgaon,111.5,0.0,5.0,0.0,33.0,71.2,14.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,11.0,12.0,0.0,0.0,1.0,4.0,1.0,11.3,1.0,0.0,188,26.4,10
5,,Surgana,Surgana,711.8,40.0,12.0,0.0,5.0,190.0,90.0,36.0,25.0,20.0,17.0,10.0,2.2,8.0,5.0,4.0,3.0,0.0,0.0,5.0,5.0,5.0,74.0,30.0,39.0,5.0,17.0,18.0,72.0,227.0,109.0,54.0,1127.2,504.3,27
6,,Nasik,Nasik,223.5,22.0,3.0,1.0,6.4,130.0,30.0,14.0,1.5,2.9,1.0,4.0,2.2,2.4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2,13.1,24.0,7.3,1.4,0.3,1.3,19.2,55.5,31.0,13.0,390.7,152.3,15
7,,Dindori,Dindori,256.5,9.0,2.0,2.5,0.0,54.4,18.0,19.0,5.0,0.0,11.0,6.0,4.0,6.5,2.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,21.0,44.0,12.0,4.0,1.0,3.0,14.0,51.0,33.0,13.0,337.9,25.2,18
8,,Egatpuri,Igatpuri,1339.8,59.0,34.0,41.0,60.0,117.0,125.0,64.0,21.0,20.0,37.0,40.0,10.0,19.0,5.0,0.0,27.0,4.0,5.0,14.0,42.0,40.0,68.0,143.0,119.0,44.0,24.0,37.0,78.0,219.0,152.0,146.0,1814,193.7,30
9,,Peth,Peth,936.4,44.0,26.0,0.0,0.0,78.0,127.0,22.0,13.0,18.0,10.0,10.0,11.5,16.0,4.0,2.0,3.5,4.0,11.0,3.5,12.0,19.0,46.0,103.0,48.0,10.0,20.0,29.0,84.0,176.0,108.0,70.0,1128.5,955.5,28
10,,Niphad,Niphad,118.1,2.0,0.0,0.0,7.2,97.0,19.0,6.5,1.0,0.0,3.1,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,25.0,6.5,3.0,8.7,3.1,5.3,30.1,9.0,3.1,242.6,159,16
11,,Sinnar,Sinnar,152.6,3.4,0.0,0.0,0.0,47.2,12.0,7.0,0.0,0.0,5.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,19.0,10.0,5.0,1.0,4.0,10.0,30.2,16.4,14.8,204,189.9,16
12,,Yevla,Yeola,107.4,0.0,5.0,0.0,0.0,132.0,7.0,4.0,0.0,0.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,3.0,0.0,13.0,18.0,4.0,14.0,4.0,3.0,233,160.6,14
13,,Chandwad,Chandwad,145.1,0.0,0.0,3.0,3.0,149.0,17.3,4.0,1.0,2.0,5.0,5.0,8.0,5.2,2.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,9.0,41.0,5.0,2.5,2.0,4.0,7.0,46.0,18.0,3.0,354,37.8,19
14,,Trimbakeshwar,Tryambakeshwar,936.4,71.0,26.0,5.0,6.0,109.0,93.0,55.0,34.0,23.0,29.0,33.0,22.0,24.0,14.0,6.0,9.0,3.0,3.0,3.0,10.0,8.0,48.0,128.0,81.0,21.0,8.0,65.0,99.0,233.0,184.0,135.0,1588,801.6,31
15,,Devali,Devala,198.1,0.0,17.0,0.0,25.0,36.0,24.0,0.0,0.0,0.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,8.0,2.0,0.0,0.0,0.0,12.0,37.3,16.0,2.0,206.3,104.1,12
