Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,637.2,42.2,43.0,3.0,13.0,23.2,13.2,12.2,12.2,13.2,8.0,14.0,25.4,26.2,11.0,18.0,2.0,20.2,8.2,46.0,1.0,14.0,25.6,10.0,47.2,8.0,22.0,96.8,164.0,163.0,40.0,13.0,958.8,146.9,29
2,,Kalyan,652.7,55.0,30.0,12.0,13.0,16.0,16.0,6.0,5.0,9.0,3.0,5.0,14.0,16.0,10.0,22.0,13.0,29.0,3.0,54.0,1.0,8.0,79.0,5.0,42.0,3.0,34.0,72.0,138.0,167.0,58.0,12.0,950,149.8,30
3,,Murbad,634.3,46.0,34.4,31.2,13.0,21.2,32.0,7.2,2.0,4.1,4.2,3.0,31.2,10.0,9.0,26.5,3.0,14.1,11.2,18.6,3.5,6.1,9.2,3.0,71.4,21.0,24.0,50.2,83.2,142.7,41.2,27.2,804.6,124.5,30
4,,Bhivandi,646.4,65.0,50.0,20.0,10.0,8.0,20.0,5.0,3.0,7.0,6.0,5.0,9.0,12.0,20.0,15.0,10.0,8.0,3.0,30.0,20.0,35.0,3.0,5.0,90.0,5.0,50.0,80.0,130.0,150.0,20.0,10.0,904,128.6,31
5,,Shahapur,703.2,104.0,53.0,23.0,3.0,14.0,12.0,8.0,6.0,6.0,7.0,4.0,16.0,14.0,24.0,7.0,9.0,14.0,11.0,15.0,2.4,1.2,40.4,0.2,56.8,10.0,18.0,59.0,150.0,191.0,55.0,62.0,996,164.8,28
6,,Ulhasnagar,604.3,43.2,48.0,7.0,15.0,24.4,25.4,14.0,9.0,5.6,0.0,5.0,23.0,18.4,11.0,18.2,14.2,18.2,2.6,35.0,3.0,22.6,56.0,13.4,27.0,3.8,29.2,60.4,148.6,139.4,36.4,0.0,877,145.1,29
7,,Ambarnath,604.3,29.0,35.4,11.2,15.6,19.0,22.8,7.0,11.0,5.4,0.0,4.4,18.6,19.4,12.8,15.0,10.8,16.0,0.0,40.2,13.0,35.0,10.8,3.0,40.0,5.1,18.6,45.8,116.4,141.2,30.8,10.0,763.3,159.2,29
8,Raigadh,Alibag,479.4,30.0,34.0,6.0,60.0,21.0,2.0,5.0,0.0,0.0,30.4,0.0,1.6,3.0,2.0,1.0,10.0,3.0,5.0,62.4,0.0,2.4,1.0,22.2,10.2,31.4,17.0,17.0,164.0,30.2,45.2,8.6,625.6,79.1,21
9,,Panwel,790.4,93.6,13.0,10.0,13.0,14.0,28.2,15.4,6.6,2.0,3.6,1.2,18.0,17.0,30.4,19.6,11.0,23.0,11.4,26.0,3.4,17.4,19.0,50.0,14.0,30.0,16.6,16.6,177.0,156.4,103.0,2.0,962.4,102.6,28
10,,Karjat,937.6,63.5,31.0,16.5,27.0,32.4,26.5,48.1,4.8,1.2,11.9,2.5,16.0,12.5,15.5,18.2,15.7,22.0,9.0,35.3,8.4,4.5,16.5,4.5,9.0,9.2,17.3,17.3,127.8,180.8,171.5,21.5,997.9,97.3,29
11,,Khalapur,1026.1,67.0,29.0,16.0,44.1,18.0,16.4,14.5,5.0,4.0,13.0,14.0,16.0,17.0,12.0,15.0,17.0,15.0,6.0,20.0,19.0,12.0,15.0,2.0,2.0,25.0,14.0,14.0,167.0,194.0,100.0,15.0,938,192.8,29
12,,Uran,486.6,80.0,12.0,6.4,20.3,12.0,2.0,13.0,1.0,0.0,2.0,0.0,6.0,0.0,25.0,16.0,6.0,20.0,14.0,92.0,2.0,0.0,7.0,8.0,6.0,36.0,20.0,20.0,126.0,204.0,157.0,4.0,917.7,86,23
13,,Sudhagad,1067.7,83.0,93.1,38.2,48.1,121.0,25.0,10.2,2.0,11.2,6.2,8.1,21.0,17.2,31.0,33.0,12.0,7.0,3.1,88.4,5.3,43.0,34.0,1.0,19.0,13.0,16.0,16.0,196.4,91.5,94.0,24.0,1212,159.4,29
14,,Pen,760.2,111.4,27.2,19.2,47.2,19.2,17.2,7.0,5.4,4.2,11.2,7.4,14.2,19.2,17.6,12.0,9.4,11.2,7.4,39.2,4.2,12.2,13.4,5.2,4.2,11.4,14.2,14.2,147.2,117.2,72.2,14.2,836.6,91.6,31
15,,Mahad,912.9,157.0,39.2,44.2,42.8,3.6,7.8,8.8,19.0,11.0,3.1,8.0,18.0,22.5,15.0,34.4,4.0,14.0,11.0,26.0,15.3,6.0,53.0,0.0,10.8,48.0,14.6,14.6,107.0,82.2,179.2,29.0,1049.1,135.1,30
16,,Mangaon,776.4,136.2,56.0,33.0,44.6,10.3,6.2,12.2,5.0,9.0,6.4,13.2,9.0,19.4,12.0,13.2,9.0,12.4,6.0,16.0,11.6,11.2,18.3,2.4,5.2,42.3,14.0,14.0,133.0,95.1,134.2,22.0,932.4,112.7,30
17,,Roha,827.5,85.0,73.0,57.0,45.5,35.0,23.0,15.0,8.2,4.0,5.0,5.2,8.0,20.2,13.0,13.0,11.0,15.2,4.8,44.0,9.0,14.0,32.0,1.0,21.0,38.0,18.0,18.0,148.0,86.0,48.0,7.0,925.1,88,30
18,,Poladpur,1051.1,125.0,39.0,58.0,60.0,5.0,20.0,25.0,26.0,9.0,9.0,6.0,14.0,35.0,28.0,78.0,6.0,7.0,7.0,35.0,9.0,18.0,19.0,2.0,9.0,33.0,12.0,12.0,126.0,121.0,202.0,28.0,1183,169,30
19,,Murud,700.2,94.0,35.0,35.0,65.0,15.0,22.0,16.0,0.0,0.0,8.0,6.0,0.0,13.0,0.0,7.0,9.0,3.0,2.0,18.0,18.0,3.0,16.0,27.0,13.0,38.0,38.0,38.0,161.0,55.0,60.0,9.0,824,110.5,26
20,,Shriwardhan,745.4,140.0,70.2,95.0,78.0,1.0,5.0,5.0,14.0,9.0,6.0,0.0,10.0,0.0,6.0,0.0,0.0,3.0,2.0,6.0,3.0,4.0,78.0,19.0,40.0,46.0,24.0,24.0,127.8,92.0,108.0,8.0,1024,109.4,25
21,,Mahasala,935.6,174.0,43.0,75.0,63.0,23.8,7.0,9.0,11.0,12.0,9.0,32.0,11.0,10.0,17.0,27.0,8.0,7.0,6.0,25.0,0.0,8.0,30.0,8.0,24.0,46.0,28.0,28.0,144.0,92.0,105.0,5.0,1087.8,140.1,30
22,,Tala,776.4,157.0,45.0,22.0,51.0,22.0,20.0,24.0,6.0,7.0,11.0,17.0,4.0,18.0,14.0,36.0,12.0,21.0,4.0,73.0,24.0,17.0,43.0,3.0,8.0,34.0,25.0,25.0,168.0,69.0,94.0,11.0,1085,113.5,31
23,Ratnagiri,Chiplun,956.2,112.0,58.0,126.0,93.0,13.0,7.0,9.0,13.0,5.0,6.0,4.0,7.0,15.0,23.0,95.0,21.0,2.0,12.0,22.0,6.0,14.0,88.0,0.0,6.0,27.0,19.0,97.0,203.0,218.0,171.0,32.0,1524,159,29
24,,Dapoli,958.7,161.0,50.2,68.0,84.8,4.0,2.0,19.2,9.0,4.6,4.0,7.4,11.9,14.6,13.4,15.6,2.4,19.0,19.2,42.0,12.2,4.4,22.8,30.4,12.0,35.0,53.8,52.8,204.2,214.2,119.0,23.4,1336.5,149.5,29
25,,Khed,894.2,112.0,44.0,106.0,86.0,14.0,12.0,26.0,26.0,15.0,6.0,5.0,18.0,12.0,10.0,34.0,10.0,14.0,17.0,45.0,10.0,30.0,29.0,2.0,11.0,22.0,17.0,81.0,107.0,158.0,121.0,24.0,1224,362,30
26,,Guhagar,338.1,126.0,42.0,88.0,57.0,1.0,1.0,3.0,0.0,3.0,1.0,1.0,7.0,6.0,25.0,16.0,7.0,5.0,2.0,33.0,10.0,5.0,5.0,9.0,26.0,38.0,39.0,32.0,120.0,192.0,97.0,32.0,1029,101.7,25
27,,Mandangad,1012.1,148.0,65.0,70.0,58.0,22.0,63.0,36.0,25.0,40.0,15.0,16.0,36.0,25.0,50.0,49.0,10.0,13.0,10.0,85.0,4.0,28.0,52.0,0.0,25.0,54.0,38.0,73.0,158.0,119.0,126.0,34.0,1547,244.1,30
28,,Ratnagiri,633.8,78.8,86.0,159.1,37.8,4.7,11.8,1.9,1.3,7.0,9.5,3.6,6.1,10.2,1.0,20.1,7.2,6.6,5.8,86.2,18.4,45.5,16.0,39.4,3.6,62.6,28.5,10.7,59.0,54.7,20.9,46.8,950.8,107.1,28
29,,Sangameshwar,888.1,110.0,144.0,200.0,88.3,7.0,21.0,6.0,14.4,12.2,6.0,14.0,12.0,46.0,93.2,30.0,23.8,10.0,15.2,36.1,32.3,52.2,40.0,4.0,11.3,55.0,25.2,56.0,115.0,162.2,28.0,65.0,1535.4,177.7,31
30,,Rajapur,863.9,92.0,47.0,148.0,33.0,38.0,22.0,15.0,6.0,11.0,19.0,6.0,10.0,23.0,10.0,33.0,12.0,27.0,16.0,65.0,0.0,35.0,6.0,13.0,17.0,13.0,28.0,25.0,48.0,86.0,55.0,54.0,1013,110.6,30
31,,Lanja,915.8,60.0,67.0,129.0,66.0,19.0,23.0,13.0,14.0,11.0,7.0,7.0,9.0,15.0,10.0,28.0,12.0,20.0,12.0,40.0,2.0,64.0,4.0,22.0,3.0,29.0,23.0,25.0,75.0,69.0,73.0,37.0,988,194.4,30
32,Sindhudurg,Devgad,508.2,86.0,51.0,50.0,22.0,9.0,2.0,12.0,5.0,8.0,4.0,2.0,0.0,10.0,20.0,10.0,12.0,9.0,5.0,44.0,15.0,37.0,7.0,0.0,8.0,30.0,12.0,15.0,75.0,96.0,30.0,32.0,718,148.8,27
33,,Malwan,482.4,35.0,67.0,117.0,39.0,7.0,3.0,1.0,2.0,3.0,3.0,0.0,2.0,4.0,12.0,46.0,1.0,13.0,6.0,172.0,37.0,46.0,2.0,69.0,34.0,65.0,31.0,14.0,34.0,110.0,35.0,97.0,1107,133.3,25
34,,Sawantwadi,830.6,40.0,56.0,90.0,64.0,25.0,9.0,13.0,43.0,11.0,16.0,3.0,5.0,12.0,17.0,12.0,10.0,14.0,43.2,81.0,33.0,37.0,10.0,18.0,12.0,19.0,8.0,29.0,51.0,139.0,52.0,87.0,1059.2,177.6,31
