Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,334.4,0.0,25.0,47.0,19.0,20.0,12.0,40.0,5.0,2.8,0.0,6.0,19.0,2.0,4.0,0.0,0.0,3.0,5.0,0.0,1.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,226.8,75.2,15
2,,Kalyan,301.7,5.0,25.0,37.0,86.0,29.0,23.0,40.0,3.0,5.0,0.0,12.0,19.0,5.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,11.0,2.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,324,93.3,16
3,,Murbad,347.1,2.4,14.2,30.2,73.1,46.0,14.0,97.0,1.0,2.0,0.0,6.0,17.0,5.2,1.2,2.0,50.0,0.0,18.0,0.0,6.2,17.2,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,416.7,123.4,14
4,,Bhivandi,337.6,5.0,80.0,65.0,18.0,35.0,20.0,20.0,8.0,0.0,0.0,0.0,35.0,11.0,0.0,0.0,15.0,3.0,5.0,0.0,3.0,25.0,5.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,360,106.5,17
5,,Shahapur,338.1,6.0,40.0,75.0,65.0,40.0,18.0,31.0,7.0,2.0,4.0,7.0,47.0,13.0,7.0,2.0,8.0,1.2,0.8,0.0,2.4,15.2,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409,135.5,16
6,,Ulhasnagar,301.9,12.0,13.0,64.0,59.4,28.4,21.0,47.6,0.0,0.0,0.0,9.0,27.0,26.0,2.0,2.0,2.8,0.0,0.0,0.0,0.0,14.0,4.4,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357,118.3,14
7,,Ambarnath,301.9,15.0,7.4,46.6,54.2,40.0,14.2,60.3,2.0,0.0,1.2,5.8,18.2,14.1,0.0,0.0,5.6,0.0,2.2,0.0,0.0,5.0,0.0,7.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,300.6,96,13
8,Raigadh,Alibag,313.1,11.0,64.2,92.0,58.0,13.0,4.3,24.2,5.5,0.0,0.0,3.4,30.0,1.2,6.4,2.0,23.6,0.2,12.0,4.0,0.0,17.6,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.7,95.7,16
9,,Panwel,402.0,6.0,22.0,33.8,34.0,33.0,23.0,59.0,8.6,0.0,11.4,5.0,39.0,4.6,0.0,33.0,6.2,0.0,21.4,4.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.4,79.2,16
10,,Karjat,436.0,2.2,59.0,45.0,285.7,44.3,50.0,203.2,28.3,0.0,0.0,17.2,38.0,1.5,16.2,12.5,16.3,0.0,23.0,0.0,0.0,5.5,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854.1,186.3,15
11,,Khalapur,458.5,2.0,52.0,72.0,129.0,31.0,16.0,76.0,16.0,1.0,0.0,5.0,32.0,2.0,0.0,6.0,31.0,0.0,14.0,0.0,0.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516,168.5,14
12,,Uran,306.3,7.0,15.0,30.0,24.0,26.0,11.0,13.0,7.0,0.0,3.0,0.0,66.0,1.0,1.0,3.0,2.0,3.0,43.0,3.0,0.0,4.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277,61.3,17
13,,Sudhagad,452.1,42.0,97.0,68.4,84.3,41.0,15.0,44.0,19.0,1.0,0.0,10.0,19.1,2.4,16.4,24.0,12.2,1.4,1.0,0.0,0.0,1.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.7,125.1,14
14,,Pen,407.3,8.2,47.2,41.2,52.2,17.2,14.4,54.0,8.2,1.2,15.2,18.2,23.4,5.2,13.2,7.2,23.2,0.0,16.4,2.0,1.2,9.2,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.4,94,18
