Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,534.8,0.0,0.0,15.3,35.3,6.0,36.0,9.2,0.0,0.0,11.0,29.0,112.0,30.0,11.8,76.4,53.0,50.0,6.0,6.4,4.0,12.2,4.0,15.0,4.0,0.0,9.0,21.0,7.4,6.0,8.0,578,121.2,25
2,,Kalyan,476.8,0.0,0.0,7.0,21.0,21.0,19.0,16.0,0.0,0.0,0.0,20.0,102.0,0.0,38.0,38.0,52.0,68.0,1.0,4.0,1.0,11.0,1.0,0.0,2.0,2.0,2.0,8.0,7.0,13.0,1.0,455,120.3,16
3,,Murbad,378.3,0.0,0.0,35.0,13.3,66.2,21.2,14.3,0.0,0.0,8.2,18.0,37.0,15.0,11.6,17.2,39.3,102.4,14.2,1.0,1.0,12.0,1.3,0.0,1.0,13.2,5.0,15.2,9.0,15.0,1.8,488.4,103.5,20
4,,Bhivandi,471.7,0.0,0.0,0.2,2.0,21.0,10.0,5.0,0.0,0.0,0.0,14.0,70.0,35.0,7.0,40.0,45.0,50.0,5.0,2.0,4.0,6.0,0.0,2.0,0.0,7.0,3.0,5.0,12.0,20.0,0.0,365.2,88.5,18
5,,Shahapur,412.7,0.0,0.0,70.0,9.0,1.8,5.2,3.8,0.0,0.0,1.8,9.4,34.0,11.4,6.6,26.6,25.4,42.0,8.0,2.0,5.0,31.0,3.0,5.0,8.0,5.0,2.0,17.0,21.0,42.0,1.0,397,86.9,21
6,,Ulhasnagar,457.0,0.0,0.0,22.0,0.0,21.5,29.0,21.2,0.0,0.0,0.0,23.0,74.0,34.0,0.0,20.0,55.0,87.0,2.0,2.0,0.0,12.2,0.0,0.0,0.0,0.0,11.0,20.0,14.0,7.4,5.0,460.3,100.7,16
7,,Ambarnath,457.0,0.0,0.0,22.0,30.2,25.0,26.0,10.4,0.0,0.0,1.4,15.0,78.0,37.0,0.0,20.6,65.0,83.4,2.0,4.2,0.0,5.6,0.0,0.0,0.0,5.6,6.0,17.0,6.2,5.4,0.0,466,86.2,18
8,Raigadh,Alibag,540.8,2.0,0.0,0.0,26.4,14.4,74.0,10.0,0.0,0.0,38.0,70.0,114.5,4.0,19.1,75.4,31.0,7.3,3.0,5.0,6.0,11.2,3.0,4.4,0.0,0.0,0.2,0.0,6.0,21.0,10.1,556,98,21
9,,Panwel,567.5,0.0,0.0,4.6,20.6,33.2,29.0,2.8,0.0,0.0,25.5,79.4,68.2,26.6,3.4,32.4,41.0,52.0,5.2,11.4,1.0,15.4,6.6,7.0,2.0,1.0,1.4,14.6,14.6,74.0,2.4,575.3,104.8,21
10,,Karjat,548.7,0.0,0.0,37.5,46.0,42.0,19.5,0.0,0.0,0.0,16.5,47.0,71.4,54.5,23.8,25.0,19.4,34.4,7.7,5.5,6.3,20.0,13.2,14.4,15.4,7.2,2.5,35.6,39.8,76.1,1.0,681.7,121,23
11,,Khalapur,563.4,0.0,0.0,5.0,37.0,3.4,2.0,0.8,0.0,0.0,41.8,35.0,89.0,49.3,22.2,40.0,33.3,38.4,23.0,5.0,5.2,5.0,31.0,5.1,7.5,6.0,3.2,17.2,19.0,57.0,3.0,584.4,111.5,24
12,,Uran,524.2,0.0,0.0,0.0,12.0,24.0,25.0,11.3,0.0,0.0,36.0,100.0,108.0,32.7,3.0,45.0,26.0,22.0,5.0,2.0,3.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,12.0,8.0,5.0,494,67.2,19
13,,Sudhagad,735.6,0.0,0.0,8.4,54.2,11.0,21.2,6.0,0.0,2.0,15.4,97.3,175.0,34.2,17.3,99.4,31.5,65.1,41.0,13.0,19.9,31.0,13.3,54.1,5.3,10.0,7.0,3.9,27.0,45.4,1.0,909.9,164.2,25
14,,Pen,554.1,0.0,0.0,7.2,23.4,17.4,27.2,5.4,0.0,0.0,26.4,83.2,93.2,12.2,5.2,45.2,19.4,21.2,5.4,7.2,11.2,7.2,4.2,3.4,0.0,0.0,11.4,4.2,31.2,23.2,5.2,500.4,76.9,24
15,,Mahad,651.0,0.0,0.0,3.2,16.0,28.0,41.6,58.2,0.0,0.0,12.0,212.4,76.0,43.0,13.0,12.3,9.0,107.4,29.0,23.0,2.0,31.0,2.0,15.4,4.0,0.0,6.8,19.4,8.3,4.4,0.0,777.4,123.3,22
16,,Mangaon,630.3,0.0,0.0,35.0,112.0,6.4,45.2,19.2,0.0,4.0,14.8,146.0,106.4,22.4,48.6,39.6,12.2,53.0,10.0,1.6,7.0,39.0,1.6,36.4,7.0,30.0,7.0,19.4,26.0,13.8,3.0,866.6,122.9,25
17,,Roha,704.9,0.0,0.0,0.0,107.2,20.4,20.0,15.5,0.0,1.0,42.0,106.1,220.2,42.0,63.0,86.0,9.0,104.2,21.2,9.2,11.0,20.6,6.0,14.4,1.4,15.0,13.0,6.0,45.0,7.0,2.0,1008.4,138.4,23
18,,Poladpur,728.6,0.0,0.0,3.0,36.0,6.0,29.0,67.0,0.0,0.0,25.0,175.0,65.0,89.0,8.0,16.0,21.0,207.0,43.0,5.0,7.0,7.0,4.0,20.0,5.0,1.0,4.0,51.0,10.0,6.0,13.0,923,139,25
19,,Murud,664.2,0.0,0.0,2.0,61.0,8.0,38.0,14.0,0.0,0.0,96.0,128.0,252.0,14.0,27.0,73.0,9.2,42.0,0.0,2.8,5.0,19.0,5.2,0.0,0.0,0.0,0.0,27.0,14.0,0.0,5.0,842.2,92.4,19
20,,Shriwardhan,911.6,0.0,0.0,23.0,48.0,6.0,47.0,3.0,0.0,0.0,38.0,175.0,38.0,21.0,29.0,22.0,8.0,80.0,20.0,6.0,22.0,0.0,12.0,9.0,0.2,3.0,2.0,10.0,6.0,0.0,3.0,631.2,78.6,22
21,,Mahasala,803.5,0.0,0.0,9.6,34.2,20.2,74.0,13.0,0.0,0.0,18.4,209.8,146.8,17.6,32.0,19.4,11.2,105.6,3.8,12.0,19.2,5.6,7.0,14.4,9.0,9.2,12.2,7.2,4.0,1.0,7.2,823.6,130.7,25
22,,Tala,630.3,0.0,0.0,4.0,45.0,9.0,39.0,22.0,0.0,0.0,32.0,139.0,193.0,49.0,14.0,65.0,17.0,81.0,8.0,5.0,16.0,27.0,3.0,23.0,5.0,11.0,2.0,31.0,48.0,15.0,5.0,908,115.8,25
23,Ratnagiri,Chiplun,783.9,0.0,2.0,19.0,11.0,7.0,64.0,22.0,2.0,13.0,31.0,137.0,52.0,29.0,94.0,31.0,37.0,79.0,171.0,13.0,2.0,0.0,45.0,22.0,6.0,3.0,7.0,11.0,16.0,2.0,1.0,929,102.1,23
24,,Dapoli,910.3,0.0,0.0,16.2,24.6,13.0,77.4,29.8,2.6,8.6,43.0,150.6,64.8,21.2,26.8,113.0,10.0,193.7,10.2,3.0,3.4,0.0,48.8,2.6,5.0,4.8,6.0,5.1,5.0,11.4,17.8,918.4,111,27
25,,Khed,827.2,0.0,0.0,8.0,29.0,12.0,49.0,69.0,4.0,5.0,24.0,147.0,84.0,40.0,52.0,53.0,19.0,110.0,97.0,15.6,2.0,0.3,20.0,22.1,1.0,2.0,4.0,33.0,11.0,9.0,8.0,930,133.5,24
26,,Guhagar,696.6,0.0,0.0,29.0,26.0,9.0,92.0,24.0,8.0,11.0,33.0,149.0,43.0,66.0,54.0,37.0,7.0,76.0,11.0,2.0,5.0,0.0,45.0,2.0,7.0,3.0,3.4,17.6,5.0,0.0,3.0,768,89.5,24
27,,Mandangad,858.0,0.0,0.0,0.0,24.0,12.0,124.0,27.2,0.0,3.4,37.4,287.0,50.0,40.0,18.0,16.0,18.0,192.0,60.0,17.0,35.0,7.0,27.3,31.0,10.0,9.2,7.0,51.0,37.0,16.0,12.0,1168.5,141.6,26
28,,Ratnagiri,825.2,0.0,0.0,6.4,25.7,26.0,111.6,23.2,21.8,105.0,144.0,34.6,12.2,11.5,39.0,19.0,46.4,203.2,65.7,1.0,0.0,0.0,183.4,7.1,2.8,2.0,98.6,30.8,29.7,12.4,4.9,1268,161.9,24
