Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,1.1,-,-,-,-,-,-,-,-,0.0,6.2, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,6.2,1550,1
2,,Kalyan,0.4,-,-,-,-,-,-,-,-,2.0,4.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,6,666.7,1
3,,Murbad,0.9,-,-,-,-,-,-,-,-,5.2,17.1, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,22.3,2477.8,2
4,,Bhivandi,0.9,-,-,-,-,-,-,-,-,0.0,0.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,0,0,0
5,,Shahapur,1.9,-,-,-,-,-,-,-,-,0.0,7.8, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,7.8,1950,1
6,,Ulhasnagar,0.4,-,-,-,-,-,-,-,-,0.0,0.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,0,0,0
7,,Ambarnath,0.4,-,-,-,-,-,-,-,-,3.0,3.2, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,6.2,3100,2
8,Raigadh,Alibag,0.2,-,0.8, - , - , - , - , - , - , - ,4.2, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,5,1000,1
9,,Panwel,0.5,-,0.0, - , - , - , - , - , - , - ,0.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,0,0,0
10,,Karjat,1.6,-,0.4, - , - , - , - , - , - , - ,2.2, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,2.6,2600,0
11,,Khalapur,0.1,-,1.0, - , - , - , - , - , - , - ,1.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,2,200,0
12,,Uran,1.0,-,0.0, - , - , - , - , - , - , - ,4.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,4,4000,1
13,,Sudhagad,0.1,-,2.0, - , - , - , - , - , - , - ,2.8, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,4.8,960,1
14,,Pen,0.5,-,5.2, - , - , - , - , - , - , - ,8.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,13.2,1885.7,2
15,,Mahad,0.7,-,0.0, - , - , - , - , - , - , - ,1.5, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,1.5,375,0
16,,Mangaon,0.4,-,2.0, - , - , - , - , - , - , - ,3.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,5,714.3,1
17,,Roha,0.7,-,1.0, - , - , - , - , - , - , - ,5.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,6,315.8,1
18,,Poladpur,1.9,-,1.0, - , - , - , - , - , - , - ,2.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,3,3000,0
19,,Murud,0.1,-,1.0, - , - , - , - , - , - , - ,4.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,5,5000,1
20,,Shriwardhan,0.1,-,0.2, - , - , - , - , - , - , - ,2.2, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,2.4,2400,0
21,,Mahasala,0.1,-,1.0, - , - , - , - , - , - , - ,1.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,2,500,0
22,,Tala,0.4,-,0.0, - , - , - , - , - , - , - ,3.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,3,136.4,1
23,Ratnagiri,Chiplun,2.2,-,-,-,-,-,-,-,-,-,-,0.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - ,12.0, - , - , - , - , - ,12,4000,1
24,,Dapoli,0.3,-,-,-,-,-,-,-,-,-,-,2.2, - , - , - , - , - , - , - , - , - , - , - , - , - , - ,5.4, - , - , - , - , - ,7.6,1085.7,1
25,,Khed,0.7,-,-,-,-,-,-,-,-,-,-,0.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - ,28.0, - , - , - , - , - ,28,28000,1
26,,Guhagar,0.1,-,-,-,-,-,-,-,-,-,-,0.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,0,0,0
27,,Mandangad,0.9,-,-,-,-,-,-,-,-,-,-,0.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - ,0.0, - , - , - , - , - ,0,0,0
28,,Ratnagiri,0.1,-,-,-,-,-,-,-,-,-,-,0.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - ,47.2, - , - , - , - , - ,47.2,1966.7,1
29,,Sangameshwar,2.4,-,-,-,-,-,-,-,-,-,-,0.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - ,3.0, - , - , - , - , - ,3,1500,1
30,,Rajapur,0.2,-,-,-,-,-,-,-,-,-,-,0.0, - , - , - , - , - , - , - , - , - , - , - , - , - , - ,5.0, - , - , - , - , - ,5,625,1
