Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,534.8,130.0,18.4,27.8,16.2,5.2,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,1.0,0.0,0.0,5.4,1.0,0.0,0.0,1.0,1.0,52.2,20.0,8.3,3.8,86.0,122.2,75.0,40.1,623.1,130.7,15
2,,Kalyan,476.8,153.0,7.0,24.0,33.0,0.0,2.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,3.0,3.0,25.0,12.0,8.0,2.0,78.0,81.0,46.0,98.0,607,160.5,15
3,,Murbad,378.3,50.1,12.8,18.6,40.0,33.3,0.0,0.0,2.2,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.7,45.4,6.2,7.4,21.8,42.8,42.3,13.0,6.4,3.8,57.7,75.4,486.1,103.1,17
4,,Bhivandi,471.7,117.2,17.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.4,0.0,0.0,0.0,5.0,2.4,0.0,0.0,2.0,2.0,26.0,20.0,7.0,0.0,68.0,51.0,57.0,87.0,498,120.7,14
5,,Shahapur,412.7,63.4,45.6,14.0,23.0,0.0,0.0,0.0,15.4,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.6,1.0,30.4,11.0,8.4,7.0,20.0,34.6,64.0,69.0,422,92.3,15
6,,Ulhasnagar,457.0,77.4,23.2,21.4,9.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,19.4,8.4,38.2,19.4,13.2,0.0,27.2,47.6,52.2,55.2,424.6,92.9,15
7,,Ambarnath,457.0,86.0,22.1,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,4.2,0.0,0.0,0.0,20.0,6.0,26.0,22.4,22.0,2.0,22.2,60.4,64.2,60.0,461.7,85.4,15
8,Raigadh,Alibag,540.8,134.9,21.2,34.0,79.2,6.8,41.5,1.2,0.0,0.0,0.0,0.0,0.5,2.1,4.5,11.4,0.0,5.1,0.0,12.8,33.6,0.0,0.2,7.5,4.0,25.1,13.4,23.3,54.8,29.6,7.2,553.9,97.6,19
9,,Panwel,567.5,82.0,73.2,2.6,12.0,0.0,112.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,1.2,0.0,0.0,2.2,0.0,0.0,2.6,8.0,17.0,16.2,23.0,6.0,31.8,30.0,46.4,77.0,558.2,101.7,17
10,,Karjat,548.7,32.6,42.0,25.0,0.7,7.0,112.2,0.0,0.0,11.3,0.0,0.0,5.8,0.0,1.2,0.0,1.6,0.0,7.2,0.2,20.6,18.3,0.2,46.8,35.7,92.1,10.6,16.5,83.1,89.4,158.3,818.4,145.3,18
11,,Khalapur,563.4,37.1,26.2,11.0,14.0,0.0,59.3,0.0,0.0,0.0,0.0,0.0,6.0,0.0,57.0,1.0,0.0,0.0,8.3,0.0,0.0,12.0,0.0,63.0,26.4,29.1,0.0,18.0,54.3,63.5,117.1,603.3,115.1,16
12,,Uran,524.2,78.0,41.0,12.0,13.0,0.0,108.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,7.0,16.0,6.0,22.0,36.0,12.0,65.0,430,58.5,14
13,,Sudhagad,735.6,32.0,31.0,43.0,17.0,30.0,120.8,0.0,0.0,34.0,0.0,0.0,0.0,0.0,28.6,5.0,5.0,0.0,1.0,0.0,2.0,20.0,8.0,21.0,22.0,34.0,5.0,37.0,38.0,148.0,104.0,786.4,141.9,20
14,,Pen,554.1,43.4,13.2,16.2,4.4,0.0,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,1.8,1.2,4.2,4.2,0.0,0.0,6.4,16.2,12.4,29.6,2.4,34.8,38.4,22.2,31.2,324.6,49.9,16
15,,Mahad,651.0,47.3,40.5,109.0,33.0,24.5,55.9,0.0,1.0,0.0,8.2,0.0,0.0,0.0,0.0,6.2,0.0,9.4,0.0,2.0,0.0,43.0,17.2,9.3,18.5,2.4,26.0,13.0,28.4,73.1,35.5,603.4,95.7,18
16,,Mangaon,630.3,47.0,10.0,135.0,28.0,9.0,75.0,4.7,0.0,7.0,10.0,0.0,3.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,15.0,93.0,15.0,42.0,7.0,48.0,11.0,34.0,51.0,64.0,20.0,740.7,105.1,23
17,,Roha,704.9,55.0,30.0,90.0,2.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,1.0,0.0,0.0,5.0,11.0,2.0,8.0,10.0,54.0,17.0,43.0,60.0,85.0,45.0,684,93.9,16
18,,Poladpur,728.6,47.0,42.0,145.0,19.0,46.0,123.5,0.0,12.0,54.0,0.0,0.0,7.3,0.0,5.0,0.0,0.0,8.0,0.0,3.0,1.0,37.0,31.5,4.0,12.0,10.0,16.0,41.0,39.0,93.0,58.0,854.3,128.6,22
19,,Murud,664.2,137.3,45.0,45.0,110.0,9.4,136.1,0.0,0.0,6.0,0.0,3.0,0.3,4.3,2.0,1.0,1.0,12.8,13.3,0.0,0.0,12.4,0.0,3.0,9.0,24.0,17.0,26.3,63.0,13.0,12.0,706.2,77.5,20
20,,Shriwardhan,911.6,185.3,38.3,76.3,23.3,14.2,76.8,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,53.0,2.0,0.0,0.0,14.2,2.0,3.0,2.0,0.0,17.3,21.3,38.2,24.1,7.0,604.3,75.2,15
21,,Mahasala,803.5,86.0,47.5,86.8,30.4,5.2,95.4,0.0,0.0,0.0,0.0,1.6,0.0,3.0,0.0,0.0,2.0,8.6,0.0,0.0,5.4,32.0,17.4,4.0,12.0,0.0,14.0,34.2,34.2,22.4,16.0,558.1,88.5,18
22,,Tala,630.3,62.0,67.0,138.0,41.0,0.0,173.0,0.0,0.0,3.0,7.0,0.0,0.0,2.0,0.0,0.0,3.0,28.0,0.0,0.0,8.0,58.0,0.0,7.0,7.0,36.0,20.0,26.0,48.0,48.0,38.0,820,104.6,19
23,Ratnagiri,Chiplun,783.9,113.0,99.0,63.0,36.0,14.0,7.0,2.0,5.0,0.0,1.0,12.0,15.0,0.0,1.0,0.0,0.0,19.0,11.0,16.0,0.0,33.0,28.0,16.0,47.0,49.0,62.0,75.0,83.0,91.0,22.0,920,101.1,22
24,,Dapoli,910.3,57.4,63.0,104.0,54.0,5.6,1.0,3.0,1.0,5.0,6.2,10.0,3.8,2.6,1.4,3.2,0.2,11.1,1.2,0.0,0.0,6.8,8.4,16.6,2.6,6.8,93.0,51.4,78.4,62.0,23.6,683.3,82.6,23
25,,Khed,827.2,112.0,79.0,66.0,86.0,33.0,11.0,0.0,2.0,5.0,2.0,34.0,9.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,13.0,25.0,6.0,5.0,23.0,66.0,62.0,66.0,228.0,54.0,991,142.3,19
26,,Guhagar,696.6,72.0,81.0,39.0,17.0,16.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,29.0,22.0,6.0,10.0,8.0,52.0,40.0,78.0,23.0,2.0,512,59.7,16
27,,Mandangad,858.0,92.6,54.2,98.0,25.2,39.2,0.0,0.0,0.0,2.0,0.0,0.2,0.0,0.0,1.8,0.0,0.0,7.0,0.0,0.0,20.0,29.0,36.0,29.0,3.0,1.0,105.0,42.0,70.8,98.1,75.8,829.9,100.6,16
28,,Ratnagiri,825.2,67.8,156.0,19.0,23.6,52.7,8.0,9.0,0.0,0.0,5.0,37.2,12.5,2.0,0.8,0.0,4.7,11.4,1.8,0.0,0.0,2.4,9.2,0.2,119.0,37.6,55.5,63.6,139.8,27.6,11.6,878,112.1,20
29,,Sangameshwar,783.1,109.0,276.0,167.0,35.0,34.0,23.0,9.0,1.0,4.0,4.0,87.0,3.0,1.0,1.0,0.0,0.0,81.0,37.0,0.0,0.0,38.0,84.0,3.0,31.0,41.0,70.0,96.0,98.0,98.2,22.0,1453.2,171.1,23
30,,Rajapur,849.2,144.0,156.0,63.0,91.0,40.0,41.0,17.0,7.0,0.0,5.0,6.0,0.0,1.5,0.0,4.5,4.0,2.0,0.0,0.0,0.0,39.0,49.0,3.0,36.0,9.0,87.0,150.0,124.0,59.0,39.5,1177.5,142.2,22
31,,Lanja,828.0,162.0,102.0,34.0,37.0,5.0,7.0,6.0,0.0,1.0,0.0,16.0,2.0,3.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,13.0,23.0,0.0,50.0,30.0,40.0,60.0,80.0,20.0,40.0,748,101.7,19
32,Sindhudurg,Devgad,735.2,95.0,28.0,37.0,46.0,35.0,10.0,4.0,38.0,5.0,3.0,30.0,1.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,9.0,0.0,11.0,0.0,95.0,33.0,42.0,65.0,80.0,10.0,4.0,699,95.7,21
33,,Malwan,730.1,78.0,47.0,17.0,21.0,48.0,0.0,0.0,5.0,4.0,33.0,6.0,0.0,0.0,3.0,0.0, - ,13.0,0.0,0.0,0.0,4.0,22.0,0.0,20.0,33.0,66.0,68.0,65.0,6.0,8.0,567,56.2,20
34,,Sawantwadi,1008.7,79.0,38.0,85.0,22.0,68.0,15.0,0.0,35.0,12.0,15.0,85.0,4.0,3.0,0.0,0.0, - ,6.0,7.0,0.0,0.0,36.0,25.0,0.0,18.0,18.0,70.0,145.0,149.0,69.0,32.0,1036,111.1,23
35,,Vengurla,932.8,63.0,33.4,47.2,8.8,48.0,9.4,0.0,2.0,5.2,7.0,4.0,4.8,1.0,0.0,0.0,5.2,3.2,1.4,0.4,6.0,13.2,6.0,0.0,20.0,57.0,35.0,60.8,40.8,46.4,2.0,531.2,60.8,21
36,,Kankawali,874.2,57.0,68.0,61.0,50.0,69.0,5.0,6.0,22.0,7.0,26.0,7.0,0.0,5.0,0.0,6.0,4.0,40.0,3.0,2.0,16.0,58.0,37.0,3.0,40.0,8.0,35.0,88.0,67.0,38.0,18.0,846,96,27
37,,Kudal,881.4,63.0,32.0,20.0,16.0,19.0,4.0,0.0,25.0,27.0,17.0,13.0,8.0,0.0,0.0,7.0,2.0,47.0,1.0,0.0,0.0,37.0,9.0,0.0,15.0,50.0,61.0,80.0,75.0,28.0,7.0,663,58.2,22
38,,Vaibhavwadi,1138.9,54.0,56.0,41.0,138.0,36.0,5.0,1.0,7.0,4.0,4.0,33.0,2.0,4.0,0.0,7.0, - ,17.0,0.0,0.0,19.0,8.0,38.0,15.0,36.0,1.0,60.0,104.0,103.0,37.0,23.0,853,84.6,23
39,,Dodamarg,1008.7,80.0,78.0,74.0,28.0,38.0,14.0,0.0,19.0,0.0,23.0,29.0,4.5,0.0,0.0,0.0, - ,9.0,4.0,4.0,3.0,13.2,26.0,0.0,21.5,33.0,95.0,89.0,109.0,70.0,24.0,888.2,186.7,23
40,Palghar,Vasai,475.8,253.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,36.0,5.0,40.0,0.0,50.0,82.0,42.0,97.0,679,153.6,11
41,,Wada,442.1,103.2,33.0,36.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8,2.0,19.0,6.4,34.0,4.0,17.0,45.0,57.0,70.0,508.4,112.5,13
42,,Dahanu,452.0,122.8,25.0,15.4,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,45.7,8.6,0.0,0.0,0.0,0.6,0.5,49.4,0.7,87.0,76.8,44.0,45.7,527.3,130.1,11
43,,Palghar,405.3,160.0,28.2,4.0,4.8,3.2,0.0,1.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.8,19.8,8.4,60.0,84.2,20.0,55.0,463.6,102.1,13
44,,Javhar,453.9,20.4,32.6,20.4,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,14.2,0.0,0.0,65.4,1.2,13.4,7.0,5.4,34.0,11.6,36.0,34.2,75.6,387,119.2,14
45,,Mokhada,324.6,3.7,52.0, - ,0.7,3.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.8,0.0,0.0,5.0,23.8,2.0,15.8,12.0,0.5,37.8,18.0,23.4,44.6,38.3,316.8,78.2,13
46,,Talasari,405.3,74.2,65.3,58.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,13.2,0.0,1.0,1.0,0.0,0.0,20.0,144.0,59.0,38.0,474,104.4,8
47,,Vikramgad,453.9,63.4,41.8,37.3,4.6,0.2,0.4,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,63.3,4.0,16.0,15.0,66.0,11.0,11.0,56.4,59.6,81.4,536.8,524.7,16
48,Nasik,Malegaon,102.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,27.0,0.0,22.0,9.0,0.0,6.0,2.0,3.0,0.0,0.0,94,94.2,8
49,,Baglan,99.8,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,14.0,0.0,12.0,15.0,18.0,0.0,4.0,2.0,0.0,0.0,79,65.5,7
