Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,334.4,28.6,32.2,5.0,13.0,22.0,48.0,13.2,19.2,0.0,2.2,0.0,0.0,2.0,0.0,10.2,0.0,0.0,0.0,35.0,112.0,14.2,0.0,4.2,27.0,6.0,38.0,24.2,2.8,62.2,0.0,521.2,172.8,19
2,,Kalyan,301.7,29.0,25.0,10.0,1.0,12.0,73.0,12.0,22.0,0.0,2.0,0.0,0.0,0.0,7.0,2.0,16.0,0.0,1.0,54.0,15.0,7.0,8.0,2.0,0.0,21.0,9.0,11.0,0.0,13.3,0.0,352.3,101.5,17
3,,Murbad,347.1,62.4,9.3,2.3,0.0,30.3,58.6,17.3,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.4,7.5,72.3,0.0,4.5,3.2,0.0,22.5,0.0,0.0,42.0,0.0,397.9,117.9,13
4,,Bhivandi,337.6,24.0,28.0,11.0,8.0,21.0,45.0,37.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,57.0,37.0,40.0,4.0,8.0,21.0,9.0,55.0,23.0,1.0,38.0,0.0,495,146.4,19
5,,Shahapur,338.1,26.0,67.0,9.0,1.0,18.2,27.0,28.2,28.0,0.4,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.4,182.0,23.8,47.8,0.0,6.0,19.0,0.0,17.0,1.0,1.0,19.0,0.0,524,173.6,14
6,,Ulhasnagar,301.9,58.6,24.8,4.2,0.0,18.0,48.6,35.4,25.6,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,65.0,40.2,15.4,2.6,0.0,3.4,4.4,9.2,0.0,0.0,38.0,0.0,405.4,134.3,16
7,,Ambarnath,301.9,24.2,9.0,1.2,0.0,6.0,20.6,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,39.0,14.0,6.1,0.1,0.0,3.0,4.0,6.2,0.0,0.0,23.3,0.0,186,59.4,13
8,Raigadh,Alibag,313.1,3.2,3.5,5.7,5.7,13.9,9.0,6.2,4.2,0.0,0.0,0.0,0.0,0.0,0.5,13.6,10.6,9.8,0.3,334.6,62.5,41.7,27.9,12.7,34.8,21.1,13.2,4.5,50.0,74.5,0.0,763.7,190,22
9,,Panwel,402.0,13.0,23.6,2.0,6.8,27.4,43.6,13.4,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,38.4,115.0,24.4,18.0,2.4,12.6,11.8,36.0,0.0,3.0,18.4,5.0,428.4,98.3,19
10,,Karjat,436.0,4.2,40.2,2.5,2.5,39.5,109.6,21.4,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.4,5.0,3.2,6.0,2.6,3.4,1.8,20.8,0.0,0.0,25.0,0.0,389.5,85,14
