Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,961.6,5.7,3.5,69.9,124.4,80.8,18.7,39.8,145.9,154.2,135.1,151.5,23.4,12.3,40.6,41.7,111.6,36.3,21.9,15.3,9.2,24.2,28.3,12.7,9.4,9.5,4.7,3.4,2.5,1.6,1.4,2.3,1341.8,131.1,27
2,,Kalyan,1023.4,1.4,0.0,54.9,63.1,102.1,13.1,74.2,191.7,68.0,103.6,138.5,19.3,11.2,56.4,149.6,149.6,56.0,29.8,13.0,12.4,25.5,6.8,6.8,11.2,4.3,3.8,2.4,2.6,0.9,0.8,3.8,1376.8,142.1,26
3,,Murbad,968.9,-,13.0,17.6,26.4,66.0,30.0,102.8,51.6,25.4,32.0,54.2,54.2,28.1,42.2,92.2,143.2,89.6,47.2,17.4,11.0,29.6,25.7,8.5,10.6,10.6,12.6,5.2,5.1,3.6,0.4,1.8,1057.8,109.5,28
4,,Bhivandi,965.8,4.0,0.3,36.2,77.3,102.3,9.3,70.7,255.4,95.7,106.1,94.2,28.3,21.8,47.5,46.7,117.2,37.2,27.8,9.9,8.5,35.3,14.5,10.0,4.7,7.0,3.2,2.6,1.5,0.3,0.2,2.0,1277.7,115.9,26
5,,Shahapur,1102.4,9.8,0.8,12.6,43.4,99.0,26.6,117.0,58.0,18.8,19.4,44.0,42.2,36.0,78.2,96.8,153.2,112.0,58.4,18.6,13.0,44.0,59.6,43.2,9.6,9.4,10.2,6.4,6.4,0.0,0.8,2.8,1250.2,124.8,28
6,,Ulhasnagar,1001.4,1.0,0.0,54.0,71.0,111.0,20.0,74.0,117.0,83.0,119.0,197.0,36.0,20.0,58.0,89.0,224.0,70.0,15.0,11.0,17.0,20.0,52.0,8.0,9.0,3.0,5.0,4.0,11.0,0.0,0.0,3.0,1502,150,27
7,,Ambarnath,1001.4,11.6,0.0,40.2,64.7,115.8,22.9,137.1,148.0,71.0,77.0,121.1,45.2,32.0,81.7,83.3,188.6,91.3,45.4,24.7,12.6,33.5,44.2,10.8,7.5,11.9,9.2,6.7,5.2,0.3,1.0,4.1,1548.6,214.2,28
8,Raigadh,Alibag,723.0,20.9,0.0,53.3,89.3,102.4,12.3,4.9,60.4,102.1,130.7,49.3,5.0,11.4,35.7,21.4,34.1,6.3,12.9,10.1,12.4,22.0,8.3,3.9,6.1,3.4,1.7,2.1,1.9,0.3,0.0,1.9,826.5,73.2,24
9,,Panwel,1128.9,10.3,1.6,53.0,80.8,75.6,29.8,29.9,133.5,75.9,129.6,114.7,16.6,10.1,33.5,33.6,45.5,39.6,25.3,28.0,14.1,33.1,24.1,8.7,5.4,4.5,2.5,1.7,1.9,0.0,0.7,1.8,1065.4,77.3,24
10,,Karjat,1378.2,19.4,1.1,44.5,82.0,113.0,35.5,131.6,170.3,89.6,135.5,107.2,57.2,51.6,62.5,104.6,149.2,94.6,56.4,45.9,32.8,85.1,49.3,19.7,15.8,16.4,11.0,7.0,6.2,0.9,0.8,7.6,1804.3,138.6,28
11,,Khalapur,1302.2,16.7,0.0,34.7,84.0,70.3,56.0,70.7,210.0,67.0,135.3,110.3,54.7,47.0,54.0,56.0,71.0,49.7,62.3,37.3,33.3,50.3,30.7,18.3,15.3,9.3,10.3,5.3,9.0,4.3,3.0,4.3,1480.4,194.2,30
12,,Uran,762.4,0.0,10.0,55.7,107.3,83.1,8.2,18.7,88.3,58.0,185.7,140.0,21.7,9.0,28.7,29.0,39.7,26.0,22.3,47.7,5.7,42.0,3.0,2.3,8.3,1.0,0.7,8.0,3.7,0.0,0.0,1.7,1055.5,71.1,24
13,,Sudhagad,1484.0,17.3,0.0,15.3,32.7,106.0,60.3,29.0,147.3,54.3,106.0,73.7,27.3,26.3,51.7,43.0,47.3,46.7,22.7,22.0,16.0,32.0,20.3,16.3,15.3,5.3,7.0,4.3,7.0,0.0,0.0,1.0,1053.4,94.7,27
14,,Pen,1112.4,10.4,1.6,38.6,124.2,113.0,36.2,27.0,121.2,93.1,125.2,123.9,18.1,27.2,79.6,35.2,78.3,29.1,43.5,30.1,19.2,50.4,34.8,12.2,9.7,13.0,5.8,6.2,6.0,0.2,0.6,1.2,1314.8,97.5,27
15,,Mahad,1348.2,5.8,7.8,28.7,43.3,84.0,95.8,83.8,208.3,99.5,133.8,93.7,58.7,77.0,81.0,42.3,96.2,110.0,41.3,30.7,33.8,28.7,25.3,24.7,9.0,7.7,6.5,4.2,9.9,4.6,0.5,1.2,1577.8,126.4,29
16,,Mangaon,1248.4,14.6,5.2,28.0,51.2,117.2,68.2,67.8,186.2,126.8,156.4,99.4,57.2,48.6,66.4,41.8,61.4,42.2,30.8,25.2,15.4,18.6,33.4,23.8,20.2,4.0,7.8,11.0,3.2,2.2,0.0,0.4,1434.6,113.4,28
