Sr,District,Taluka,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Thane,Thane,334.4,7.0,4.2,20.0,189.6,97.0,10.6,28.2,5.4,81.0,23.0,64.0,22.2,2.0,50.0,5.0,5.2,2.0,1.0,2.0,0.0,47.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.8,222,17
2,,Kalyan,301.7,1.0,4.0,47.0,138.0,207.0,12.0,24.0,15.0,63.0,19.0,32.0,15.0,5.0,17.0,12.0,9.0,2.0,2.0,22.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652,187.8,17
3,,Murbad,347.1,11.0,0.0,32.0,98.0,113.0,23.0,30.0,6.0,16.0,14.0,44.0,26.0,0.0,6.0,15.0,7.0,0.0,0.0,16.0,0.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,468,138.6,18
4,,Bhivandi,337.6,0.0,0.0,25.0,115.0,175.0,25.0,35.0,10.0,40.0,20.0,37.0,20.0,2.0,26.0,6.0,7.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551,163,15
5,,Shahapur,338.1,15.0,1.0,12.0,131.0,56.0,24.0,35.0,5.4,26.6,29.0,100.0,33.8,4.6,10.0,6.0,5.2,1.4,1.0,11.0,0.0,14.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.6,173.4,17
6,,Ulhasnagar,301.9,3.6,3.0,49.0,151.0,0.1,168.3,39.1,22.0,66.0,49.0,33.0,12.0,6.0,18.4,23.1,9.4,0.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675,223.6,16
7,,Ambarnath,301.9,0.0,1.2,52.0,128.6,135.0,29.2,41.3,28.2,58.1,44.2,24.4,10.6,2.2,7.0,5.6,6.2,0.0,3.4,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.4,190.5,15
8,Raigadh,Alibag,313.1,6.1,3.0,11.2,136.0,151.0,16.2,14.2,5.0,13.8,69.0,42.0,18.0,5.0,4.0,24.2,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,547.8,136.3,17
9,,Panwel,402.0,6.0,5.0,22.6,93.4,58.0,10.6,23.0,7.0,22.4,13.0,80.0,25.4,2.0,16.0,26.4,3.0,3.6,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.2,96.8,17
10,,Karjat,436.0,14.3,2.4,39.7,123.0,128.8,23.1,27.4,13.3,13.1,36.1,72.0,30.9,1.5,3.5,25.6,11.3,2.6,2.4,21.9,5.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,613.6,133.8,19
11,,Khalapur,458.5,16.0,4.0,72.0,179.0,91.0,16.0,19.0,9.0,26.1,16.0,107.0,28.0,4.0,8.0,13.0,6.0,2.0,3.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,30.0,709.1,231.5,20
12,,Uran,306.3,60.0,9.0,20.0,122.0,44.0,3.0,8.0,7.0,9.0,63.0,25.0,32.0,7.0,5.0,26.0,16.0,3.0,12.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482,106.6,19
13,,Sudhagad,452.1,12.0,27.0,59.0,126.0,90.0,43.0,52.0,10.0,12.0,24.0,136.0,12.0,4.0,16.0,28.0,4.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,739,181.4,18
14,,Pen,407.3,7.1,8.4,17.3,155.4,82.2,21.1,17.3,11.4,17.2,30.4,49.3,17.2,5.1,7.1,17.4,6.1,7.2,2.1,6.2,0.0,2.1,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,497.2,120.1,19
15,,Mahad,414.1,16.0,6.6,60.8,133.0,77.0,51.0,27.2,7.3,11.0,27.0,55.0,28.0,4.0,4.2,23.0,28.0,6.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,618.1,159.7,19
16,,Mangaon,387.1,17.0,7.0,123.0,124.0,106.0,42.6,17.0,17.0,17.0,48.0,74.0,10.0,0.0,6.0,12.0,15.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,17.0,690.6,188.5,19
17,,Roha,366.3,34.0,6.0,115.0,159.0,141.0,43.0,32.0,12.0,22.0,31.0,70.0,13.0,1.0,11.0,14.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,725,175.8,16
18,,Poladpur,412.4,7.0,6.0,29.0,132.0,90.0,52.0,11.0,10.0,13.0,31.0,54.0,40.0,2.0,4.0,22.0,38.0,3.0,18.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,30.0,605,173.5,19
19,,Murud,348.8,27.0,7.0,22.0,136.0,83.0,60.0,6.0,5.0,17.0,30.0,114.0,16.0,1.0,11.0,6.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,556,164.9,16
20,,Shriwardhan,337.1,45.3,17.2,22.4,92.0,43.4,18.0,9.0,22.0,27.0,18.0,24.0,31.0,0.0,16.0,11.0,5.0,5.2,0.0,10.0,17.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,442.5,112.2,19
21,,Mahasala,394.3,14.8,5.4,28.2,150.4,87.2,46.8,13.8,23.4,25.2,53.8,70.4,36.2,1.2,12.6,24.8,18.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,0.0,4.2,630,162.7,17
22,,Tala,387.1,62.0,4.0,104.0,190.0,100.0,31.0,24.0,5.0,26.0,20.0,79.0,14.0,8.0,16.0,13.0,16.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,721,167.9,18
23,Ratnagiri,Chiplun,429.5,14.0,21.0,54.0,131.0,61.0,42.0,24.0,11.0,13.0,27.0,53.0,68.0,0.0,9.0,5.0,3.0,4.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,33.0,597,142.7,20
24,,Dapoli,418.5,27.2,19.0,33.6,91.6,61.0,30.4,19.2,10.0,28.6,20.2,26.8,31.8,1.7,7.4,34.2,33.0,5.0,4.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,2.6,493.1,120.4,19
25,,Khed,409.6,42.0,20.0,12.0,147.0,38.0,44.0,7.0,25.0,23.0,25.0,37.0,42.0,0.0,11.0,13.0,22.0,8.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,547,83.1,20
26,,Guhagar,657.9,5.0,13.0,32.0,39.0,43.0,39.0,10.0,10.0,16.0,32.0,16.0,20.0,1.0,6.0,18.0,21.0,4.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331,75.3,17
27,,Mandangad,439.6,7.0,11.0,20.0,69.0,94.0,49.0,25.0,10.0,14.0,60.0,58.0,45.0,6.0,10.0,18.0,30.0,7.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,47.0,658,189.4,21
28,,Ratnagiri,347.5,28.6,19.7,139.5,32.9,86.3,29.2,17.1,24.1,8.3,12.5,40.1,14.1,4.6,0.6,4.3,21.6,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,489,113.8,16
29,,Sangameshwar,429.7,39.0,60.0,61.0,145.0,107.0,31.3,17.0,19.3,8.0,17.0,75.0,86.7,3.0,4.0,8.0,28.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,765.3,212.8,19
30,,Rajapur,359.7,76.0,25.0,61.0,42.0,37.0,41.0,44.0,21.0,8.0,11.0,7.0,24.0,3.0,9.0,4.0,43.0,24.0,0.0,3.0,2.0,18.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,44.0,559,144.8,22
31,,Lanja,386.0,68.0,74.0,70.0,68.0,66.0,22.0,8.0,30.0,15.0,17.0,35.0,50.0,2.0,3.0,1.0,14.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,16.0,0.0,14.0,600,210.1,18
32,Sindhudurg,Devgad,285.6,50.0,36.0,43.0,37.0,55.0,18.0,4.0,12.0,5.0,8.0,37.0,3.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328,127.8,13
33,,Malwan,256.6,31.0,15.0,40.0,70.0,15.0,5.0,8.0,43.0,24.0,13.0,11.0,2.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,314,87.8,15
34,,Sawantwadi,357.8,68.0,53.0,47.0,73.0,15.0,9.0,17.0,18.0,11.0,23.0,25.0,13.0,10.0,1.0,5.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,9.0,2.0,0.0,0.0,3.0,3.0,422,142.8,20
35,,Vengurla,295.5,29.4,39.6,28.0,36.4,6.8,3.2,25.0,19.0,10.2,12.0,5.6,5.4,8.0,3.8,6.8,8.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.8,2.0,259,66.8,19
36,,Kankawali,387.6,93.0,21.0,111.0,75.0,44.0,28.0,5.0,18.0,16.0,12.0,37.0,11.0,0.0,0.0,0.0,16.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,3.0,23.0,564,194.9,18
37,,Kudal,289.4,28.0,28.0,35.0,60.0,9.0,20.0,19.0,22.0,14.0,21.0,13.0,5.0,0.0,6.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,38.0,26.0,374,49.1,18
38,,Vaibhavwadi,761.2,61.0,30.0,45.0,58.0,35.0,36.0,8.0,27.0,12.0,11.0,25.0,17.0,4.0,8.0,2.0,30.0,9.0,9.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,6.0,19.0,467,130.5,22
39,,Dodamarg,357.8,72.0,36.0,31.0,56.0,23.0,35.0,31.0,32.0,10.0,4.0,24.0,7.0,12.0,7.0,0.0,15.0,15.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,423,142.4,19
40,Palghar,Vasai,297.1,7.0,1.0,14.0,177.0,47.0,4.0,19.0,2.0,8.0,29.0,55.0,6.0,2.0,10.0,18.0,14.0,2.0,4.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425,117.2,15
41,,Wada,362.5,2.0,1.0,6.0,107.0,120.0,10.0,20.0,4.0,14.0,22.0,103.0,14.0,0.0,17.0,6.0,3.0,2.0,0.0,4.0,4.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,467,155.8,16
42,,Dahanu,299.7,97.7,13.7,8.7,359.6,32.4,38.6,10.8,1.5,12.7,65.5,46.9,0.2,3.5,18.4,34.1,0.7,0.2,0.0,0.0,0.0,0.0,0.2,0.0,90.6,0.0,0.0,0.0,0.0,0.0,0.0,836,294.8,14
43,,Palghar,283.6,51.6,7.0,1.6,422.2,41.8,10.2,3.4,11.6,12.8,11.0,51.0,2.0,1.2,8.8,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.5,133,13
44,,Javhar,493.7,2.0,12.0,14.0,54.0,53.0,77.0,40.0,18.0,24.0,40.0,47.0,14.0,4.0,28.0,9.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,455,123.9,17
45,,Mokhada,367.2,12.6,10.6,12.2,25.4,38.8,54.8,27.4,8.2,14.6,49.0,63.2,2.6,0.2,15.2,5.0,3.6,0.0,1.2,0.2,4.8,13.0,0.0,0.2,0.2,1.8,0.0,0.0,0.0,0.0,0.2,365,140.6,17
