Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,112.3,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,2.4,4.3,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,19.8,2
2,,Baglan,Satana,97.6,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44,19.7,4
3,,Kalwan,Kalwan,223.9,2.0,2.0,2.0,4.0,14.0,1.0,0.0,0.0,1.0,4.0,4.0,3.0,2.0,0.0,5.0,1.0,2.0,5.0,10.0,11.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,84,75.3,10
4,,Nandgaon,Nandgaon,111.5,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15,2.1,2
5,,Surgana,Surgana,711.8,17.0,7.0,28.0,46.0, - ,49.0,10.0,6.0,20.0,32.0,13.0,18.0,9.0,4.0,28.0,16.0,15.0,17.0,40.0,43.0,10.0,8.0,33.0,35.0,6.0,12.0,1.0,8.0,5.0,5.0,8.0,549,245.6,29
6,,Nasik,Nasik,223.5,2.1,7.5,6.0,18.4,4.2,1.0,1.5,0.0,0.0,11.3,8.0,4.1,2.2,0.5,21.5,9.0,0.2,0.6,11.0,3.0,1.0,1.0,2.0,5.0,2.2,0.0,0.0,0.0,0.0,3.0,2.0,128.3,50,13
7,,Dindori,Dindori,256.5,-,0.0,6.0,6.0,12.0,0.0,0.0,0.0,0.0,7.0,1.0,8.0,3.0,0.0,3.0,4.5,0.0,5.0,7.5,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,5.7,12
8,,Egatpuri,Igatpuri,1339.8,10.0,40.0,63.0,105.0,86.0,31.0,51.0,12.0,24.2,96.0,57.0,68.0,43.0,21.2,27.0,40.0,4.0,24.2,45.0,56.0,34.2,18.0,68.0,38.0,2.2,11.0,22.0,16.0,36.0,18.0,19.0,1186,126.7,30
9,,Peth,Peth,936.4,-,0.0,50.0,46.0, - ,40.0,12.0,4.0,7.0,37.0,27.0,30.0,24.0,10.0,17.0,21.0,6.0,21.0,22.0,44.0,11.0,16.0,26.0,46.0,3.3,6.0,6.0,6.0,5.0,7.0,7.0,557.3,471.9,28
10,,Niphad,Niphad,118.1,0.0,2.0,0.0,11.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0,8.0,5.0,0.0,0.0,8.0,3.0,1.0,5.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,67,43.9,10
11,,Sinnar,Sinnar,152.6,0.0,4.8,0.8,7.0,3.2,0.6,0.0,0.0,4.6,1.2,2.2,2.6,6.2,0.7,4.4,7.2,1.2,3.7,2.4,2.6,0.8,0.0,5.2,0.6,0.0,0.0,1.8,0.0,0.0,0.0,0.0,63.8,59.4,11
12,,Yevla,Yeola,107.4,0.0,6.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,9.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,25.5,5
13,,Chandwad,Chandwad,145.1,0.0,0.0,2.0,5.0,7.0,2.0,0.0,0.0,1.0,4.0,5.0,6.0,7.0,2.0,1.0,0.0,3.0,7.0,5.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,67,7.2,10
14,,Trimbakeshwar,Tryambakeshwar,936.4,11.0,19.0,11.0,68.0,59.0,39.0,23.0,3.0,6.0,26.0,46.0,44.0,37.0,7.0,26.0,33.0,9.0,30.0,42.0,39.0,13.0,11.0,20.0,26.0,6.0,5.0,7.0,10.0,8.0,11.0,12.0,707,356.9,31
15,,Devali,Devala,198.1,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,12.1,4
