Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,104.4,6.4,0.0,0.0,0.0,0.0,3.8,0.0,3.3,21.2,8.4,18.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,0.0,2.4,0.0,10.3,0.0,1.3,0.0,0.0,94.2,95.7,8
2,,Baglan,Satana,98.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3,,Kalwan,Kalwan,163.0,0.0,1.0,26.0,1.0,2.0,7.0,7.0,4.0,59.0,7.0,8.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,3.0,0.0,12.0,4.0,6.0,2.0,4.0,179,165.7,13
4,,Nandgaon,Nandgaon,108.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,10.0,35.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,20.0,2.0,10.0,0.0,7.0,0.0,50.0,1.0,8.0,0.0,2.0,162,29.4,9
5,,Surgana,Surgana,550.2,2.0,18.0,24.0,15.0,23.0,14.0,28.0,111.0,91.0,7.0,14.0,14.0,11.0,26.0,18.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,31.0,4.2,1.0,0.0,9.0,4.0,19.0,12.0,11.0,520.2,385.6,24
6,,Nasik,Nasik,134.9,6.0,2.0,9.0,3.0,1.0,4.0,8.0,10.0,21.0,11.0,15.0,0.0,3.0,3.0,2.0,0.0,5.5,0.0,0.0,0.0,0.0,2.0,7.5,6.0,6.0,60.0,1.0,5.0,6.0,1.4,4.1,202.5,111.2,19
7,,Dindori,Dindori,182.1,0.0,0.0,3.0,4.0,5.0,4.0,5.0,12.0,11.0,9.0,17.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,6.0,7.0,26.0,0.0,1.0,3.0,13.0,154,14.6,18
8,,Egatpuri,Igatpuri,1057.4,41.0,17.0,36.0,38.0,21.0,66.0,27.0,74.0,82.0,58.0,28.0,25.0,22.0,30.0,16.0,4.0,6.0,15.0,6.0,3.0,9.0,0.0,23.0,14.0,10.0,40.0,18.0,36.0,50.0,25.0,28.0,868,131.5,30
9,,Peth,Peth,660.0,13.0,54.0,53.0,7.0,13.0,27.0,20.0,28.0,59.0,17.0,9.0,19.0,17.0,10.0,2.5,7.5,2.0,4.0,0.0,1.0,1.0,6.0,0.0,33.0,48.0,39.0,8.0,8.0,29.0,10.0,30.0,575,697.8,25
10,,Niphad,Niphad,82.4,0.0,0.0,0.0,1.2,0.0,4.0,4.6,16.2,10.0,7.0,41.0,1.2,0.0,5.0,0.0,0.0,0.0,7.0,3.0,0.0,4.0,0.0,15.2,41.0,12.0,0.0,0.0,3.0,0.0,6.0,0.0,181.4,173.6,15
11,,Sinnar,Sinnar,104.5,1.0,0.0,0.0,2.3,1.0,1.0,4.3,5.3,2.3,13.0,18.2,1.0,2.1,2.3,0.0,0.0,4.3,0.0,0.0,0.0,4.3,0.0,27.0,56.1,13.2,31.1,7.0,2.0,1.4,0.0,2.0,202.2,248.7,11
12,,Yevla,Yeola,81.3,0.0,0.0,3.0,9.0,0.0,1.0,0.0,4.0,4.0,1.0,29.0,22.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,23.0,0.0,4.0,7.0,6.0,0.0,2.0,0.0,4.0,1.0,3.0,133,110.8,14
13,,Chandwad,Chandwad,120.0,0.0,3.0,8.0,0.0,2.0,1.0,2.0,4.0,7.0,2.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,21.0,6.0,6.0,0.0,4.0,150,22.7,10
14,,Trimbakeshwar,Tryambakeshwar,660.0,6.0,2.0,9.0,3.0,1.0,4.0,8.0,10.0,21.0,11.0,15.0,0.0,3.0,3.0,2.0,0.0,5.5,0.0,0.0,0.0,0.0,2.0,7.5,6.0,6.0,60.0,1.0,5.0,6.0,1.4,4.1,202.5,163.8,19
15,,Devali,Devala,123.6,0.0,1.0,26.0,1.0,2.0,7.0,7.0,4.0,59.0,7.0,8.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,3.0,0.0,12.0,4.0,6.0,2.0,4.0,179,144.8,13
