Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,121.8,0.0,0.0,0.0,0.0,0.0,11.5,11.5,5.0,0.0,19.0,7.1,0.0,0.0,0.3,20.4,9.9,2.4,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,8.8,2.4,9.0,0.0,117.8,95.5,10
2,,Baglan,Satana,123.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
3,,Kalwan,Kalwan,156.6,2.0,3.0,1.0,2.0,7.0,7.0,17.0,1.0,4.0,0.0,3.0,0.0,0.0,23.0,26.0,24.0,26.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,3.0,2.0,3.0,174,123.4,14
4,,Nandgaon,Nandgaon,141.0,0.0,4.0,0.0,0.0,0.0,35.0,0.0,2.0,0.0,11.0,21.0,0.0,0.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,3.0,56.0,9.0,0.0,66.0,0.0,20.0,13.0,15.0,0.0,268,82.8,13
5,,Surgana,Surgana,323.6,11.0,10.0,13.0,4.0,1.0,4.0,1.0,4.0,13.0,6.0,18.0,2.0,2.0,54.0,72.0,57.0,85.0,1.0,3.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,55.0,0.0,1.0,0.0,426,262.5,16
6,,Nasik,Nasik,162.3,0.0,5.0,1.0,2.0,0.0,2.0,14.0,0.5,0.0,2.0,25.0,2.0,0.0,14.0,31.0,34.0,73.0,7.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,14.0,3.0,0.0,0.0,234.5,163.9,11
7,,Dindori,Dindori,143.1,0.0,9.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,38.0,31.0,22.0,51.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,20.0,0.0,0.0,218,47,11
8,,Egatpuri,Igatpuri,463.4,47.0,42.0,2.0,12.2,3.0,7.0,2.0,68.0,1.0,20.0,26.0,31.0,16.0,34.0,79.0,36.0,220.0,166.0,42.0,5.2,14.0,1.0,16.0,24.0,0.0,0.0,14.0,6.0,0.0,0.0,934.4,277.2,22
9,,Peth,Peth,337.1,9.4,18.0,12.2,2.0,0.0,4.0,1.0,2.0,4.0,38.0,59.0,0.4,1.0,59.0,45.0,109.0,116.0,7.0,6.0,6.0,0.0,7.0,0.0,4.0,0.0,21.0,0.0,2.0,3.0,0.0,536,424.1,18
10,,Niphad,Niphad,126.4,0.0,11.0,0.0,0.0,0.0,15.0,5.0,34.0,46.2,0.0,16.0,41.2,0.0,9.0,41.0,14.5,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.6,160.9,10
11,,Sinnar,Sinnar,145.8,0.3,0.3,0.0,0.0,0.0,12.2,0.0,13.1,16.1,0.0,28.2,5.4,0.0,6.1,10.4,2.0,31.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,35.2,12.3,0.0,0.0,175.7,141.2,11
12,,Yevla,Yeola,124.4,0.0,1.0,6.0,0.0,0.0,20.0,6.0,0.0,0.0,5.0,23.0,1.0,0.0,4.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,18.0,17.0,0.0,1.0,0.0,7.0,4.0,2.0,0.0,128,93.1,12
13,,Chandwad,Chandwad,137.5,0.0,3.0,0.0,0.0,0.0,12.0,8.0,0.0,25.0,0.0,0.0,0.0,0.0,9.0,14.0,15.0,15.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,20.0,0.0,1.0,3.0,19.0,3.0,168,49.8,13
14,,Trimbakeshwar,Tryambakeshwar,337.1,0.0,5.0,1.0,2.0,0.0,2.0,14.0,0.5,0.0,2.0,25.0,2.0,0.0,14.0,31.0,34.0,73.0,7.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,14.0,3.0,0.0,0.0,234.5,175.4,11
15,,Devali,Devala,133.7,2.0,3.0,1.0,2.0,7.0,7.0,17.0,1.0,4.0,0.0,3.0,0.0,0.0,23.0,26.0,24.0,26.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,3.0,2.0,3.0,174,130.1,14
