Sr,District,Taluka,Circle,Taluka Normal RainFall,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Total RainFall,%RainFall,Rainy Days
1,Nasik,Malegaon,Malegaon,102.3,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22,22,1
2,,Baglan,Satana,99.8,0.0,0.0,0.0,0.0,30.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,34.8,3
3,,Kalwan,Kalwan,120.6,0.0,0.0,10.0,0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,7.0,35.3,32.5,4
4,,Nandgaon,Nandgaon,108.5,0.0,0.0,0.0,10.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,58,36.6,3
5,,Surgana,Surgana,158.3,0.0,0.0,12.0,0.0,17.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,13.0,18.0,0.0,2.0,2.0,3.0,4.0,6.0,12.0,4.0,1.0,4.0,5.0,8.0,5.0,138,147.6,17
6,,Nasik,Nasik,93.5,0.0,0.0,2.0,0.0,8.0,1.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,2.0,49,42.9,7
7,,Dindori,Dindori,114.2,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,1.0,3.0,9.0,4.0,7.0,57,12.3,6
8,,Egatpuri,Igatpuri,465.0,0.0,0.0,4.0,62.0,36.0,1.0,9.0,0.0,0.0,1.0,6.0,5.0,2.0,7.0,7.0,44.0,19.0,10.0,0.0,7.0,24.0,11.0,7.0,25.0,14.0,20.0,26.0,36.0,32.0,14.0,429,164.7,22
9,,Peth,Peth,260.5,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,3.0,1.0,0.0,0.0,10.0,7.0,15.0,12.0,5.0,2.0,6.0,13.0,14.0,13.0,142,141.3,12
10,,Niphad,Niphad,100.5,0.0,0.0,2.0,0.0,5.0,3.0,15.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,44.5,49.8,7
11,,Sinnar,Sinnar,89.3,0.0,0.0,27.0,6.0,11.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,5.0,0.0,70,62.3,7
12,,Yevla,Yeola,112.4,0.0,0.0,14.0,17.0,0.0,0.0,0.0,0.0,13.0,0.0,43.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,98,84.7,6
13,,Chandwad,Chandwad,115.7,0.0,0.0,7.0,0.0,3.0,24.0,2.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,57,21.9,5
14,,Trimbakeshwar,Tryambakeshwar,260.5,0.0,0.0,18.0,4.0,36.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,15.0,0.0,0.0,2.0,10.0,15.0,7.0,9.0,10.0,17.0,7.0,24.0,28.0,18.0,254,220.1,17
15,,Devali,Devala,115.4,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3.5,0
